Selected_Genre,appid,name,genres,release_date,is_free,price,developers,publishers,concurrent_players,source,peak_players
Metroidvania,428550,Momodora: Reverie Under The Moonlight,"Action, Metroidvania, Platformer",,,,Bombservice,PLAYISM,5.0,steamspy,672.0
Metroidvania,400910,Rabi-Ribi,"Action, Adventure, Indie, Metroidvania, Platformer",,,,"CreSpirit, GemaYue",CreSpirit,33.0,steamspy,670.0
Metroidvania,347800,Ghost Song,"Action, Adventure, Horror, Indie, Metroidvania, Platformer",,,,Old Moon,Humble Games,7.0,steamspy,670.0
Metroidvania,860950,Mark of the Ninja: Remastered,"Action, Adventure, Indie, Metroidvania, Platformer, Puzzle",,,,Klei Entertainment,Klei Entertainment,114.0,steamspy,667.0
Metroidvania,2365810,Pseudoregalia,"Adventure, Indie, Metroidvania, Platformer",,,,rittzler,rittzler,46.0,steamspy,640.0
Metroidvania,374190,Infernax,"Action, Adventure, Indie, Metroidvania, RPG",,,,Berzerk Studio,The Arcade Crew,11.0,steamspy,639.0
Metroidvania,789760,DEAD OR SCHOOL,"Action, Horror, Indie, JRPG, Metroidvania, RPG, Visual Novel",,,,Studio Nanafushi,Studio Nanafushi,0.0,steamspy,606.0
Metroidvania,286100,You Have to Win the Game,"Action, Adventure, Indie, Metroidvania, Platformer",,,,Minor Key Games,Minor Key Games,3.0,steamspy,578.0
Metroidvania,2404370,YOHANE THE PARHELION -BLAZE in the DEEPBLUE-,"Action, Adventure, Metroidvania, Roguelike",,,,"INTI CREATES CO., LTD.","INTI CREATES CO., LTD.",1.0,steamspy,563.0
Metroidvania,1761380,Otherworld Legends 战魂铭人,"Action, Indie, Metroidvania, RPG",,,,ChillyRoom,ChillyRoom,42.0,steamspy,549.0
Metroidvania,1087760,The Gunk,"Action, Adventure, Metroidvania, Platformer",,,,Image & Form Games,Thunderful Publishing,11.0,steamspy,514.0
Metroidvania,999020,Mega Man Zero/ZX Legacy Collection,"Action, Adventure, Metroidvania, Platformer, RPG",,,,"CAPCOM CO., LTD.","CAPCOM CO., LTD.",49.0,steamspy,498.0
Metroidvania,1614440,Bō: Path of the Teal Lotus,"Action, Adventure, Metroidvania, Platformer",,,,"Squid Shock Studios, Christopher Stair, Trevor Youngquist",Humble Games,6.0,steamspy,495.0
Metroidvania,3099000,Guns of Fury,"Action, Adventure, Indie, Metroidvania, Platformer, Shooter",,,,Gelato Games Ltd,Gelato Games Ltd,5.0,steamspy,419.0
Metroidvania,463270,Ghost 1.0,"Action, Adventure, Indie, Metroidvania, Platformer",,,,@unepic_fran,Unepic Games,0.0,steamspy,409.0
Metroidvania,1231880,"Haiku, the Robot","Action, Adventure, Metroidvania, Platformer",,,,Mister Morris Games,Mister Morris Games,11.0,steamspy,407.0
Metroidvania,1413870,Shadow Man Remastered,"Action, Adventure, Horror, Metroidvania, Platformer, Puzzle, Shooter",,,,"Nightdive Studios, Acclaim Studios Teesside",Nightdive Studios,5.0,steamspy,400.0
Metroidvania,339200,Oceanhorn: Monster of Uncharted Seas,"Action, Adventure, Indie, JRPG, Metroidvania, Puzzle, RPG",,,,Cornfox & Brothers Ltd.,Cornfox & Brothers Ltd.,2.0,steamspy,387.0
Metroidvania,449610,Monster Boy and the Cursed Kingdom,"Action, Adventure, Indie, Metroidvania, Platformer, Puzzle",,,,Game Atelier,FDG Entertainment,6.0,steamspy,355.0
Metroidvania,361230,Super Daryl Deluxe,"Action, Adventure, Indie, Metroidvania, RPG",,,,Dan & Gary Games,Dan & Gary Games,1.0,steamspy,328.0
Metroidvania,277890,Shantae: Risky's Revenge - Director's Cut,"Action, Adventure, Indie, Metroidvania, Platformer",,,,WayForward,WayForward,2.0,steamspy,326.0
Metroidvania,1123450,Chicory: A Colorful Tale,"Adventure, Casual, Horror, Indie, Metroidvania, Puzzle, RPG",,,,"Wishes Ultd., Greg Lobanov, Alexis Dean-Jones, Lena Raine, Madeline Berger, A Shell in the Pit",Finji,29.0,steamspy,313.0
Metroidvania,1436590,Phoenotopia: Awakening,"Action, Adventure, Indie, JRPG, Metroidvania, Platformer, Puzzle, RPG",,,,Cape Cosmic,"Cape Cosmic, Flyhigh Works",9.0,steamspy,312.0
Metroidvania,366320,Seasons after Fall,"Adventure, Indie, Metroidvania, Platformer, Puzzle",,,,Swing Swing Submarine,Focus Entertainment,2.0,steamspy,307.0
Metroidvania,1220150,Blue Fire,"Action, Adventure, Indie, Metroidvania, Platformer",,,,Robi Studios,Graffiti Games,6.0,steamspy,286.0
Metroidvania,334940,Yoku's Island Express,"Adventure, Casual, Indie, Metroidvania, Platformer, Puzzle",,,,Villa Gorilla,Team17 Digital Ltd,11.0,steamspy,281.0
Metroidvania,2851150,Tomba! Special Edition,"Action, Adventure, Metroidvania, Platformer",,,,Limited Run Games,Limited Run Games,2.0,steamspy,280.0
Metroidvania,2386310,Ultros,"Action, Adventure, Metroidvania, Platformer",,,,Hadoque,Kepler Interactive,8.0,steamspy,272.0
Metroidvania,1802880,The Devil Within: Satgat,"Action, Adventure, Horror, Metroidvania, Platformer",,,,Newcore Games,"Newcore Games, Astrolabe Games",4.0,steamspy,266.0
Metroidvania,2014550,Voidwrought,"Action, Adventure, Horror, Metroidvania, Platformer",,,,Powersnake,Kwalee,3.0,steamspy,253.0
Metroidvania,1772830,Rusted Moss,"Action, Adventure, Indie, Metroidvania, Platformer, Shooter",,,,"faxdoc, happysquared, sunnydaze",PLAYISM,5.0,steamspy,252.0
Metroidvania,1299690,Gori: Cuddly Carnage,"Action, Adventure, Horror, Metroidvania, Platformer",,,,Angry Demon Studio,"Wired Productions, CouchPlay Interactive (Greater China)",6.0,steamspy,249.0
Metroidvania,1911360,Trinity Fusion,"Action, Indie, Metroidvania, Platformer, RPG, Roguelike",,,,Angry Mob Games,Angry Mob Games,2.0,steamspy,231.0
Metroidvania,1649740,Hunt the Night,"Action, Adventure, Indie, Metroidvania, RPG",,,,Moonlight Games,DANGEN Entertainment,0.0,steamspy,221.0
Metroidvania,95300,Capsized,"Action, Adventure, Indie, Metroidvania, Platformer, Shooter",,,,Alientrap,Alientrap,0.0,steamspy,218.0
Metroidvania,201420,Toki Tori 2+,"Adventure, Casual, Indie, Metroidvania, Platformer, Puzzle",,,,Two Tribes,Two Tribes,3.0,steamspy,209.0
Metroidvania,1413660,Elderand,"Action, Adventure, Indie, Metroidvania, Platformer, RPG",,,,"Mantra, Sinergia Games",Graffiti Games,4.0,steamspy,194.0
Metroidvania,1580180,Gunbrella,"Action, Adventure, Indie, Metroidvania, Platformer, Roguelike",,,,doinksoft,Devolver Digital,9.0,steamspy,180.0
Metroidvania,1315610,Source of Madness,"Action, Adventure, Metroidvania, RPG, Roguelike",,,,Carry Castle,Thunderful Publishing,4.0,steamspy,179.0
Metroidvania,787850,Heroine Anthem Zero 2 : Scalescars Oath,"Action, Adventure, Indie, Metroidvania, Platformer, RPG",,,,WindThunder Studio,Skywalker HK,3.0,steamspy,167.0
Metroidvania,1911940,Twilight Monk,"Action, Adventure, Indie, JRPG, Metroidvania, Platformer, RPG",,,,Aquatic Moon Games,"GRAVITY GAME ARISE Co., Ltd.",6.0,steamspy,161.0
Metroidvania,2231190,Magical Delicacy,"Adventure, Metroidvania, Platformer, RPG",,,,Skaule,Whitethorn Games,4.0,steamspy,158.0
Metroidvania,2644360,Kingsgrave,"Action, Adventure, Metroidvania, Puzzle, RPG",,,,Egg or Chicken Games,Alawar,4.0,steamspy,156.0
Metroidvania,312560,Xanadu Next,"Action, Adventure, JRPG, Metroidvania, RPG",,,,Nihon Falcom,"XSEED Games, Marvelous USA, Inc.",5.0,steamspy,146.0
Metroidvania,600130,Valfaris,"Action, Horror, Indie, Metroidvania, Platformer",,,,Steel Mantis,Silver Lining Interactive,4.0,steamspy,142.0
Metroidvania,1517970,Aeterna Noctis,"Action, Adventure, Indie, Metroidvania, Platformer, Puzzle",,,,Aeternum Game Studios S.L,Aeternum Game Studios S.L,8.0,steamspy,128.0
Metroidvania,2769080,Kong: Survivor Instinct,"Action, Adventure, Horror, Indie, Metroidvania, Platformer, Survival",,,,7Levels,"7Levels, 4Divinity",1.0,steamspy,126.0
Metroidvania,946030,Axiom Verge 2,"Action, Adventure, Indie, Metroidvania, Platformer",,,,Thomas Happ Games LLC,Thomas Happ Games LLC,7.0,steamspy,124.0
Metroidvania,1286280,Pronty,"Action, Adventure, Metroidvania, Platformer",,,,"18Light Game Ltd., FunZone Games","18Light Game Ltd., CE-Asia, 樂磚 Joy Brick, Mayflower Entertainment",4.0,steamspy,114.0
Platformer,1172380,STAR WARS Jedi: Fallen Order,"Action, Adventure, Fighting, Metroidvania, Platformer, Puzzle, RPG",,,,Respawn Entertainment,Electronic Arts,432.0,steamspy,46513.0
Platformer,1416920,Chinese Online Game,"Action, Adventure, Casual, Platformer, RPG, Roguelike",,,,648工作室,Wise Games,114.0,steamspy,12288.0
Platformer,204300,Awesomenauts,"Action, Indie, Platformer, Strategy",,,,Ronimo Games,Atari,141.0,steamspy,12050.0
Platformer,1382330,Persona 5 Strikers,"Action, Adventure, JRPG, Platformer, RPG, Simulation",,,,ATLUS,SEGA,101.0,steamspy,8654.0
Platformer,813230,ANIMAL WELL,"Action, Adventure, Horror, Indie, Metroidvania, Platformer, Puzzle",,,,Billy Basso,Bigmode,71.0,steamspy,8107.0
Platformer,1608070,CRISIS CORE –FINAL FANTASY VII– REUNION,"Action, Adventure, JRPG, Platformer, RPG",,,,"Square Enix, TOSE CO., LTD.",Square Enix,60.0,steamspy,8043.0
Platformer,1499560,LastCloudia,"Action, Adventure, Card & Board, JRPG, Massively Multiplayer, Platformer, RPG",,,,AIDIS,Boltrend Games,146.0,steamspy,7853.0
Platformer,253230,A Hat in Time,"Action, Adventure, Indie, Platformer",,,,Gears for Breakfast,"Gears for Breakfast, Humble Games",114.0,steamspy,7272.0
Platformer,1353230,Bomb Rush Cyberfunk,"Action, Adventure, Indie, Platformer",,,,Team Reptile,Team Reptile,88.0,steamspy,6915.0
Platformer,2478970,Tomb Raider I-III Remastered Starring Lara Croft,"Action, Adventure, Horror, Platformer, Puzzle",,,,"Aspyr, Crystal Dynamics",Aspyr,129.0,steamspy,6759.0
Platformer,335240,Transformice,"Action, Adventure, Casual, Indie, Massively Multiplayer, Platformer, Puzzle, Racing, Strategy, Survival",,,,Atelier 801,Atelier 801,630.0,steamspy,5542.0
Platformer,2230650,TEVI,"Action, Adventure, Metroidvania, Platformer",,,,"CreSpirit, GemaYue, Ein Lee","CreSpirit, Neverland Entertainment",27.0,steamspy,5378.0
Platformer,1372110,JoJo's Bizarre Adventure: All-Star Battle R,"Action, Fighting, Platformer",,,,CyberConnect2 Co. Ltd.,Bandai Namco Entertainment,153.0,steamspy,5023.0
Platformer,2492040,FATAL FURY: City of the Wolves,"Action, Fighting, Platformer",,,,SNK CORPORATION,SNK CORPORATION,470.0,steamspy,4592.0
Platformer,508760,Ball of Wonder,"Action, Casual, Horror, Indie, Platformer, Puzzle",,,,White Rabbit Games,My Way Games,0.0,steamspy,4094.0
Platformer,1147860,UFO 50,"Action, Adventure, Casual, Indie, Platformer, Puzzle, RPG, Sports, Strategy",,,,Mossmouth,Mossmouth,208.0,steamspy,4034.0
Platformer,35720,Trine 2: Complete Story,"Action, Adventure, Casual, Indie, Platformer, Puzzle, RPG",,,,Frozenbyte,Frozenbyte,17.0,steamspy,3653.0
Platformer,329380,Stealth Inc 2: A Game of Clones,"Action, Adventure, Indie, Metroidvania, Platformer, Puzzle",,,,Carbon,Curve Games,2.0,steamspy,3142.0
Platformer,239350,Spelunky,"Action, Adventure, Indie, Platformer, Roguelike",,,,Mossmouth,Mossmouth,72.0,steamspy,2854.0
Platformer,250760,Shovel Knight: Treasure Trove,"Action, Adventure, Indie, Platformer, RPG",,,,Yacht Club Games,Yacht Club Games,50.0,steamspy,2840.0
Platformer,487370,Akin,"Casual, Indie, Platformer, Puzzle",,,,ThinkOfGames,Conglomerate 5,1.0,steamspy,2805.0
Platformer,1533390,Gorilla Tag,"Action, Casual, Horror, Platformer, Survival",,,,Another Axiom Inc.,Another Axiom Inc.,448.0,steamspy,2491.0
Platformer,487700,Conan the mighty pig,"Action, Adventure, Horror, Indie, Platformer, Survival",,,,Mihai Morosanu,Mihai Morosanu,1.0,steamspy,2415.0
Platformer,619700,Steel Rats,"Action, Indie, Platformer, Racing",,,,Tate Multimedia,Tate Multimedia,1.0,steamspy,2194.0
Platformer,2022670,SONIC SUPERSTARS,"Action, Adventure, Casual, Platformer",,,,SEGA,SEGA,14.0,steamspy,1783.0
Platformer,71340,Sonic Generations Collection,"Action, Adventure, Platformer",,,,Devil's Details,SEGA,36.0,steamspy,1594.0
Platformer,589770,Green Elephant 2D,"Action, Adventure, Horror, Indie, Platformer",,,,4Fufelz,4Fufelz,0.0,steamspy,1573.0
Platformer,2139020,What the Fog,"Action, Platformer, Roguelike, Shooter",,,,Behaviour Interactive Inc.,Behaviour Interactive Inc.,1.0,steamspy,1506.0
Platformer,314660,Oddworld: New 'n' Tasty,"Action, Adventure, Indie, Platformer, Puzzle",,,,"Just Add Water (Developments), Ltd.","Oddworld Inhabitants, Inc.",4.0,steamspy,1430.0
Platformer,521890,Hello Neighbor,"Action, Adventure, Horror, Platformer, Strategy, Survival",,,,Dynamic Pixels,tinyBuild,339.0,steamspy,1399.0
Platformer,3195790,White Knuckle,"Action, Adventure, Horror, Platformer, Survival",,,,Dark Machine Games,DreadXP,142.0,steamspy,1382.0
Platformer,115800,Owlboy,"Action, Adventure, Indie, Metroidvania, Platformer, Puzzle",,,,D-Pad Studio,D-Pad Studio,5.0,steamspy,1287.0
Platformer,598700,The Vagrant,"Action, Adventure, Indie, Metroidvania, Platformer, RPG",,,,O.T.K Games,SakuraGame,10.0,steamspy,1249.0
Platformer,2431880,High Sea Saga DX,"Casual, City Builder, Platformer, RPG, Simulation, Strategy",,,,"Kairosoft Co., Ltd","Kairosoft Co., Ltd",51.0,steamspy,1120.0
Platformer,745330,StrikeForce Kitty,"Adventure, Casual, Indie, Platformer",,,,Creepy Brothers,Creepy Brothers,2.0,steamspy,1102.0
Platformer,257750,Bloody Trapland,"Adventure, Casual, Platformer, Puzzle",,,,2Play,2Play,0.0,steamspy,1099.0
Platformer,230050,DLC Quest,"Action, Adventure, Casual, Indie, Metroidvania, Platformer",,,,Going Loud Studios,Going Loud Studios,0.0,steamspy,1032.0
Platformer,312200,Chasm,"Action, Adventure, Indie, Metroidvania, Platformer, RPG",,,,"Bit Kid, Inc.","Bit Kid, Inc.",7.0,steamspy,1026.0
Platformer,1051200,Trover Saves the Universe,"Action, Adventure, Horror, Indie, Platformer",,,,"Squanch Games, Inc.","Squanch Games, Inc.",0.0,steamspy,951.0
Platformer,2835110,Sea Fantasy,"Action, Adventure, JRPG, Platformer, RPG, Survival",,,,METASLA,METASLA,9.0,steamspy,903.0
Platformer,1203630,Record of Lodoss War-Deedlit in Wonder Labyrinth-,"Action, Adventure, Indie, Metroidvania, Platformer, RPG",,,,"Team Ladybug, WSS playground","WSS playground, PLAYISM",10.0,steamspy,833.0
Platformer,371140,Aegis Defenders,"Action, Adventure, Indie, Platformer, RPG, Strategy, Tower Defense",,,,GUTS Department,Humble Games,3.0,steamspy,833.0
Platformer,1835240,Spiritfall,"Action, Fighting, Platformer, RPG, Roguelike, Survival",,,,Gentle Giant,Gentle Giant,5.0,steamspy,738.0
Platformer,1536070,Sword and Fairy 3,"Platformer, RPG",,,,SOFTSTAR TECHNOLOGY(SHANGHAI),SOFTSTAR ENTERTAINMENT,27.0,steamspy,738.0
Platformer,3084280,Threefold Recital,"Action, Adventure, Indie, Platformer, Puzzle, Visual Novel",,,,Everscape Games,indienova,26.0,steamspy,664.0
Platformer,331480,Pinstripe,"Action, Adventure, Casual, Horror, Indie, Platformer, Puzzle",,,,"Atmos Games, LLC",Armor Games Studios,1.0,steamspy,661.0
Platformer,319910,Trine 3: The Artifacts of Power,"Action, Adventure, Indie, Platformer, Puzzle, RPG",,,,Frozenbyte,Frozenbyte,4.0,steamspy,660.0
Platformer,2671230,BLADECHIMERA,"Action, Indie, Metroidvania, Platformer, RPG",,,,"Team Ladybug, WSS playground","PLAYISM, WSS playground",4.0,steamspy,634.0
Platformer,1429500,Frontier Hunter: Erza’s Wheel of Fortune,"Action, Adventure, JRPG, Metroidvania, Platformer, RPG",,,,IceSitruuna,IceSitruuna,10.0,steamspy,608.0
Platformer,1623940,Bramble: The Mountain King,"Action, Adventure, Horror, Platformer, Survival",,,,Dimfrost Studio,Maximum Entertainment,17.0,steamspy,592.0
Platformer,227600,Castle of Illusion,"Adventure, Casual, Platformer",,,,SEGA Studios Australia,SEGA,11.0,steamspy,579.0
Platformer,211260,They Bleed Pixels,"Action, Indie, Platformer",,,,Spooky Squid Games Inc.,Spooky Squid Games Inc.,0.0,steamspy,560.0
Platformer,1244950,Battletoads,"Action, Adventure, Fighting, Platformer",,,,Dlala Studios,"Microsoft Studios, Rare Ltd",6.0,steamspy,551.0
Platformer,212800,Super Crate Box,"Action, Indie, Platformer, Shooter",,,,Vlambeer,Vlambeer,4.0,steamspy,523.0
Platformer,102840,Shank 2,"Action, Adventure, Indie, Platformer, Shooter",,,,Klei Entertainment,Klei Entertainment,4.0,steamspy,448.0
Platformer,1276800,CONVERGENCE: A League of Legends Story,"Action, Adventure, Indie, Metroidvania, Platformer",,,,Double Stallion,Riot Forge,2.0,steamspy,442.0
Platformer,331870,AER Memories of Old,"Adventure, Casual, Indie, Platformer, Puzzle",,,,Forgotten Key,Daedalic Entertainment,2.0,steamspy,440.0
Platformer,1455900,Plunder Panic,"Casual, Indie, Platformer",,,,Will Winn Games,Will Winn Games,2.0,steamspy,404.0
Platformer,809880,Degrees of Separation,"Action, Adventure, Platformer, Puzzle",,,,Moondrop,Maximum Entertainment,8.0,steamspy,396.0
Platformer,537450,ReCore: Definitive Edition,"Action, Adventure, Metroidvania, Platformer, Shooter",,,,"Armature Studio, LLC, Comcept",Xbox Game Studios,3.0,steamspy,380.0
Platformer,1448260,下一站江湖Ⅰ,"Action, Adventure, Indie, Platformer, RPG, Roguelike, Strategy",,,,白玉京工作室,成都搜发互娱网络科技有限公司,1.0,steamspy,367.0
Platformer,405820,Turok,"Action, Adventure, Platformer, Shooter",,,,"Iguana Entertainment, Nightdive Studios",Nightdive Studios,11.0,steamspy,357.0
Platformer,32330,LEGO Indiana Jones: The Original Adventures,"Action, Adventure, Platformer",,,,Traveller's Tales,"LucasArts, Lucasfilm, Disney",27.0,steamspy,356.0
Platformer,2394650,Crypt Custodian,"Action, Adventure, Indie, Metroidvania, Platformer, Puzzle, RPG",,,,Kyle Thompson,"Kyle Thompson, Top Hat Studios, Inc., H2 Interactive Co., Ltd.",17.0,steamspy,351.0
Platformer,2692570,Sonder,"Adventure, Casual, Platformer, Puzzle",,,,Finally Games,Finally Games,4.0,steamspy,347.0
Platformer,1555400,Gomoku Let's Go,"Card & Board, Casual, Indie, Platformer, Puzzle, Strategy",,,,Studio Amateur,"indienova, Studio Amateur",3.0,steamspy,345.0
Platformer,1859470,PAC-MAN WORLD Re-PAC,"Action, Adventure, Platformer, Puzzle, Racing",,,,NOW PRODUCTION,Bandai Namco Entertainment,19.0,steamspy,315.0
Platformer,1430220,BIOMORPH,"Action, Adventure, Metroidvania, Platformer, Simulation",,,,Lucid Dreams Studio,Lucid Dreams Studio,4.0,steamspy,302.0
Platformer,2427100,Cafe Master Story,"Casual, City Builder, Platformer, Simulation, Strategy",,,,"Kairosoft Co., Ltd","Kairosoft Co., Ltd",4.0,steamspy,298.0
Platformer,509250,TO THE TOP,"Action, Indie, Platformer, Racing",,,,Electric Hat Games LLC.,Electric Hat Games LLC.,1.0,steamspy,290.0
Platformer,6120,Shank,"Action, Adventure, Indie, Platformer",,,,Klei Entertainment,Klei Entertainment,3.0,steamspy,286.0
Platformer,318530,Wings of Vi,"Action, Adventure, Indie, Metroidvania, Platformer",,,,Grynsoft,Grynsoft,1.0,steamspy,277.0
Platformer,1130410,Cyber Hook,"Action, Indie, Platformer, Racing, Shooter",,,,Blazing Stick,Graffiti Games,7.0,steamspy,267.0
Platformer,3171460,Hatsuyuki Sakura,"Adventure, Casual, Platformer, Visual Novel",,,,SAGA PLANETS,"HIKARI FIELD, NekoNyan Ltd.",7.0,steamspy,262.0
Platformer,320590,Warside,"Action, Massively Multiplayer, Platformer, RPG, Shooter",,,,Kraken Games,Kraken Games,0.0,steamspy,258.0
Platformer,2235020,Contra: Operation Galuga,"Action, Platformer, Shooter",,,,WayForward,KONAMI,9.0,steamspy,242.0
Platformer,1921780,The Sushi Spinnery,"Casual, City Builder, Indie, Platformer, RPG, Simulation, Strategy",,,,"Kairosoft Co., Ltd","Kairosoft Co., Ltd",19.0,steamspy,225.0
Platformer,2073050,Emma's Armaments,"Platformer, Simulation, Strategy",,,,Caro Builders,Emma Create,0.0,steamspy,224.0
Platformer,1808780,祖玛少女/Zuma Girls,"Casual, Platformer, Shooter, Strategy",,,,Twilight Sonata Studio,Twilight Sonata Studio,1.0,steamspy,209.0
Platformer,753660,AtmaSphere,"Action, Adventure, Casual, Indie, Platformer, Puzzle",,,,Mazen Games,GrabTheGames,14.0,steamspy,204.0
Platformer,3073470,MY DIRECT DAMAG 7 TRILLION,"Adventure, Card & Board, Casual, Platformer, Strategy",,,,真香工作室,真香工作室,0.0,steamspy,191.0
Platformer,1924430,Cookie Cutter: Overkill Edition,"Action, Adventure, Indie, Metroidvania, Platformer, RPG",,,,Subcult Joint LTD,Subcult Joint LTD,7.0,steamspy,179.0
Platformer,1261520,Asterix & Obelix XXL: Romastered,"Action, Adventure, Horror, Platformer",,,,OSome Studio,Microids,1.0,steamspy,172.0
Platformer,1579020,Golfie,"Action, Card & Board, Casual, Platformer, Puzzle, Sports, Strategy",,,,Triheart Studio,Yogscast Games,5.0,steamspy,163.0
Platformer,488730,God's Trigger,"Action, Adventure, Fighting, Platformer, Roguelike, Shooter",,,,One More Level,Techland Publishing,0.0,steamspy,161.0
Platformer,1214670,Mr. Sun's Hatbox,"Action, Adventure, Metroidvania, Platformer, RPG, Shooter",,,,Kenny Sun,Raw Fury,0.0,steamspy,160.0
Platformer,2119680,Tropical Resort Story,"Casual, City Builder, Indie, Platformer, Simulation, Strategy",,,,"Kairosoft Co., Ltd","Kairosoft Co., Ltd",4.0,steamspy,142.0
Platformer,1581480,HUMANITY,"Action, Adventure, Casual, Platformer, Puzzle",,,,"tha ltd., Enhance",Enhance,1.0,steamspy,140.0
Platformer,1710540,Fall of Porcupine,"Adventure, Indie, Platformer",,,,Critical Rabbit,Assemble Entertainment,2.0,steamspy,139.0
Platformer,510420,The Hex,"Adventure, Horror, Indie, Platformer, Puzzle, RPG",,,,Daniel Mullins Games,Daniel Mullins Games,12.0,steamspy,135.0
Platformer,591630,Candleman: The Complete Journey,"Action, Adventure, Horror, Indie, Platformer, Puzzle, RPG",,,,Candleman Games,Candleman Games,2.0,steamspy,127.0
Platformer,1918540,The Ramen Sensei,"Casual, Indie, Platformer, Simulation, Strategy",,,,"Kairosoft Co., Ltd","Kairosoft Co., Ltd",8.0,steamspy,126.0
Platformer,1018010,Castlevania Anniversary Collection,"Action, Adventure, Horror, Metroidvania, Platformer, RPG, Simulation",,,,KONAMI,KONAMI,25.0,steamspy,123.0
Platformer,610570,Paradox Soul,"Action, Adventure, Indie, Metroidvania, Platformer, Shooter",,,,Ritual Games,GrabTheGames,23.0,steamspy,123.0
Platformer,1354910,Tiny Lands,"Adventure, Casual, Indie, Platformer, Puzzle",,,,Hyper Three Studio,Maple Whispering Limited,7.0,steamspy,123.0
Platformer,1800940,The Enjenir: The Engineering Physics Building Simulator,"Action, Indie, Platformer, Puzzle, Simulation",,,,PeatyTurf,PeatyTurf,4.0,steamspy,121.0
Platformer,1286710,Hylics 2,"Adventure, Horror, Indie, JRPG, Platformer, RPG",,,,Mason Lindroth,Mason Lindroth,13.0,steamspy,118.0
Platformer,253350,Tiny Barbarian DX,"Action, Adventure, Indie, Platformer",,,,StarQuail Games,"Nicalis, Inc.",0.0,steamspy,117.0
Platformer,2347380,Witch's Garden,"Adventure, Casual, Platformer, Visual Novel",,,,Windmill Oasis,HIKARI FIELD,1.0,steamspy,116.0
Platformer,1496590,Tchia,"Adventure, Platformer, Puzzle",,,,Awaceb,Kepler Interactive,9.0,steamspy,104.0
Puzzle,395170,DISTRAINT: Deluxe Edition,"Adventure, Horror, Indie, Puzzle",,,,Jesse Makkonen,Jesse Makkonen,2.0,steamspy,162795.0
Puzzle,1483870,Draw & Guess,"Casual, Puzzle",,,,Acureus,Acureus,86.0,steamspy,40450.0
Puzzle,668580,Atomic Heart,"Action, Adventure, Horror, Puzzle, RPG, Shooter",,,,Mundfish,"Focus Entertainment, 4Divinity",369.0,steamspy,37222.0
Puzzle,1092790,Inscryption,"Adventure, Card & Board, Horror, Puzzle, Strategy",,,,Daniel Mullins Games,Devolver Digital,1060.0,steamspy,17044.0
Puzzle,1477020,Wordle 4,"Casual, Indie, Puzzle, Simulation, Sports",,,,PreoNus Games,Gigantum Games,0.0,steamspy,9433.0
Puzzle,282140,SOMA,"Action, Adventure, Horror, Indie, Puzzle, Survival",,,,Frictional Games,Frictional Games,114.0,steamspy,4015.0
Puzzle,351030,Pixel Puzzles Ultimate Jigsaw Puzzles,"Card & Board, Casual, Indie, Puzzle, Simulation, Strategy",,,,Pixel Puzzles,Pixel Puzzles,65.0,steamspy,3856.0
Puzzle,973760,Thronebreaker: The Witcher Tales,"Adventure, Card & Board, Puzzle, RPG, Strategy, Visual Novel",,,,CD PROJEKT RED,CD PROJEKT RED,37.0,steamspy,3352.0
Puzzle,383270,Hue,"Adventure, Casual, Indie, Metroidvania, Platformer, Puzzle",,,,Fiddlesticks Games,Curve Games,13.0,steamspy,3247.0
Puzzle,234330,MARVEL Puzzle Quest,"Casual, Puzzle, RPG, Strategy",,,,Broken Circle Studios,505 Go Inc,216.0,steamspy,3002.0
Puzzle,407230,Legend of Mysteria RPG,"Action, Adventure, Casual, Horror, Indie, JRPG, Puzzle, RPG, Survival",,,,Labyrinthine,Senpai Industrial Studios,1.0,steamspy,2885.0
Puzzle,597220,West of Loathing,"Adventure, Indie, Puzzle, RPG, Strategy",,,,Asymmetric,Asymmetric,67.0,steamspy,2822.0
Puzzle,1109570,Word Game,"Adventure, JRPG, Puzzle, RPG, Strategy",,,,Team9,"Team9, indienova",2.0,steamspy,2682.0
Puzzle,1302240,Labyrinthine,"Action, Adventure, Horror, Puzzle",,,,Valko Game Studios,Valko Game Studios,191.0,steamspy,2537.0
Puzzle,683320,GRIS,"Adventure, Casual, Indie, Platformer, Puzzle",,,,Nomada Studio,Devolver Digital,71.0,steamspy,2467.0
Puzzle,572890,Pikuniku,"Action, Adventure, Casual, Indie, Platformer, Puzzle",,,,"Arnaud De Bock, Rémi Forcadell, Alan Zucconi, Calum Bowen",Devolver Digital,27.0,steamspy,2084.0
Puzzle,3028500,Cakey's Twisted Bakery,"Action, Adventure, Horror, Puzzle",,,,TinyMindz,TinyMindz,16.0,steamspy,2036.0
Puzzle,1216710,Cyber Manhunt,"Casual, Horror, Indie, Puzzle, RPG, Simulation",,,,Aluba Van+,Aluba Van+,34.0,steamspy,1959.0
Puzzle,1801650,Lost: Find,"Casual, Indie, Puzzle, Shooter, Strategy",,,,DSGame,DSGame,4.0,steamspy,1829.0
Puzzle,3218600,Game of Fate 2: A Century's Promise,"Adventure, Platformer, Puzzle, RPG, Simulation",,,,KARMAGAME HK LIMITED,EpicDream Games,6.0,steamspy,1668.0
Puzzle,233290,Murdered: Soul Suspect,"Action, Adventure, Horror, Puzzle, RPG",,,,Airtight Games,Square Enix,8.0,steamspy,1624.0
