Selected_Genre,appid,name,genres,release_date,is_free,price,developers,publishers,concurrent_players,source,peak_players
Simulation,3440120, Knights of the Crusades,"4X, Action, City Builder, Indie, Simulation, Strategy, Survival",,,,Reverie World Studios,indie.io,3.0,steamspy,124.0
Simulation,2505570,Burger Shop 3,"Action, Casual, Simulation",,,,GoBit Games,GoBit Games,59.0,steamspy,116.0
Simulation,1803390,Bounty: Drag Racing,"Action, Massively Multiplayer, Racing, Simulation, Sports",,,,KODgames,KODgames,35.0,steamspy,111.0
Sports,359550,Tom Clancy's Rainbow Six Siege,"Action, Shooter, Sports, Strategy",,,,Ubisoft Montreal,Ubisoft,31402.0,steamspy,200476.0
Sports,1100600,Football Manager 2020,"Simulation, Sports, Strategy",,,,Sports Interactive,SEGA,514.0,steamspy,189230.0
Sports,2669320,EA SPORTS FC 25,"Simulation, Sports",,,,"EA Canada, EA Romania",Electronic Arts,8811.0,steamspy,108534.0
Sports,1263850,Football Manager 2021,"Simulation, Sports, Strategy",,,,Sports Interactive,SEGA,569.0,steamspy,93775.0
Sports,1569040,Football Manager 2022,"Simulation, Sports, Strategy",,,,Sports Interactive,SEGA,875.0,steamspy,88706.0
Sports,1222680,Need for Speed Heat,"Action, Adventure, Racing, Sports",,,,Ghost Games,Electronic Arts,1054.0,steamspy,85230.0
Sports,378120,Football Manager 2016,"Simulation, Sports, Strategy",,,,SPORTS INTERACTIVE,SEGA,138.0,steamspy,82554.0
Sports,295270,Football Manager 2015,"Simulation, Sports, Strategy",,,,Sports Interactive,SEGA,144.0,steamspy,81485.0
Sports,436150,Governor of Poker 3,"Card & Board, Casual, Massively Multiplayer, Simulation, Sports, Strategy",,,,Playtika Ltd.,Playtika Ltd.,389.0,steamspy,53881.0
Sports,1778820,TEKKEN 8,"Action, Casual, Fighting, Sports",,,,Bandai Namco Studios Inc.,Bandai Namco Entertainment,4404.0,steamspy,46139.0
Sports,678950,DRAGON BALL FighterZ,"Action, Adventure, Fighting, Sports",,,,Arc System Works,Bandai Namco Entertainment,1288.0,steamspy,44234.0
Sports,321040,DiRT 3 Complete Edition,"Action, Racing, Simulation, Sports",,,,"Codemasters Racing Studio, Feral Interactive (Mac)","Codemasters, Feral Interactive (Mac)",15.0,steamspy,40603.0
Sports,44350,GRID 2,"Action, Casual, Racing, Simulation, Sports",,,,Codemasters Racing,Codemasters,28.0,steamspy,25574.0
Sports,611500,Quake Champions,"Action, Horror, Shooter, Sports",,,,id Software,Bethesda Softworks,97.0,steamspy,17332.0
Sports,310950,Street Fighter V,"Action, Fighting, Sports",,,,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",142.0,steamspy,13807.0
Sports,234710,Poker Night 2,"Card & Board, Casual, Simulation, Sports, Strategy",,,,Telltale Games,Telltale Games,33.0,steamspy,11178.0
Sports,339610,Freestyle 2: Street Basketball,"Action, Casual, Massively Multiplayer, Platformer, Simulation, Sports, Strategy",,,,JOYCITY,JOYCITY,98.0,steamspy,10305.0
Sports,370240,NBA 2K16,"Action, RPG, Simulation, Sports",,,,Visual Concepts,2K,26.0,steamspy,9172.0
Sports,2315690,WWE 2K24,"Casual, Fighting, Simulation, Sports",,,,Visual Concepts,2K,133.0,steamspy,8721.0
Sports,223670,F1 2013,"Action, Racing, Simulation, Sports",,,,"Codemasters Birmingham, Feral Interactive (Mac)","Codemasters, Feral Interactive (Mac)",3.0,steamspy,8396.0
Sports,1372810,Teamfight Manager,"Indie, Simulation, Sports, Strategy",,,,Team Samoyed,Team Samoyed,60.0,steamspy,8048.0
Sports,2290180,Riders Republic,"Massively Multiplayer, Racing, Sports",,,,"Ubisoft Annecy, Ubisoft Belgrade, Ubisoft Kyiv, Ubisoft Pune, Ubisoft Odesa",Ubisoft Entertainment,184.0,steamspy,8043.0
Sports,2157560,Granblue Fantasy Versus: Rising,"Action, Fighting, JRPG, RPG, Sports",,,,"Cygames, Inc., Arc System Works","Cygames, Inc.",458.0,steamspy,7029.0
Sports,1451190,Undisputed,"Action, Fighting, Simulation, Sports",,,,Steel City Interactive,Deep Silver,604.0,steamspy,6858.0
Sports,415200,Motorsport Manager,"Action, Racing, Simulation, Sports, Strategy",,,,Playsport Games,Miniclip,162.0,steamspy,6196.0
Sports,2878960,WWE 2K25,"Fighting, Simulation, Sports",,,,Visual Concepts,2K,1198.0,steamspy,5719.0
Sports,1278540,Esports Godfather,"Card & Board, Casual, Indie, RPG, Simulation, Sports, Strategy",,,,Asteroid Game Studio,Asteroid Game Studio,234.0,steamspy,5141.0
Sports,2012510,Stormgate,"Action, Sports, Strategy",,,,Frost Giant Studios,Frost Giant Studios,18.0,steamspy,4456.0
Sports,375960,Pro Evolution Soccer 2016,"Action, Adventure, Simulation, Sports",,,,Konami Digital Entertainment,Konami Digital Entertainment,8.0,steamspy,4246.0
Sports,287680,Pro Evolution Soccer 2015,"Action, Simulation, Sports",,,,KONAMI Digital Entertainment,KONAMI Digital Entertainment,6.0,steamspy,4053.0
Sports,981890,Olympic Games Tokyo 2020 – The Official Video Game,"Casual, Sports",,,,SEGA,SEGA,2.0,steamspy,4022.0
Sports,1196470,WE ARE FOOTBALL,"Simulation, Sports, Strategy",,,,Winning Streak Games,THQ Nordic,12.0,steamspy,3822.0
Sports,2698940,The Crew Motorfest,"Racing, Simulation, Sports",,,,Ubisoft Ivory Tower,Ubisoft,910.0,steamspy,3724.0
Sports,520440,GUILTY GEAR Xrd REV 2,"Action, Fighting, Sports",,,,Arc System Works,Arc System Works,76.0,steamspy,3413.0
Sports,525920,Pro Cycling Manager 2017,"Simulation, Sports",,,,Cyanide Studio,Focus Entertainment,6.0,steamspy,3305.0
Sports,1153410,JDM: Japanese Drift Master,"Casual, Racing, Simulation, Sports",,,,Gaming Factory,"Gaming Factory, 4Divinity",240.0,steamspy,3230.0
Sports,417430,Moto Racer  4,"Action, Racing, Sports",,,,Artefacts Studio,Microids,2.0,steamspy,2988.0
Sports,571740,Golf It!,"Casual, Indie, Simulation, Sports, Strategy",,,,Perfuse Entertainment,Perfuse Entertainment,383.0,steamspy,2826.0
Sports,2063610,Pro Cycling Manager 2023,"Racing, Simulation, Sports, Strategy",,,,Cyanide Studio,Nacon,19.0,steamspy,2746.0
Sports,702890,BlazBlue: Cross Tag Battle,"Action, Fighting, Sports",,,,Arc System Works,Arc System Works,27.0,steamspy,2746.0
Sports,393430,Ice Lakes,"Casual, Indie, Simulation, Sports",,,,Iceflake Studios,Paradox Interactive,1.0,steamspy,2581.0
Sports,468920,Ultimate Fishing Simulator,"Casual, Simulation, Sports",,,,"Pancake Games, Bit Golem",Ultimate Games S.A.,45.0,steamspy,2476.0
Sports,2494350,Pro Cycling Manager 2024,"Adventure, Simulation, Sports",,,,Cyanide Studio,Nacon,48.0,steamspy,2440.0
Sports,618140,Barro,"Adventure, Card & Board, Casual, Indie, Racing, Simulation, Sports",,,,SC Jogos,SC Jogos,11.0,steamspy,2284.0
Sports,1477590,EZ2ON REBOOT : R,"Action, Casual, Sports",,,,"Neonovice Co., Ltd., SQUARE PIXELS","Neonovice Co., Ltd.",50.0,steamspy,2243.0
Sports,523150,Mahjong World Contest (麻将),"Card & Board, Casual, Indie, Puzzle, Sports, Strategy",,,,Creobit,8Floor,1.0,steamspy,2231.0
Sports,371460,Gnumz: Masters of Defense,"Action, Adventure, Casual, RPG, Simulation, Sports, Strategy, Tower Defense, Visual Novel",,,,Creobit,8Floor,0.0,steamspy,2056.0
Sports,1263860,Football Manager 2021 Touch,"Simulation, Sports",,,,Sports Interactive,SEGA,57.0,steamspy,1951.0
Sports,681280,Descenders,"Action, Racing, Simulation, Sports",,,,RageSquid,No More Robots,151.0,steamspy,1942.0
Sports,2334220,Home Sweet Home : Online,"Action, Horror, Indie, Sports, Strategy, Survival",,,,YGGDRAZIL GROUP PUBLIC COMPANY LIMITED,Shift Now,0.0,steamspy,1926.0
Sports,266410,iRacing,"Action, Massively Multiplayer, Racing, Simulation, Sports",,,,"iRacing.com Motorsport Simulations, iRacing","iRacing.com Motorsport Simulations, iRacing",406.0,steamspy,1901.0
Sports,2486740,Sledders,"Racing, Simulation, Sports",,,,Hanki Games,Bonus Stage Publishing,144.0,steamspy,1856.0
Sports,365960,rFactor 2,"Racing, Simulation, Sports",,,,Studio 397,Studio 397,135.0,steamspy,1758.0
Sports,1447000,MotoGP21,"Racing, Simulation, Sports",,,,Milestone S.r.l.,Milestone S.r.l.,9.0,steamspy,1731.0
Sports,3116890,Out of the Park Baseball 26,"Card & Board, Simulation, Sports, Strategy",,,,Out of the Park Developments,Out of the Park Developments,1503.0,steamspy,1676.0
Sports,673560,IOSoccer,"Indie, Massively Multiplayer, Sports",,,,IOSoccer Team,IOSoccer Team,25.0,steamspy,1170.0
Sports,1990740,Barro GT,"Casual, Indie, Racing, Simulation, Sports",,,,SC Jogos,SC Jogos,39.0,steamspy,1147.0
Sports,388750,BlazBlue: Chronophantasma Extend,"Action, Fighting, Sports, Visual Novel",,,,Arc System Works,"H2 Interactive Co., Ltd.",5.0,steamspy,1086.0
Sports,1389990,Oblivity - Find your perfect Sensitivity,"Action, Adventure, Indie, Shooter, Simulation, Sports",,,,Poly Games,Poly Games,25.0,steamspy,1020.0
Sports,301120,Eastside Hockey Manager,"Simulation, Sports, Strategy",,,,Sports Interactive,SEGA,125.0,steamspy,964.0
Sports,994910,Poker Master,"Card & Board, Massively Multiplayer, Simulation, Sports, Strategy",,,,NGIN LIMITED,NGIN LIMITED,159.0,steamspy,858.0
Sports,576740,FootRock 2,"Action, Indie, Sports",,,,nobodyshot,nobodyshot,0.0,steamspy,834.0
Sports,58520,Blood Bowl - Legendary Edition,"Action, Card & Board, RPG, Sports, Strategy",,,,Cyanide Studios,Cyanide Studios,1.0,steamspy,834.0
Sports,410340,Liftoff: FPV Drone Racing,"Indie, Racing, Simulation, Sports",,,,LuGus Studios,LuGus Studios,279.0,steamspy,826.0
Sports,1710580,MotoGP22,"Racing, Simulation, Sports",,,,Milestone S.r.l.,Milestone S.r.l.,13.0,steamspy,670.0
Sports,1072480,The Fisherman - Fishing Planet,"Adventure, Casual, Massively Multiplayer, Simulation, Sports",,,,Fishing Planet LLC,Fishing Planet LLC,6.0,steamspy,637.0
Sports,1474740,Horse Tales: Emerald Valley Ranch,"Action, Adventure, Casual, Simulation, Sports",,,,Aesir Interactive,Microids,4.0,steamspy,598.0
Sports,641960,BOXVR,"Action, Casual, Indie, Sports",,,,FitXR,FitXR,0.0,steamspy,572.0
Sports,488310,Eleven Table Tennis,"Casual, Simulation, Sports",,,,For Fun Labs,For Fun Labs,5.0,steamspy,547.0
Sports,1701380,Cricket 22,"Horror, Simulation, Sports",,,,Big Ant Studios,Nacon,21.0,steamspy,508.0
Sports,645260,Trophy Fishing 2,"Casual, Simulation, Sports",,,,Overgroup,Overgroup,102.0,steamspy,490.0
Sports,1044620,Aokana - Four Rhythms Across the Blue,"Adventure, Casual, Sports, Visual Novel",,,,"sprite, NekoNyan Ltd.","NekoNyan Ltd., HIKARI FIELD",31.0,steamspy,447.0
Sports,1072500,AO Tennis 2,"Action, Simulation, Sports",,,,Big Ant Studios,Nacon,17.0,steamspy,427.0
Sports,429780,Bunny Hop League,"Indie, Sports",,,,PolyDigital,PolyDigital,1.0,steamspy,421.0
Sports,399820,Kopanito All-Stars Soccer,"Action, Indie, Sports",,,,Merixgames,Merixgames,0.0,steamspy,413.0
Sports,314520,Euro Fishing,"Action, Simulation, Sports",,,,Dovetail Games,Dovetail Games,0.0,steamspy,406.0
Sports,626680,Kreedz Climbing,"Action, Indie, Platformer, Racing, Sports",,,,ObsessionSoft,ObsessionSoft,0.0,steamspy,376.0
Sports,505740,Eximius: Seize the Frontline,"Action, Shooter, Sports, Strategy",,,,Ammobox Studios,Ammobox Studios,2.0,steamspy,320.0
Sports,1726120,Cursed to Golf,"Action, Adventure, Platformer, Sports",,,,Chuhai Labs,Thunderful Publishing,4.0,steamspy,310.0
Sports,336250,Monster Jam Battlegrounds,"Action, Racing, Sports",,,,Team6 game studios B.V.,GameMill Entertainment,0.0,steamspy,298.0
Sports,2051120,HOT WHEELS UNLEASHED 2 - Turbocharged,"Action, Adventure, Racing, Simulation, Sports",,,,Milestone S.r.l.,Milestone S.r.l.,39.0,steamspy,296.0
Sports,3170410,Backyard Soccer '98,"Casual, Simulation, Sports",,,,Mega Cat Studios,Playground Productions,5.0,steamspy,267.0
Sports,240600,MotoGP13,"Action, Racing, Simulation, Sports",,,,Milestone S.r.l.,"Plug In Digital, Milestone S.r.l.",3.0,steamspy,255.0
Sports,1082180,TT Isle of Man: Ride on the Edge 2,"Action, RPG, Racing, Simulation, Sports",,,,KT Racing,Nacon,6.0,steamspy,250.0
Sports,2581370,Monster Energy Supercross 25 - The Official Video Game,"Racing, Sports",,,,Milestone S.r.l.,Milestone S.r.l.,19.0,steamspy,228.0
Sports,2564660,Frontline 1942: Battles of the World War 2,"Action, Adventure, Massively Multiplayer, Shooter, Simulation, Sports",,,,XDEVS LTD,XDEVS LTD,26.0,steamspy,214.0
Sports,1452830,Disc Space,"Massively Multiplayer, Sports",,,,Vadim Slyusarev,Vadim Slyusarev,4.0,steamspy,193.0
Sports,335070,VRC PRO,"Action, Casual, Indie, Racing, Simulation, Sports",,,,Virtual Racing Industries Ltd.,Virtual Racing Industries Ltd.,31.0,steamspy,192.0
Sports,1610470,MXGP 2021 - The Official Motocross Videogame,"Racing, Simulation, Sports",,,,Milestone S.r.l.,Milestone S.r.l.,23.0,steamspy,190.0
Sports,1488560,Football Simulator,"Simulation, Sports",,,,Refactor Games,Refactor Games,33.0,steamspy,181.0
Sports,922500,KILL la KILL -IF,"Action, Fighting, Sports",,,,"Arc System Works, APLUS Co., Ltd.",Arc System Works,1.0,steamspy,175.0
Sports,1924170,TT Isle Of Man: Ride on the Edge 3,"Action, Racing, Simulation, Sports",,,,Nacon Studio Milan,Nacon,9.0,steamspy,175.0
Sports,1040430,Adventure Climb VR,"Action, Adventure, Casual, Platformer, Puzzle, Simulation, Sports",,,,MXTreality,MXTreality,1.0,steamspy,164.0
Sports,1076640,Cricket Captain 2019,"Simulation, Sports",,,,Childish Things Ltd,Childish Things Ltd,0.0,steamspy,159.0
Sports,394260,Dance Magic,"Action, Casual, Simulation, Sports",,,,Targem Games,Targem Games,1.0,steamspy,149.0
Sports,671620,Beast Battle Simulator,"Action, Casual, Indie, Simulation, Sports, Strategy",,,,DOG HOGGLER,DOG HOGGLER,0.0,steamspy,137.0
Sports,940580,FIA European Truck Racing Championship,"Racing, Simulation, Sports",,,,N-RACING,Nacon,3.0,steamspy,115.0
Sports,377060,On a Roll,"Action, Indie, Simulation, Sports",,,,Creative Concepts,Creative Concepts,1.0,steamspy,107.0
Sports,243820,MotoGP 13 Demo,"Racing, Simulation, Sports",,,,Milestone S.r.l.,Milestone S.r.l.,0.0,steamspy,105.0
Sports,536560,CHAOS CODE -NEW SIGN OF CATASTROPHE-,"Action, Fighting, Sports",,,,"FK Digital, Arc System Works",Arc System Works,2.0,steamspy,101.0
Strategy,570,Dota 2,"Action, Strategy","9 Jul, 2013",True,,Valve,Valve,433387.0,appdetails,1291328.0
Strategy,3097560,Liar's Bar,"Card & Board, Casual, Horror, Indie, Puzzle, Strategy",,,,Curve Animation,Curve Animation,717.0,steamspy,109419.0
Strategy,872790,Football Manager 2019,"Casual, Simulation, Sports, Strategy",,,,Sports Interactive,SEGA,271.0,steamspy,75666.0
Strategy,209670,Cortex Command,"Action, Indie, Platformer, Strategy",,,,Data Realms,"Data Realms, LLC",3.0,steamspy,62137.0
Strategy,1124300,HUMANKIND,"4X, City Builder, Simulation, Strategy, Survival",,,,AMPLITUDE Studios,AMPLITUDE Studios,343.0,steamspy,55232.0
Strategy,1049590,Eternal Return,"Action, Indie, Massively Multiplayer, Sports, Strategy, Survival",,,,Nimble Neuron,"Nimble Neuron, SapStaR Games",4510.0,steamspy,52288.0
Strategy,504370,Battlerite,"Action, Fighting, RPG, Shooter, Sports, Strategy",,,,Stunlock Studios,Stunlock Studios,39.0,steamspy,44850.0
Strategy,1677280,Company of Heroes 3,"Action, Strategy",,,,Relic Entertainment,Relic Entertainment,1601.0,steamspy,30243.0
Strategy,218230,PlanetSide 2,"Action, Adventure, Massively Multiplayer, RPG, Shooter, Strategy",,,,Rogue Planet Games,Daybreak Game Company,558.0,steamspy,29449.0
Strategy,262060,Darkest Dungeon,"Horror, Indie, RPG, Strategy",,,,Red Hook Studios,Red Hook Studios,2583.0,steamspy,19737.0
Strategy,233450,Prison Architect,"Casual, City Builder, Indie, Simulation, Strategy",,,,"Introversion Software, Double Eleven",Paradox Interactive,631.0,steamspy,16211.0
Strategy,305620,The Long Dark,"Action, Adventure, Horror, Indie, Simulation, Strategy, Survival",,,,Hinterland Studio Inc.,Hinterland Studio Inc.,1752.0,steamspy,14411.0
Strategy,1062090,Timberborn,"City Builder, Simulation, Strategy, Survival",,,,Mechanistry,Mechanistry,3266.0,steamspy,13017.0
Strategy,641990,The Escapists 2,"Action, Indie, Puzzle, Simulation, Strategy",,,,"Team17, Mouldy Toof Studios",Team17,148.0,steamspy,11156.0
Strategy,4920,Natural Selection 2,"Action, Adventure, Indie, Shooter, Strategy",,,,Unknown Worlds Entertainment,"Unknown Worlds Entertainment, KRAFTON, Inc.",60.0,steamspy,9429.0
Strategy,1816570,江湖十一,"RPG, Strategy",,,,万象皆春,万象皆春,3.0,steamspy,7816.0
Strategy,669330,Mechabellum,"Action, Simulation, Strategy",,,,Game River,Dreamhaven,953.0,steamspy,7740.0
Strategy,2772750,Age of History 3,Strategy,,,,Łukasz Jakowski,Łukasz Jakowski Games,270.0,steamspy,7630.0
Strategy,2060160,The Farmer Was Replaced,"Puzzle, Simulation, Strategy",,,,Timon Herzog,"Metaroot, Timon Herzog",711.0,steamspy,7380.0
Strategy,1455840,Dorfromantik,"Card & Board, Casual, City Builder, Indie, Puzzle, Simulation, Strategy",,,,Toukana Interactive,Toukana Interactive,284.0,steamspy,7063.0
Strategy,592580,PRO EVOLUTION SOCCER 2018,"Simulation, Sports, Strategy",,,,"Konami Digital Entertainment Co., Ltd.",Konami Digital Entertainment,22.0,steamspy,6974.0
Strategy,285160,LEGO The Hobbit,"Action, Adventure, Puzzle, RPG, Strategy",,,,"Traveller's Tales, Feral Interactive (Mac)","Warner Bros. Interactive Entertainment, Feral Interactive (Mac)",63.0,steamspy,5549.0
Strategy,282800,100% Orange Juice,"Card & Board, Casual, Horror, Indie, Strategy, Survival",,,,Orange_Juice,Fruitbat Factory,244.0,steamspy,5432.0
Strategy,339800,HuniePop,"Casual, Indie, Puzzle, RPG, Strategy",,,,HuniePot,HuniePot,170.0,steamspy,5345.0
Strategy,2273980,Orcs Must Die! Deathtrap,"Action, Indie, Roguelike, Shooter, Strategy, Tower Defense",,,,Robot Entertainment,Robot Entertainment,201.0,steamspy,4894.0
Strategy,1606180,下一站江湖Ⅱ,"Action, Adventure, City Builder, Indie, RPG, Strategy, Survival",,,,白玉京工作室,白玉京工作室,128.0,steamspy,4637.0
Strategy,1840080,Homeworld 3,"Simulation, Strategy",,,,Blackbird Interactive,Gearbox Publishing,25.0,steamspy,4315.0
Strategy,436520,Line of Sight,"Action, Adventure, Indie, Shooter, Strategy, Survival",,,,BlackSpot Entertainment,BlackSpot Entertainment,3.0,steamspy,4020.0
Strategy,586790,Hold your houses,"Action, Shooter, Strategy, Survival, Tower Defense",,,,WhackAKey Games,Conglomerate 5,2.0,steamspy,2979.0
Strategy,1178400,Pro Cycling Manager 2020,"Casual, Racing, Simulation, Sports, Strategy",,,,Cyanide Studio,Nacon,8.0,steamspy,2830.0
Strategy,2346410,Border Pioneer,"Action, Card & Board, City Builder, Strategy, Tower Defense",,,,Yahzj Games,"Yogscast Games, Gamersky Games",71.0,steamspy,2750.0
Strategy,1318690,shapez,"Casual, Indie, Puzzle, Simulation, Strategy",,,,Tobias Springer,"tobspr Games, Doyoyo Games",167.0,steamspy,2582.0
Strategy,444640,Bloons TD Battles,"Action, Adventure, Casual, Indie, Massively Multiplayer, Strategy, Tower Defense",,,,Ninja Kiwi,Ninja Kiwi,182.0,steamspy,2577.0
Strategy,612020,Zombidle : REMONSTERED,"Casual, Indie, Strategy",,,,Berzerk Studio,Berzerk Studio,72.0,steamspy,2379.0
Strategy,1453850,Pro Cycling Manager 2021,"4X, Casual, Racing, Simulation, Sports, Strategy",,,,Cyanide Studio,Nacon,7.0,steamspy,2288.0
Strategy,434460,Rock of Ages 2: Bigger & Boulder,"Action, Indie, Racing, Strategy, Tower Defense",,,,ACE Team,SEGA,4.0,steamspy,2236.0
Strategy,2277320,Necrosmith 2,"Action, Simulation, Strategy, Tower Defense",,,,Alawar,Alawar,3.0,steamspy,2159.0
Strategy,98200,Frozen Synapse,"Indie, Strategy",,,,Mode 7,Mode 7,2.0,steamspy,2074.0
Strategy,9420,Supreme Commander: Forged Alliance,"Action, Adventure, Strategy",,,,Gas Powered Games,Square Enix,596.0,steamspy,2072.0
Strategy,566090,The Bard's Tale IV: Barrows Deep,"Adventure, Puzzle, RPG, Strategy",,,,inXile Entertainment,inXile Entertainment,1.0,steamspy,2071.0
Strategy,604040,Legion Tale,"Action, Adventure, Casual, RPG, Strategy",,,,Maulidan Games,Maulidan Games,0.0,steamspy,1926.0
Strategy,798510,SUPER DRAGON BALL HEROES WORLD MISSION,"Card & Board, Fighting, Strategy",,,,"Dimps Corporation, SAFARI GAMES Co., Ltd.",BANDAI NAMCO Entertainment,19.0,steamspy,1895.0
Strategy,369990,"Gremlins, Inc.","Card & Board, Strategy",,,,Charlie Oscar Lima Tango Interactive Entertainment,The Merchant Guild of Rund (Limited),65.0,steamspy,1709.0
Strategy,1434950,HighFleet,"Action, Adventure, Indie, RPG, Roguelike, Simulation, Strategy",,,,Konstantin Koshutin,MicroProse Software,61.0,steamspy,1683.0
Strategy,1904860,Legends of Kingdom Rush,"RPG, Strategy",,,,Ironhide Game Studio,Ironhide Game Studio,11.0,steamspy,1492.0
Strategy,1357210,Galactic Civilizations IV,"4X, Simulation, Strategy",,,,Stardock Entertainment,Stardock Entertainment,231.0,steamspy,1422.0
Strategy,2195410,Songs of Silence,"4X, Indie, RPG, Strategy",,,,Chimera Entertainment,"Chimera Entertainment, H2 Interactive (Korea and Japan)",18.0,steamspy,1406.0
