appid,name,publisher_main,SampledGenre,game_revenue,publisher_revenue
1285230,Ultimate Racing 2D 2,Applimazing,Simulation,$51.9k ($27.3k - $76.6k),$158.2k
24670,Trainz Simulator 12,N3V Games,Simulation,$554.4k ($301.4k - $807.5k),$4m
543390,Aeon,Illusion Ranger,Simulation,$152.3k ($96.5k - $208.1k),$152.3k
966090,Canasta 3D Premium,BufoProject,Simulation,$15.4k ($10.6k - $20.1k),$153.5k
352890,Caravan,Daedalic Entertainment,Simulation,$171k ($106.1k - $235.9k),$159.9m
542200,Animal Lover,Trainwreck Studios,Simulation,$128.9k ($71.1k - $186.6k),$139.9k
1456200,Initial Drift Online,RewindApp,Simulation,$497.6k ($281.5k - $713.7k),$1.8m
2292800,Blacksmith Master,Hooded Horse,Simulation,$2m ($1.3m - $2.7m),$205m
1150090,Learning Factory,Luden.io,Simulation,$213.7k ($133.8k - $293.6k),$2.8m
2502940,Helle's Undersea City Project - Bringing Air to The Garden,Emma Create,Simulation,$45.3k ($27k - $63.5k),$113.7k
523780,Emily is Away Too,Kyle Seeley,Simulation,$807.5k ($537.1k - $1m),$1.6m
1177400,江湖余生：缘起,INDIECN,Simulation,$61.6k ($33.6k - $89.6k),$7m
2140650,Harvest Moon: The Winds of Anthos,Natsume Inc.,Simulation,$859.1k ($492.2k - $1.2m),$2m
40980,Stronghold Legends: Steam Edition,Firefly Studios,Simulation,$623k ($358.2k - $887.7k),$45.4m
368370,Her Story,Sam Barlow,Simulation,$1.3m ($1m - $1.7m),$1.3m
91330,Iron Front: Digital War Edition,Deep Silver,Simulation,$842.3k ($515.9k - $1.1m),$567.3m
2870110,Tennis Manager 2024,Rebound CG,Simulation,$244.9k ($150.6k - $339.2k),$1.1m
393530,Insanity Clicker,PlayFlock,Simulation,$51.8k ($37.5k - $66.1k),$53k
612720,SAELIG,Atorcoppe Games,Simulation,$557.8k ($364.7k - $750.9k),$557.6k
3263320,Carry The Glass,SlugShot Games,Simulation,$1.3m ($769.8k - $1.8m),$1.2m
1502990,Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings DX,"KOEI TECMO GAMES CO., LTD.",Simulation,$1m ($491.7k - $1.6m),$424.5m
644710,Gary Grigsby's War in the West,Matrix Games,Simulation,$248.6k ($141.1k - $356.1k),$17.2m
3454590,Cornerpond,foolsroom,Simulation,$234.6k ($160.4k - $308.9k),$336.5k
1266030,The Pale Beyond,Fellow Traveller,Simulation,$799.7k ($567.7k - $1m),$16.8m
1202310,Sakura Succubus,Winged Cloud,Simulation,$128.6k ($80.9k - $176.3k),$6.3m
638070,Murderous Pursuits,Blazing Griffin,Simulation,$2.7m ($1.1m - $4.3m),$3.7m
471380,Urban Pirate,Baby Duka,Simulation,$6.5k ($3.2k - $9.7k),$6.5k
2014780,X-Plane 12,Laminar Research,Simulation,$6.1m ($3.7m - $8.5m),$25.4m
777390,Flyout,Stonext Games,Simulation,$942.1k ($638.2k - $1.2m),$941.5k
628150,Sangokushi Eiketsuden,"KOEI TECMO GAMES CO., LTD.",Simulation,$40.8k ($20.4k - $61.3k),$424.5m
446770,Skeet: VR Target Shooting,Flatbox Studios LLC,Simulation,0,$0 
1371720,Card Shark,Devolver Digital,Simulation,$1.3m ($874.9k - $1.9m),$501.4m
3122990,Elder Legacy: Survival,Honor Games,Simulation,$67k ($38.3k - $95.6k),$358.4k
1473350,(the) Gnorp Apologue,(Myco),Simulation,$2.7m ($1.8m - $3.5m),$2.7m
359050,Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad,marbenx,Simulation,$359.7k ($240.2k - $479.3k),$359.8k
617030,Landless,CodeBullet,Simulation,$88.5k ($56.1k - $120.9k),$88.5k
344850,Big Pharma,Positech Games,Simulation,$2.5m ($1.6m - $3.5m),$16.9m
1187940,Is It Wrong to Try to Pick Up Girls in a Dungeon? Infinite Combate,PQube,Simulation,$235.1k ($137.6k - $332.5k),$20.1m
1506830,FIFA 22,Electronic Arts,Simulation,$1.9m ($1.1m - $2.8m),$4.5b
821880,Idol Manager,PLAYISM,Simulation,$2.2m ($1.4m - $2.9m),$86.3m
17100,Children of the Nile: Enhanced Edition,"Tilted Mill Entertainment, Inc.",Simulation,$228.5k ($143.8k - $313.1k),$457.2k
2276930,Chillquarium,Ben Reber,Simulation,$1.5m ($1m - $2m),$1.5m
655500,MX Bikes,PiBoSo,Simulation,$16.5m ($10.8m - $22.1m),$17.7m
1004750,WRC 8 FIA World Rally Championship,Nacon,Simulation,$625.8k ($286.3k - $965.3k),$157.6m
396030,InCell VR,Luden.io,Simulation,0,$2.8m
1489630,Carrier Command 2,MicroProse Software,Simulation,$3.4m ($1.9m - $4.9m),$43.6m
1702390,Voor De Kroon,Future Minimalism,Simulation,$147.9k ($77.4k - $218.4k),$147.9k
628030,Romance of the Three Kingdoms VII with Power Up Kit,"KOEI TECMO GAMES CO., LTD.",Simulation,$203.6k ($61.2k - $346.1k),$424.5m
271360,Industry Giant 2,Toplitz Productions,Simulation,$277.9k ($176.1k - $379.8k),$73.3m
1121420,Kingdom Under Fire: The Crusaders,Blueside,Simulation,$553.5k ($355.4k - $751.6k),$780.9k
523000,Princess Maker 2 Refine,Bliss Brain,Simulation,$685.1k ($476.6k - $893.6k),$1.9m
2051620,Enlisted: Reinforced,Gaijin Network Ltd,Simulation,$6.8m ($3.9m - $9.7m),$516.7m
528740,Operation: New Earth,Hunted Cow Games,Simulation,$5.9m ($4m - $7.8m),$6.2m
2527500,MiSide,IndieArk,Simulation,$28.8m ($17.7m - $39.9m),$96m
2242100,Fargone,RedDot Games,Simulation,$153.8k ($91k - $216.6k),$153.8k
872790,Football Manager 2019,,Simulation,0,ERROR
994670,ThreatGEN: Red vs. Blue,ThreatGEN,Simulation,$31.5k ($15.7k - $47.3k),$31.5k
1823950,Laysara: Summit Kingdom,Future Friends Games,Simulation,$1m ($671.5k - $1.4m),$16.9m
1983990,Nexus 5X,Paradox Arc,Simulation,$293.4k ($186.3k - $400.4k),$14.6m
787790,Epic Roller Coasters,B4T Games,Simulation,$73.5k ($32.8k - $114.1k),$73.5k
998400,Trans-Siberian Railway Simulator,PlayWay S.A.,Simulation,$817.6k ($566.9k - $1m),$275.8m
937690,冒险公会 Adventurer Guild,INDIEGAMES.CN,Simulation,$5.9k ($2.9k - $8.8k),$5.9k
1488560,Football Simulator,Refactor Games,Simulation,$565.4k ($378.1k - $752.6k),$565.3k
1194680,ZooKeeper Simulator,Forceight,Simulation,$51.4k ($29.3k - $73.5k),$1.1m
12200,Bully: Scholarship Edition,Rockstar Games,Simulation,$16.4m ($11.9m - $21m),$770.8m
38080,Build-A-Lot,Next Game,Simulation,$84.3k ($16.8k - $151.8k),$375.4k
591370,Production Line : Car factory simulation,Positech Games,Simulation,$2m ($1.4m - $2.7m),$16.9m
702050,The Song of Saya,JAST,Simulation,$1.4m ($883.3k - $2.1m),$10.1m
406350,KartKraft,Motorsport Games,Simulation,$3.1m ($2.2m - $4.1m),$3.1m
464850,Don Bradman Cricket 17,Big Ant Studios,Sports,$303.3k ($177.7k - $428.9k),$5.1m
1005240,Pixel Puzzles Illustrations & Anime Jigsaw Puzzles,Pixel Puzzles,Sports,$4k ($1.8k - $6.3k),$595.6k
1250610,Flash Snooker Game,Brandon Phillips,Sports,0,$0 
2457580,Fight Crab 2,PLAYISM,Sports,$35.7k ($24.6k - $46.9k),$86.3m
436150,Governor of Poker 3,Playtika Ltd.,Sports,$13.6m ($7.6m - $19.7m),ERROR
740230,Just Ski+,Jeff Weber,Sports,0,$11.3k
389140,Horizon Chase Turbo,AQUIRIS,Sports,$1m ($630.9k - $1.3m),$1m
1253680,Super Soccer Blast,Unfinished Pixel,Sports,$29.9k ($16.5k - $43.3k),$171.1k
283490,IHF Handball Challenge 12,Libredia,Sports,$14.6k ($10.8k - $18.4k),$181.8k
1014050,Hockey Manager 20|20,netmin games,Sports,$74.3k ($49.2k - $99.3k),$257.8k
571740,Golf It!,Perfuse Entertainment,Sports,$18.5m ($11.9m - $25.1m),$18.5m
219600,NBA 2K13,,Sports,0,ERROR
1650010,RIDE 5,Milestone S.r.l.,Sports,$4.5m ($3m - $6m),$60.1m
1839940,Dakar Desert Rally,Saber Interactive,Sports,$1.2m ($790.1k - $1.6m),$3.1m
1226160,College Bowl,Super Pixel Games,Sports,$86.6k ($54.1k - $119k),$446.1k
1178400,Pro Cycling Manager 2020,Nacon,Sports,$438k ($242.6k - $633.4k),$157.6m
671610,Warfork,Team Forbidden,Sports,0,$0 
3058630,Assetto Corsa EVO,505 Games,Sports,$14.7m ($9.9m - $19.5m),$293.6m
1081670,Fitforce,Runnex Technology,Sports,0,$431 
1262600,Need for Speed Rivals,Electronic Arts,Sports,$2.2m ($1.5m - $2.9m),$4.5b
2703850,Rooftops & Alleys: The Parkour Game,MLMEDIA,Sports,$2.6m ($1.9m - $3.3m),$2.6m
2416880,Duck Life 9: The Flock,MoFunZone Inc.,Sports,$30.5k ($17.5k - $43.5k),$105.2k
624120,Football Manager Touch 2018,,Sports,0,ERROR
1477590,EZ2ON REBOOT : R,"Neonovice Co., Ltd.",Sports,$3.8m ($2.1m - $5.5m),$3.8m
1990740,Barro GT,SC Jogos,Sports,$151.6k ($30.3k - $272.8k),$762.8k
1408610,Call of the Wild: The Angler,Avalanche Studios,Sports,$7.6m ($4.4m - $10.9m),$115.2m
277390,VIDEOBALL,Iron Galaxy Studios,Sports,$86.4k ($52.3k - $120.5k),$933k
3052520,Volleyborne: Unbound Horizons,Azoo Games,Sports,$10.2k ($5.1k - $15.2k),$10.2k
3549220,Tennis Manager 25,Rebound CG,Sports,$227.1k ($138.6k - $315.6k),$1.1m
532190,Super Blood Hockey,Loren Lemcke,Sports,$152.3k ($101k - $203.7k),$474.8k
595420,Franchise Hockey Manager 4,Out of the Park Developments,Sports,$200.5k ($140.6k - $260.5k),$3.5m
2290180,Riders Republic,Ubisoft Entertainment,Sports,$14.7m ($9.8m - $19.7m),$55.9m
798290,MXGP PRO,Milestone S.r.l.,Sports,$498.3k ($300.6k - $695.9k),$60.1m
1683340,Kayak VR: Mirage,Better Than Life,Sports,$1.7m ($909.1k - $2.6m),$1.7m
1785650,TopSpin 2K25,2K Games,Sports,$3.4m ($2.1m - $4.8m),$16.8m
94400,Nidhogg,Messhof,Sports,$5.9m ($3.2m - $8.6m),$7.1m
861650,Session: Skate Sim,Nacon,Sports,$7.2m ($5m - $9.4m),$157.6m
1285920,VR Skater,Perp Games,Sports,$87.4k ($44.4k - $130.5k),$808k
1070330,Russian Life Simulator,Abama Entertainment,Sports,$256.6k ($147.6k - $365.6k),$256.5k
1147860,UFO 50,Mossmouth,Sports,$5.7m ($4.1m - $7.3m),$23.4m
2494340,Tour de France 2024,Nacon,Sports,$319.7k ($199.1k - $440.3k),$157.6m
1551360,Forza Horizon 5,Xbox Game Studios,Sports,$238.2m ($176.3m - $300.1m),$1.8b
1710580,MotoGP22,Milestone S.r.l.,Sports,$1.6m ($945.2k - $2.4m),$60.1m
1293230,House of Detention,Dungeon Master,Sports,$141.9k ($35.1k - $248.6k),$190.6k
674850,2MD: VR Football Classic,"Truant Pixel, LLC",Sports,$69.1k ($50k - $88.2k),$160.2k
1451810,LEGO 2K Drive,2K,Sports,$2.1m ($1.2m - $3m),$1.7b
2698940,The Crew Motorfest,Ubisoft,Sports,$9.2m ($6.6m - $11.9m),$2.4b
692030,Tennis World Tour,Nacon,Sports,$782.6k ($322k - $1.2m),$157.6m
529700,Total Extreme Wrestling 2013,Viva Media,Sports,$36k ($19.7k - $52.4k),$1.5m
243800,Gas Guzzlers Extreme,Jagex Ltd,Sports,$2.4m ($1.5m - $3.3m),$104.9m
964570,DCL - The Game,Drone Champions League,Sports,$1m ($508.2k - $1.5m),$1m
1225550,Draft Day Sports: College Football 2020,Wolverine Studios,Sports,$12k ($6k - $18.1k),$743.4k
1335940,Ball-it Hell,Gamersky Games,Sports,$26k ($14.2k - $37.9k),$60.4m
779430,Full Ace Tennis Simulator,Whippering,Sports,$232.4k ($116.7k - $348.1k),$236.7k
394290,Tennis in the Face,10tons Ltd,Sports,$12.5k ($3.4k - $21.6k),$8.3m
2252570,Football Manager 2024,SEGA,Sports,$65.8m ($38.6m - $93m),$1.6b
553310,Lethal League Blaze,Team Reptile,Sports,$2.8m ($1.4m - $4.3m),$18.8m
1951410,WE ARE FOOTBALL 2024,HandyGames,Sports,$1m ($713.4k - $1.4m),$16.6m
853200,Shred! 2 - ft Sam Pilgrim,ASBO Interactive Ltd,Sports,$54.1k ($41.7k - $66.4k),$54.1k
240460,WWE 2K15,,Sports,0,ERROR
1138190,Poker Championship,BBstudio Inc.,Sports,$1.3m ($721.2k - $1.8m),$1.5m
362930,Garfield Kart,Microids,Sports,$532.8k ($365k - $700.7k),$27.1m
11020,TrackMania Nations Forever,Ubisoft,Sports,0,$2.4b
2581050,KAMITSUBAKI CITY ENSEMBLE,KAMITSUBAKI STUDIO,Sports,$92.2k ($58.5k - $126k),$453.3k
1475850,Rugby 22,Nacon,Sports,$275.1k ($212.6k - $337.7k),$157.6m
1739000,Franchise Hockey Manager 8,Out of the Park Developments,Sports,$180.9k ($88.5k - $273.3k),$3.5m
1182020,WGT Golf,"World Golf Tour, LLC",Sports,$3.2m ($1.7m - $4.8m),$3.2m
1072500,AO Tennis 2,Nacon,Sports,$3m ($1.6m - $4.4m),$157.6m
2251120,League Manager 2023,AG SOFT,Sports,$54.3k ($32.4k - $76.2k),$54.3k
1372280,MELTY BLOOD: TYPE LUMINA,Lasengle Inc.,Sports,$9.7m ($6.9m - $12.5m),$9.7m
1217380,Encore Classic Puzzle & Board Games,Encore Software LLC.,Sports,$53.9k ($27.9k - $79.9k),$54.3k
871540,BMX Streets,Mash Games,Sports,$2m ($1.2m - $2.7m),$3.8m
1082180,TT Isle of Man: Ride on the Edge 2,Nacon,Sports,$940.1k ($639.6k - $1.2m),$157.6m
805550,Assetto Corsa Competizione,505 Games,Sports,$41.5m ($23m - $60.1m),$293.6m
1278540,Esports Godfather,Asteroid Game Studio,Sports,$2.2m ($1.5m - $2.9m),$2.5m
1864950,Beastieball,Klei Publishing,Sports,$514.2k ($358k - $670.4k),$8.5m
1881200,TRYP FPV: Drone Racer Simulator,UNDEAD BATTERY,Sports,$2.1m ($1.3m - $2.9m),$2.1m
2591280,F1 Manager 2024,Frontier Developments,Sports,$7.1m ($4.8m - $9.5m),$430.2m
1100620,Football Manager 2020 Touch,,Sports,0,ERROR
1288320,Way of the Hunter,THQ Nordic,Sports,$9.5m ($6.5m - $12.4m),$387.4m
848050,GP Bikes,PiBoSo,Sports,$163.8k ($85.4k - $242.2k),$17.7m
1819870,Draft Day Sports: Pro Basketball 2022,Wolverine Studios,Sports,$25.3k ($5k - $45.6k),$743.4k
314070,Super Mega Baseball: Extra Innings,Electronic Arts,Sports,$548.2k ($359.8k - $736.7k),$4.5b
754050,Bomb Bots Arena,Tiny Roar,Sports,0,$0 
2494780,#DRIVE Rally,Pixel Perfect Dude,Sports,$391k ($270.4k - $511.6k),$391.8k
794860,eSail Sailing Simulator,First release date: Thu Mar 01 2018,Sports,$743.6k ($508.5k - $978.8k),ERROR
1137320,Screeps: Arena,"Screeps, LLC",Sports,$46.1k ($24.6k - $67.6k),$1.8m
410340,Liftoff: FPV Drone Racing,LuGus Studios,Sports,$9.4m ($6m - $12.8m),$10.5m
760630,Tennis Elbow Manager 2,Mana Games,Sports,$165.3k ($103.7k - $226.9k),$1.5m
253710,theHunter Classic,Expansive Worlds,Sports,$10.1m ($7.7m - $12.4m),$10.1m
1600530,3D Aim Trainer,3D Aim Trainer,Sports,0,$0 
3013260,Pro Strategy Football 2025,Pro Strategy Games,Sports,$27.4k ($12.8k - $42k),$209.5k
770240,PRO EVOLUTION SOCCER 2019,,Sports,0,ERROR
1953520,WRC Generations – The FIA WRC Official Game,Nacon,Sports,$2.2m ($1.6m - $2.9m),$157.6m
1665460,eFootball,KONAMI,Sports,$60.1m ($35.4m - $84.7m),$639.8m
2503220,Karting Superstars,Original Fire Games,Sports,$151.6k ($104.6k - $198.6k),$1.1m
462700,Cricket Captain 2016,KISS ltd,Sports,$131.2k ($74.3k - $188.2k),$1.3m
978960,Starters Orders 7 Horse Racing,Strategic Designs Ltd.,Sports,$151.7k ($89.4k - $214.1k),$338.4k
1263850,Football Manager 2021,,Sports,0,ERROR
1610470,MXGP 2021 - The Official Motocross Videogame,Milestone S.r.l.,Sports,$844.5k ($563k - $1.1m),$60.1m
1104450,Bombergrounds: Battle Royale,Gigantic Duck Games,Strategy,$353.7k ($228.7k - $478.7k),$353.9k
671440,Rise of Industry,Kasedo Games,Strategy,$2.6m ($1.5m - $3.6m),$25.8m
567080,Wizards and Warlords,Valravn Games,Strategy,$99.8k ($65.5k - $134.2k),$99.8k
345460,War of Omens Card Game,Fifth Column Games,Strategy,$5.6k ($1.1k - $10.1k),$5.6k
58610,Wargame: European Escalation,Eugen Systems,Strategy,$906.1k ($482.8k - $1.3m),$60.1m
605230,Grey Hack,Loading Home,Strategy,$1.5m ($910.6k - $2.1m),$1.5m
1303670,WORLD OF ART JIGSAW PUZZLES ,NowakGames,Strategy,$9.7k ($4.9k - $14.6k),$11.6k
244160,Homeworld Remastered Collection,Gearbox Publishing,Strategy,$18.4m ($12.9m - $24m),$259.9m
2511500,Dominions 6 - Rise of the Pantokrator,Illwinter Game Design,Strategy,$1.6m ($1.2m - $2.1m),$6.5m
1562780,Broilers,Bloxhill,Strategy,$1.4k ($744 - $2.2k),$6.9k
1575710,AutoChess of Gensokyo,MyACG Studio,Strategy,$34.7k ($19.2k - $50.2k),$2.8m
313010,Cities XXL,Focus Entertainment,Strategy,$2.6m ($1.7m - $3.6m),$728.4m
2447260,Cats on Duty,ESDigital Games,Strategy,$16.2k ($10.3k - $22k),$4.1m
1962430,Monochrome Mobius: Rights and Wrongs Forgotten,DMM GAMES,Strategy,$971.8k ($604.1k - $1.3m),$5.3m
285110,GearCity,Visual Entertainment And Technologies,Strategy,$418.3k ($252.4k - $584.2k),$418.3k
2518630,None Shall Intrude,GrabTheGames,Strategy,$354.6k ($246.5k - $462.6k),$13.7m
2050590,Fhtagn Simulator,INDIECN,Strategy,$67.3k ($37.8k - $96.9k),$7m
1311700,汉武大帝传-经典策略战棋,只做一款战棋工作室,Strategy,$31.5k ($13.8k - $49.1k),$31.5k
1874880,Arma Reforger,Bohemia Interactive,Strategy,$47.6m ($34.9m - $60.2m),$619.3m
2678990,Minami Lane,Doot Tiny Games,Strategy,$847.7k ($545.8k - $1.1m),$1m
1755300,Smart Factory Tycoon,GrabTheGames,Strategy,$26.8k ($15.6k - $38.1k),$13.7m
990260,Collapse: A Political Simulator,Nostalgames,Strategy,$27.4k ($11.9k - $42.9k),$660.8k
547680,Guild Quest,Hyper Hippo Games,Strategy,$3.4k ($2.4k - $4.4k),$10m
2964540,Nurikabe World,Hemisquare,Strategy,$24k ($15.9k - $32.1k),$24k
3052500,ColdRidge,Bark Games,Strategy,$21.5k ($12.8k - $30.2k),$21.5k
582660,Black Desert,Pearl Abyss,Strategy,$13.1m ($7.7m - $18.5m),$13.1m
2239150,Thronefall,GrizzlyGames,Strategy,$8.8m ($5.8m - $11.9m),$9.7m
1074070,Dust to the End,2P Games,Strategy,$201.2k ($120.5k - $281.8k),$43.1m
1573630,Choice of Life: Middle Ages 2,Blazing Planet Studio,Strategy,$104.1k ($63.9k - $144.3k),$312.3k
1868000,Resist the succubus—The end of the female Knight,OTAKU Plan,Strategy,$568.7k ($397.4k - $739.9k),$8.4m
2860450,Happy Sheepies,Berker Games,Strategy,$180.5k ($121.2k - $239.8k),$181.4k
738550,Spike Volleyball,Nacon,Strategy,$449.5k ($200.8k - $698.2k),$157.6m
2438990,Ark Nova,Dire Wolf,Strategy,$460.4k ($302.4k - $618.3k),$14.6m
1638300,Solargene,Alexander Semenov,Strategy,$241.5k ($143.2k - $339.7k),$241.4k
2849080,Kingdom Rush 5: Alliance TD,Ironhide Game Studio,Strategy,$6.6m ($4.6m - $8.5m),$28.7m
285310,RollerCoaster Tycoon: Deluxe,Atari,Strategy,$2.7m ($1.6m - $3.9m),$37.7m
70400,Recettear: An Item Shop's Tale,Carpe Fulgur LLC,Strategy,$4m ($2.8m - $5.3m),$4.9m
266390,Farm for your Life,Hammer Labs,Strategy,$250.5k ($190.8k - $310.2k),$267.2k
2187920,Iron Marines Invasion,Ironhide Game Studio,Strategy,$149.5k ($109.4k - $189.7k),$28.7m
521730,Romance of the Three Kingdoms IV with Power Up Kit,"KOEI TECMO GAMES CO., LTD.",Strategy,$16.3k ($8.1k - $24.4k),$424.5m
3079970,Airport X-Ray Simulator,Rainbow Lab,Strategy,$252.7k ($131k - $374.3k),$316.2k
1403740,Space Architect,PlayWay S.A.,Strategy,$40.6k ($24.4k - $56.8k),$275.8m
2056210,LONESTAR,Thermite Games,Strategy,$1.1m ($777.5k - $1.6m),$5.1m
2827780,Summonsters,SFCO Games,Strategy,$14.7k ($10k - $19.4k),$14.7k
342200,MechWarrior Online Solaris 7,Piranha Games Inc.,Strategy,$8.7m ($5.8m - $11.7m),$24.6m
795100,Friday the 13th: Killer Puzzle,,Strategy,0,ERROR
371140,Aegis Defenders,Humble Games,Strategy,$825.7k ($357.6k - $1.2m),$202.5m
1815010,Maid Knight Alicia,OTAKU Plan,Strategy,$12.2k ($4k - $20.3k),$8.4m
2599270,Gem Defender: Soyjak Survivors,GoonCorp Inc.,Strategy,$32k ($18.4k - $45.7k),$31.9k
1741640,Shadows of Forbidden Gods,Forbidden Oak Games Limited,Strategy,$593.5k ($401.2k - $785.9k),$596.3k
742460,Marble Skies,[untitledDev],Strategy,$70.9k ($20.5k - $121.3k),$71.1k
1155870,WW2: Bunker Simulator,Art Games Studio S.A.,Strategy,$85.8k ($47.5k - $124k),$357.6k
1658150,Moonstone Island,Raw Fury,Strategy,$4.3m ($2.8m - $5.8m),$99.5m
1474770,Strategic Mind: Spirit of Liberty,Starni Games,Strategy,$60.8k ($46.8k - $74.8k),$1.3m
1652250,Tales & Tactics,Yogscast Games,Strategy,$1.4m ($962.4k - $1.8m),$37.9m
378260,Fortify,Holgersson Entertainment,Strategy,$32k ($21.2k - $42.7k),$36.7k
1042550,Digimon Story Cyber Sleuth: Complete Edition,BANDAI NAMCO Entertainment Inc.,Strategy,$12.1m ($8.1m - $16.2m),$12.4m
1318690,shapez,tobspr Games,Strategy,$3.5m ($2m - $5m),$16.2m
932420,Russpuppy Kid Games,russpuppy,Strategy,$5.7k ($1.1k - $10.3k),$146.2k
2257010,Creeper World IXE,Knuckle Cracker,Strategy,$482.8k ($324.6k - $641k),$9.1m
2343600,Endgame of Devil,Anotherindie,Strategy,$332.4k ($217.6k - $447.1k),$1.4m
40980,Stronghold Legends: Steam Edition,Firefly Studios,Strategy,$623k ($358.2k - $887.7k),$45.4m
785770,Emergency Call 112 – The Fire Fighting Simulation 2,Aerosoft GmbH,Strategy,$3.3m ($2.3m - $4.4m),$56.5m
2700,RollerCoaster Tycoon 3: Platinum,Frontier,Strategy,$797 ($383 - $1.2k),$798 
216670,Great Big War Game,Rubicon Development,Strategy,$16.8k ($11.2k - $22.3k),$27.8k
254200,FortressCraft Evolved!,Digital Tribe,Strategy,$796.1k ($548.3k - $1m),$3.3m
2206350,Farm Manager World,Sim Farm S.A.,Strategy,$560.3k ($378.5k - $742.2k),$4.5m
1200330,Strategic Mind: Blitzkrieg,Starni Games,Strategy,$485k ($298.6k - $671.5k),$1.3m
291860,Pit People,The Behemoth,Strategy,$5.5m ($3.8m - $7.1m),$72.6m
1686940,Bopl Battle,Zapray Games,Strategy,$3.5m ($2.3m - $4.7m),$3.5m
227580,"10,000,000",EightyEightGames,Strategy,$726.9k ($473.9k - $979.9k),$953.3k
1767560,Pro Cycling Manager 2022,Nacon,Strategy,$1.1m ($550.2k - $1.7m),$157.6m
1674890,👑 Idle Calibur 👑（选王之剑）,绝汪,Strategy,$235.8k ($167.7k - $303.9k),$471.2k
356260,Stalingrad,Fulqrum Publishing,Strategy,$15.1k ($8.1k - $22.1k),$51.6m
2659970,Lucky Mayor,MadGoat Game Studio,Strategy,$41.9k ($27.6k - $56.3k),$41.9k
385400,Weapons Genius,Conglomerate 5,Strategy,$391.6k ($78.3k - $705k),$2.5m
471380,Urban Pirate,Baby Duka,Strategy,$6.5k ($3.2k - $9.7k),$6.5k
544870,Blood Ties,Warfare Studios,Strategy,$3.3k ($666 - $5.9k),$65.7k
965300,The Settlers : Heritage of Kings - History Edition,Ubisoft,Strategy,$310.6k ($183.6k - $437.5k),$2.4b
371520,Bounty Train,Daedalic Entertainment,Strategy,$1.2m ($858.6k - $1.7m),$159.9m
839250,三国英雄列传 (Legendary Heros in the Three Kingdoms),Flying Star Games,Strategy,$19.4k ($9.7k - $29.1k),$68.6k
1989760,Pax Augusta,Senatis,Strategy,$379.2k ($281k - $477.3k),$378k
3432500,Sin and Love,XingCaiStudio,Strategy,$94.3k ($60.4k - $128.3k),$94.3k
726950,Dark Rose Valkyrie,Idea Factory International,Strategy,$81.7k ($16.3k - $147.1k),$37.9m
290340,Armello,League of Geeks,Strategy,$9.6m ($6.8m - $12.5m),$11.5m
412520,Evil Defenders,CP Decision,Strategy,$68.4k ($47.1k - $89.7k),$68.4k
1840800,Headquarters: World War II,Slitherine Ltd.,Strategy,$534k ($346.9k - $721.2k),$97.4m
3545990,美女，请别影响我成仙,一相逢互动娱乐,Strategy,$622.7k ($357.1k - $888.4k),$622.7k
231740,Knights of Pen and Paper +1 Edition,Paradox Interactive,Strategy,$796.4k ($414.2k - $1.1m),$1.1b
625980,Yomawari: Midnight Shadows,"NIS America, Inc.",Strategy,$445k ($237.7k - $652.2k),$48m
345010,Ascent - The Space Game,Fluffy Kitten Studios,Strategy,$208.7k ($115k - $302.4k),$208.7k
2334220,Home Sweet Home : Online,Shift Now,Strategy,$953.6k ($482.6k - $1.4m),$953.6k
858810,Dawn of Man,Madruga Works,Strategy,$14.1m ($9.4m - $18.8m),$20.7m
2190400,Toads of the Bayou,Fireshine Games,Strategy,$30.5k ($20.2k - $40.8k),$67m
4920,Natural Selection 2,Unknown Worlds Entertainment,Strategy,$8.3m ($4.5m - $12.1m),$185.6m
1509450,Elysium Above 履云录,上海泼泼猫文化传媒有限公司,Strategy,$40.8k ($25.6k - $56k),$40.8k
617670,Zup! S,Quiet River,Strategy,$276.3k ($161.8k - $390.8k),$2.4m
314830,Blackguards 2,Daedalic Entertainment,Strategy,$602.8k ($359.8k - $845.9k),$159.9m
705120,Death Coming/死神来了,NEXT Studios,Strategy,$1.2m ($779.8k - $1.7m),$18.9m
295270,Football Manager 2015,,Strategy,0,ERROR
320240,We Happy Few,Gearbox Publishing,Survival,$14.8m ($10.2m - $19.4m),$259.9m
1635450,Longvinter,Uuvana Studios,Survival,$5.7m ($3.6m - $7.7m),$5.7m
20500,Red Faction Guerrilla Steam Edition,Deep Silver,Survival,0,$567.3m
1556200,Predator: Hunting Grounds,IllFonic Publishing,Survival,$3.5m ($2.2m - $4.8m),$6.5m
325610,Total War: ATTILA,SEGA,Survival,$33.6m ($23.8m - $43.3m),$1.6b
3001000,Last Stand: Defense,ZiiTech Games,Survival,$13k ($7.6k - $18.4k),$13k
1119700,As Far As The Eye,Goblinz Publishing,Survival,$1.6m ($1m - $2.2m),$29.1m
2492330,Bronana,busy bear,Survival,$24k ($14.2k - $33.7k),$23.9k
1568620,MetaPhysical,Paper Promises Programming,Survival,$89.9k ($39.1k - $140.6k),$89.9k
897450,The Survivalists,Team17,Survival,$6.5m ($3.8m - $9.2m),$491.6m
758690,Occupy Mars: The Game,▲ Pyramid Games,Survival,$1.6m ($1.1m - $2.1m),$2.4m
