appid,name,publisher_main,Selected_Genre,game_revenue,publisher_revenue,peak_players
1059990,Trombone Champ,Holy Wow Studios LLC,Horror,$5.6m ($3.7m - $7.6m),$5.6m,1086.0
1067850,Kindergarten 2,SmashGames,Horror,$1.9m ($1.3m - $2.5m),$12.4m,1051.0
1245430,Golden Light,Mr. Pink,Horror,$638.5k ($365.8k - $911.1k),$753.9k,984.0
751630,After the Fall,Vertigo Games,Horror,$3.8m ($2m - $5.5m),$35.5m,872.0
220820,Zombie Driver HD,Exor Studios,Horror,$532.1k ($320.8k - $743.4k),$532.2k,925.0
980610,Quaver,Swan,Horror,$7.3k ($1.6k - $13k),$7.3k,833.0
420530,OneShot,KOMODO,Horror,$5.5m ($3.8m - $7.2m),$17.2m,815.0
365300,Transmissions: Element 120,Self Published,Horror,0,$2.5k,779.0
2232840,Garten of Banban,Euphoric Brothers,Horror,0,$3.1m,757.0
1359980,POSTAL: Brain Damaged,Running With Scissors,Horror,$2.2m ($1.4m - $3m),$19.5m,735.0
515040,Make America Great Again: The Trump Presidency,Three Guys Game Studio,Horror,$197.9k ($126.7k - $269.2k),$204.1k,712.0
390290,Bulb Boy,Bulbware,Horror,$175.7k ($106.3k - $245.1k),$183.7k,697.0
594160,The Last Patient,NGV Studio,Horror,$1k ($213 - $1.9k),$1.2k,693.0
1398210,Selene ~Apoptosis~,Nupu Neko Dev,Horror,$172.3k ($122.2k - $222.5k),$905k,662.0
331480,Pinstripe,Armor Games Studios,Horror,$370.2k ($246.1k - $494.4k),$20.7m,661.0
94300,The Dream Machine: Chapter 1 & 2,The Sleeping Machine,Horror,$149k ($40.7k - $257.3k),$161.7k,652.0
1515900,Heaven Dust 2,indienova,Horror,$168k ($98.3k - $237.7k),$41.5m,644.0
323720,Decay: The Mare,Daedalic Entertainment,Horror,$133.4k ($79.4k - $187.5k),$159.9m,585.0
1879380,Paper Bride 2 Zangling Village,HeartBeat Plus,Horror,$290.7k ($191.2k - $390.2k),$1.7m,636.0
1010750,Blood Fresh Supply,Atari,Horror,$1.6m ($1.1m - $2.2m),$37.7m,558.0
9010,Return to Castle Wolfenstein,Bethesda Softworks,Horror,$1.3m ($787k - $1.8m),$2.1b,549.0
478980,Mansions of Madness,Fantasy Flight Games,Horror,$118.7k ($61k - $176.4k),$166.9k,539.0
42670,Singularity,Activision,Horror,$3.6m ($2.8m - $4.4m),$1.5b,526.0
986040,The Unliving,Team17 Digital,Horror,$373.6k ($227.4k - $519.8k),$21.5m,525.0
720250,Welcome to the Game II,Reflect Studios,Horror,$1.4m ($979.2k - $1.8m),$2.5m,500.0
1012560,Snakeybus,"Stovetop, LLC",Horror,$1.1m ($633k - $1.5m),$1.1m,499.0
2989950,The Bathhouse | 地獄銭湯 Restored Edition,Chilla's Art,Horror,$248.4k ($151.4k - $345.5k),$4.4m,492.0
619540,Darkwater,Playstack,Horror,$385.9k ($256.5k - $515.3k),$116.9m,442.0
2167960,买个可乐饼吧！ - Buy a Croquette!,Eternal Dream,Horror,$781 ($368 - $1.1k),$57.2k,437.0
407300,The Last NightMary - A Lenda do Cabeça de Cuia,Submersivo Game Studio,Horror,$71.4k ($39.7k - $103.1k),$71.4k,407.0
248470,Doorways: Prelude,Saibot Studios,Horror,$113.2k ($57.3k - $169.2k),$756.5k,419.0
1119980,In Sound Mind,Maximum Entertainment,Horror,$1.6m ($969k - $2.3m),$32.3m,399.0
1373510,BloodRayne: Terminal Cut,Ziggurat,Horror,$558k ($305.6k - $810.4k),$2.9m,385.0
844930,Fox Hime Zero,SakuraGame,Horror,$113.9k ($71.9k - $155.8k),$3.9m,383.0
530890,Haydee,Haydee Interactive,Horror,$2.1m ($1.4m - $2.7m),$3m,381.0
562220,Zup! 2,Quiet River,Horror,$231.5k ($144k - $319k),$2.4m,374.0
508900,Zup! X,Quiet River,Horror,$82.1k ($51.2k - $112.9k),$2.4m,373.0
1315980,Tin Can,Tin Can Studio,Horror,$540.9k ($371.4k - $710.4k),$540.4k,349.0
1394270,SCP: Escape Together,SCP: Escape Together development team,Horror,0,$0 ,348.0
1478160,Nyaruru Fishy Fight,赤瞳大白猫,Horror,$151.4k ($75.6k - $227.3k),$210.1k,346.0
899770,Last Epoch,Eleventh Hour Games,Indie,$82.3m ($55.4m - $109.3m),$82.2m,258503.0
526870,Satisfactory,Coffee Stain Publishing,Indie,$170.8m ($113.6m - $228.1m),$592.7m,185957.0
510840,Evolvation,HyperReuts,Indie,$180.7k ($36.1k - $325.3k),$180.7k,100638.0
227300,Euro Truck Simulator 2,SCS Software,Indie,$122.5m ($92.7m - $152.2m),$173.1m,69695.0
1296830,暖雪 Warm Snow,bilibili,Indie,$21.1m ($13.8m - $28.4m),$133.8m,44545.0
569610,Distant Space,PixelMouse,Indie,$110k ($60.4k - $159.6k),$144.3k,26541.0
1190970,House Flipper 2,Frozen District,Indie,$34.3m ($21.9m - $46.7m),$99.1m,21829.0
244210,Assetto Corsa,Kunos Simulazioni,Indie,$112.5m ($75.3m - $149.7m),$112.5m,19780.0
274170,Hotline Miami 2: Wrong Number,Devolver Digital,Indie,$12.7m ($9.1m - $16.3m),$501.4m,18882.0
690830,Foundation,Polymorph Games,Indie,$26.5m ($18.2m - $34.7m),$26.5m,18422.0
714010,Aim Lab,Statespace,Indie,$24.6m ($13.5m - $35.6m),$24.6m,15141.0
1029780,Going Medieval,Mythwright,Indie,$16.2m ($11m - $21.4m),$41.3m,14600.0
590380,Into the Breach,Subset Games,Indie,$12m ($7.9m - $16m),$30.8m,14573.0
2407270,AI LIMIT,CE-Asia,Indie,$14m ($8.7m - $19.4m),$18.2m,14433.0
204300,Awesomenauts,Atari,Indie,$4.9m ($2.4m - $7.4m),$37.7m,12050.0
972660,Spiritfarer: Farewell Edition,Thunder Lotus,Indie,$21m ($14.3m - $27.8m),$26.5m,11726.0
385080,Guardians of Victoria,New Reality Games,Indie,$21k ($4.2k - $37.9k),$603.1k,10158.0
1222700,A Way Out,Electronic Arts,Indie,$29.9m ($19.6m - $40.1m),$4.5b,8548.0
326460,ShellShock Live,kChamp Games,Indie,$13.2m ($8.4m - $18.1m),$13.3m,7346.0
704850,Thief Simulator,PlayWay S.A.,Indie,$18.1m ($9.4m - $26.8m),$275.8m,7186.0
738060,Freddy Fazbear's Pizzeria Simulator,Scott Cawthon,Indie,0,$27.7m,6427.0
1492070,Sker Ritual,Wales Interactive,Indie,$4.8m ($3m - $6.6m),$12.7m,5992.0
2638370,Five Nights at Freddy's: Into the Pit,Mega Cat Studios,Indie,$3.1m ($2m - $4.2m),$3.1m,5690.0
240720,Getting Over It with Bennett Foddy,Bennett Foddy,Indie,$18.1m ($13.3m - $22.9m),$18.1m,4959.0
297130,Titan Souls,Devolver Digital,Indie,$2.1m ($1.3m - $2.8m),$501.4m,4309.0
274190,Broforce,Devolver Digital,Indie,$18.8m ($12.7m - $25m),$501.4m,4285.0
1097430,Book of Yog Idle RPG,元气工作室,Indie,$9m ($6.2m - $11.9m),$9m,4163.0
1332720,Thief Simulator 2,PlayWay S.A.,Indie,$5.2m ($3.4m - $6.9m),$275.8m,4144.0
2068280,Nordic Ashes: Survivors of Ragnarok,Noxfall Studios,Indie,$1.5m ($965.4k - $2.1m),$1.5m,3900.0
351030,Pixel Puzzles Ultimate Jigsaw Puzzles,Pixel Puzzles,Indie,$140.8k ($105.9k - $175.8k),$595.6k,3856.0
506610,Five Nights at Freddy's: Sister Location,Scott Cawthon,Indie,$3.5m ($2.5m - $4.5m),$27.7m,3489.0
466910,Worm.is: The Game,Freakinware Studios,Indie,$6.8k ($4.9k - $8.6k),$366.2k,3413.0
1127400,Mindustry,AnukenDev,Indie,$5.7m ($3.8m - $7.7m),$5.7m,3348.0
466860,上帝之城 I：监狱帝国 [City of God I - Prison Empire],Pixel Gangsta Studio,Indie,$401.1k ($250.8k - $551.3k),$401.1k,3262.0
1123830,Farm Manager 2021,PlayWay S.A.,Indie,$1.3m ($832.9k - $1.9m),$275.8m,3173.0
824270,KovaaK's,KovaaK Games,Indie,$16.2m ($10.3m - $22.1m),$16.2m,3114.0
223710,Cry of Fear,Team Psykskallar,Indie,0,$0 ,3052.0
581970,Zombie Ballz,My Way Games,Indie,$4.7k ($2k - $7.4k),$729k,3029.0
2758000,Vanity Fair: The Pursuit,Wave Games,Indie,$688.7k ($514.8k - $862.5k),$3.9m,2847.0
283000,Strategic War in Europe,Conglomerate 5,Indie,$98k ($19.6k - $176.4k),$2.5m,2616.0
683830,Weable,Valkyrie Initiative,Indie,$5.8k ($2.3k - $9.3k),$2.8m,2411.0
1347970,Patch Quest,Curve Games,Indie,$1.2m ($671.9k - $1.7m),$196.4m,2333.0
618140,Barro,SC Jogos,Indie,$67.8k ($29.8k - $105.8k),$762.8k,2284.0
94400,Nidhogg,Messhof,Indie,$5.9m ($3.2m - $8.6m),$7.1m,2136.0
1291010,Warpips,Daedalic Entertainment,Indie,$2.4m ($1.5m - $3.3m),$159.9m,2095.0
1022450,War Selection,Glyph Worlds,Indie,$1.9m ($1.3m - $2.4m),$1.9m,1984.0
1111460,小白兔电商~Bunny e-Shop,NVLMaker,Indie,$1.8m ($1.1m - $2.5m),$6.2m,1912.0
914010,Train Station Renovation,Live Motion Games,Indie,$1.2m ($776k - $1.6m),$3.2m,1907.0
70110,Hacker Evolution: Untold,exosyphen studios,Indie,$44.8k ($22.4k - $67.3k),$647.6k,1826.0
3107330,Nodebuster,Goblobin,Indie,$975.3k ($763.2k - $1.1m),$964.8k,1808.0
651670,Star Renegades,Raw Fury,Indie,$1.8m ($1.1m - $2.5m),$99.5m,1772.0
1394800,Rebirth:Mr Wang,DSGame,Indie,$1m ($225.4k - $1.7m),$15.4m,1722.0
690640,Trine 4: The Nightmare Prince,Frozenbyte,Indie,$13.5m ($8m - $18.9m),$30.2m,1713.0
594720,Star Merchant,Conglomerate 5,Indie,$8k ($3.2k - $12.8k),$2.5m,1694.0
313340,Mountain,David OReilly,Indie,$644.5k ($360.8k - $928.3k),$2.4m,1648.0
487720,Agony,Playway S.A.,Indie,$2m ($1.4m - $2.7m),$3m,1552.0
218640,Lucius,Shiver Games,Indie,$4.3m ($2.8m - $5.8m),$5.2m,1477.0
1625080,Have a Nice Dream,榭季生,Indie,0,$0 ,1406.0
1069740,Seen,Seen Games,Indie,$98.2k ($55.3k - $141.2k),$98.2k,1392.0
1083600,Grow Defense,SoftCowGames,Indie,$10.6k ($6.8k - $14.4k),$10.6k,1264.0
2442460,Citizen Sleeper 2: Starward Vector,Fellow Traveller,Indie,$945.5k ($697.4k - $1.1m),$16.8m,1226.0
427730,Who's Your Daddy?!,Evil Tortilla Games,Indie,$12.1m ($7.9m - $16.3m),$12.2m,1209.0
334120,Armikrog,Versus Evil,Indie,$608.4k ($417k - $799.7k),$33.5m,1195.0
1178490,港詭實錄ParanormalHK,Ghostpie Studio,Indie,$8.9m ($5.7m - $12.1m),$8.9m,1186.0
1390350,Webbed,Sbug Games,Indie,$2.7m ($1.9m - $3.4m),$2.8m,1118.0
322190,SteamWorld Heist,Image & Form Games,Indie,$808.5k ($486k - $1.1m),$3.8m,1083.0
1040420,Dreamscaper,indie.io,Indie,$1.3m ($855.3k - $1.8m),$36.8m,1111.0
569970,Chosen 2,Senpai Industrial Studios,Indie,$10.8k ($5.8k - $15.9k),$1m,1067.0
1517960,Rebirth:Beware of Mr.Wang,DSGame,Indie,$494.8k ($278.2k - $711.4k),$15.4m,1058.0
625860,God Awe-full Clicker,Mad Labyrinth Studios LLC,Indie,$8.8k ($5.3k - $12.3k),$16k,996.0
1371630,Incremental Adventures,Gniller,Indie,$12.3k ($7.7k - $16.9k),$209.4k,1034.0
1069640,This Land Is My Land,Game-Labs,Indie,$4.2m ($2.8m - $5.6m),$21m,829.0
2226700,挂姬恶魔 IDLE DEVILS,GOCORE,Indie,$92.7k ($66k - $119.5k),$284k,829.0
557600,Gorogoa,Annapurna Interactive,Indie,$4.2m ($2.6m - $5.7m),$188.4m,809.0
2555430,TRADESMAN: Deal to Dealer,AZAMATIKA,Indie,$148.1k ($100.6k - $195.6k),$579.7k,793.0
265210,Viscera Cleanup Detail: Santa's Rampage,RuneStorm,Indie,$409.9k ($203.6k - $616.1k),$14.5m,686.0
698540,Dungeon Warfare 2,Valsar,Indie,$635.5k ($367.3k - $903.8k),$960.9k,670.0
649950,Ashen,Annapurna Interactive,Indie,$2.8m ($1.9m - $3.6m),$188.4m,657.0
1874170,Shredders,FoamPunch,Indie,$2.9m ($1.8m - $3.9m),$2.8m,677.0
1239690,Retrowave,RewindApp,Indie,$769.5k ($471.9k - $1m),$1.8m,638.0
2665460,Windward Horizon,Tasharen Entertainment Inc.,Indie,$156.7k ($103.7k - $209.7k),$3.2m,625.0
1031480,TouHou Makuka Sai ~ Fantastic Danmaku Festival Part II,东方幕华祭制作组,Indie,$468.3k ($322.4k - $614.1k),$703.8k,619.0
1202900,Assemble with Care,ustwo games,Indie,$1.4m ($988.6k - $1.8m),$4.9m,533.0
647960,Rusted Warfare - RTS,Corroding Games,Indie,$660.5k ($480.4k - $840.6k),$660.9k,581.0
1026820,Coloring Game,L. Stotch,Indie,$33k ($20.7k - $45.4k),$283.1k,586.0
2971610,HOLE,NEGAFISH,Indie,$410k ($298.7k - $521.3k),$410k,490.0
968440,Artist Idle,YDKR,Indie,$7.1k ($3.1k - $11.2k),$389.7k,516.0
899970,NEKOPARA Extra,Sekai Project,Indie,$379.6k ($167.7k - $591.6k),$39.2m,473.0
18040,DeathSpank,Electronic Arts,Indie,$697.1k ($359.1k - $1m),$4.5b,434.0
1057750,The Suicide of Rachel Foster,Daedalic Entertainment,Indie,$1m ($690.9k - $1.3m),$159.9m,408.0
1946140,Jigsaw Puzzles Infinite,Bartek Karczmarczyk,Indie,$8.3k ($4.5k - $12.1k),$8.3k,435.0
1497440,COCOON,Annapurna Interactive,Indie,$3m ($2.2m - $3.8m),$188.4m,392.0
1038740,Fluffy Store,SakuraGame,Indie,$64.7k ($38.8k - $90.6k),$3.9m,393.0
1198850,How to Build a Magnificent Kingdom,Kagura Games,Indie,$193.1k ($127.6k - $258.7k),$63.4m,395.0
704920,Magic Rampage,Asantee Games,Indie,$473 ($233 - $715),$474 ,301.0
1011590,Night is Coming,101XP,Indie,$202.3k ($141k - $263.6k),$3.9m,321.0
3098070,Cinema Simulator 2025,HOGO Games,Indie,$276.4k ($195.4k - $357.3k),$463.6k,289.0
360870,Ultimate Tic-Tac-Toe,Tigerish Games,Indie,0,$398 ,288.0
765410,Bean Battles,Gupa Games,Indie,$209.9k ($128k - $291.9k),$209.9k,286.0
496620,Monster Slayers,Digerati,Indie,$164.9k ($100k - $229.9k),$1.7m,285.0
582010,Monster Hunter: World,"CAPCOM Co., Ltd.",JRPG,$427.1m ($281.3m - $572.9m),$1.8b,329333.0
2679460,Metaphor: ReFantazio,SEGA,JRPG,$52.6m ($34.5m - $70.8m),$1.6b,85194.0
1056640,Phantasy Star Online 2,SEGA,JRPG,$61.4m ($40.9m - $82m),$1.6b,59197.0
2701660,DRAGON QUEST III HD-2D Remake,Square Enix,JRPG,$12.4m ($7.5m - $17.3m),$1b,45357.0
1325200,Nioh 2 – The Complete Edition,"KOEI TECMO GAMES CO., LTD.",JRPG,$49.1m ($34.1m - $64.1m),$424.5m,41273.0
2909400,FINAL FANTASY VII REBIRTH,Square Enix,JRPG,$27.5m ($18.3m - $36.7m),$1b,36077.0
1687950,Persona 5 Royal,SEGA,JRPG,$101.5m ($64.5m - $138.6m),$1.6b,35298.0
1113000,Persona 4 Golden,SEGA,JRPG,$29.8m ($21.7m - $37.8m),$1.6b,29984.0
637650,FINAL FANTASY XV WINDOWS EDITION,Square Enix,JRPG,$56m ($40.4m - $71.5m),$1b,29279.0
453480,Shadowverse CCG,"Cygames, Inc.",JRPG,$52.5m ($29.9m - $75m),$209.9m,23929.0
1971650,OCTOPATH TRAVELER II,Square Enix,JRPG,$21.1m ($14.7m - $27.4m),$1b,16994.0
524220,NieR:Automata,Square Enix,JRPG,$121.7m ($87.8m - $155.5m),$1b,23813.0
898750,Super Robot Wars 30,Bandai Namco Entertainment,JRPG,$5.1m ($2.9m - $7.3m),$1.7b,16817.0
3123410,Atelier Yumia: The Alchemist of Memories & the Envisioned Land,"KOEI TECMO GAMES CO., LTD.",JRPG,$4.4m ($3m - $5.7m),$424.5m,14020.0
2495450,Winter Memories,Kagura Games,JRPG,$9.6m ($5.9m - $13.3m),$63.4m,12400.0
977880,Eastward,Chucklefish,JRPG,$7m ($4.5m - $9.6m),$84m,12296.0
485510,Nioh: Complete Edition,"KOEI TECMO GAMES CO., LTD.",JRPG,$35m ($23.4m - $46.7m),$424.5m,10588.0
1451090,Tactics Ogre: Reborn,Square Enix,JRPG,$8.4m ($5.4m - $11.5m),$1b,10671.0
1235140,Yakuza: Like a Dragon,SEGA,JRPG,$32.2m ($22m - $42.3m),$1.6b,9508.0
899440,GOD EATER 3,BANDAI NAMCO Entertainment,JRPG,$16.4m ($9.8m - $23.1m),$478.1m,9455.0
638970,Yakuza 0,SEGA,JRPG,$26.5m ($18.4m - $34.7m),$1.6b,8907.0
2238900,STAR OCEAN THE SECOND STORY R,Square Enix,JRPG,$4.8m ($3.3m - $6.4m),$1b,8019.0
429660,Tales of Berseria,BANDAI NAMCO Entertainment,JRPG,$15.2m ($9.8m - $20.7m),$478.1m,8018.0
1999770,Atelier Ryza 3: Alchemist of the End & the Secret Key,"KOEI TECMO GAMES CO., LTD.",JRPG,$3.9m ($2.4m - $5.4m),$424.5m,7118.0
1718570,ASTLIBRA Revision,WhisperGames,JRPG,$12.5m ($8.4m - $16.5m),$76m,7787.0
2490990,Visions of Mana,Square Enix,JRPG,$3.4m ($2.2m - $4.6m),$1b,6947.0
924980,Trials of Mana,Square Enix,JRPG,$7m ($4.5m - $9.6m),$1b,6794.0
39140,FINAL FANTASY VII,Square Enix,JRPG,$9.9m ($7m - $12.7m),$1b,6424.0
2429860,Living With Sister: Monochrome Fantasy,Kagura Games,JRPG,$4.2m ($2.8m - $5.6m),$63.4m,6246.0
871980,Digimon Survive,Bandai Namco Entertainment Inc.,JRPG,$2.7m ($1.7m - $3.8m),$237.6m,6179.0
307070,Memories of a Vagabond,SA Industry,JRPG,$148.1k ($29.6k - $266.7k),$4m,4990.0
1295510,DRAGON QUEST XI S: Echoes of an Elusive Age - Definitive Edition,Square Enix,JRPG,$15.4m ($9.7m - $21.2m),$1b,4752.0
1776380,STAR OCEAN THE DIVINE FORCE,Square Enix,JRPG,$2.1m ($1.4m - $2.8m),$1b,4420.0
237890,Agarest: Generations of War,Ghostlight LTD,JRPG,$1.4m ($995.4k - $1.9m),$3.5m,3791.0
2530980,Tales of Graces f Remastered,Bandai Namco Entertainment,JRPG,$1.5m ($981.1k - $2.1m),$1.7b,3496.0
738540,Tales of Vesperia: Definitive Edition,BANDAI NAMCO Entertainment,JRPG,$5.5m ($3.4m - $7.6m),$478.1m,3424.0
1042550,Digimon Story Cyber Sleuth: Complete Edition,BANDAI NAMCO Entertainment Inc.,JRPG,$12.1m ($8.1m - $16.1m),$12.4m,3408.0
834530,Yakuza Kiwami,SEGA,JRPG,$7.5m ($4.9m - $10.1m),$1.6b,3406.0
368340,CrossCode,Deck13,JRPG,$6.5m ($4.6m - $8.4m),$19.7m,3368.0
622220,Fate/EXTELLA LINK,XSEED Games,JRPG,$3.5m ($2.1m - $4.8m),$125.7m,3078.0
511680,Fate/EXTELLA,XSEED Games,JRPG,$5.3m ($3.6m - $7.1m),$125.7m,2938.0
1150690,OMORI,"OMOCAT, LLC",JRPG,$19.6m ($13.3m - $25.9m),$19.6m,3107.0
1702330,Rune Factory 5,XSEED Games,JRPG,$4.5m ($2.5m - $6.6m),$125.7m,2680.0
405900,Disgaea PC,"NIS America, Inc.",JRPG,$4m ($2.7m - $5.4m),$48m,2937.0
1798020,Mega Man Battle Network Legacy Collection Vol. 2,"CAPCOM Co., Ltd.",JRPG,$720.8k ($427.6k - $1m),$1.8b,2692.0
2175540,DRAGON QUEST MONSTERS: The Dark Prince,Square Enix,JRPG,$1.5m ($992.4k - $2m),$1b,2584.0
345350,LIGHTNING RETURNS: FINAL FANTASY XIII,Square Enix,JRPG,$4.2m ($2.9m - $5.6m),$1b,2475.0
1358700,STRANGER OF PARADISE FINAL FANTASY ORIGIN,Square Enix,JRPG,$4.8m ($3.3m - $6.4m),$1b,2512.0
446640,Space Pilgrim Episode IV: Sol,GrabTheGames,JRPG,$11.6k ($6.2k - $16.9k),$13.7m,2376.0
2696050,Yarimono,072 Project,JRPG,$4.1m ($2.7m - $5.6m),$8.5m,2375.0
2356560,Monster Hunter Stories,"CAPCOM Co., Ltd.",JRPG,$2.2m ($1.3m - $3.1m),$1.8b,1977.0
551730,Toukiden 2,"KOEI TECMO GAMES CO., LTD.",JRPG,$3.1m ($2.2m - $4m),$424.5m,1938.0
991270,The Legend of Heroes: Trails of Cold Steel III,"NIS America, Inc.",JRPG,$2.6m ($1.6m - $3.6m),$48m,1922.0
70400,Recettear: An Item Shop's Tale,Carpe Fulgur LLC,JRPG,$4m ($2.8m - $5.3m),$4.9m,1935.0
1566880,SWORD ART ONLINE Last Recollection,Bandai Namco Entertainment,JRPG,$1.2m ($779.5k - $1.6m),$1.7b,1873.0
1388590,Yakuza 6: The Song of Life,SEGA,JRPG,$3.3m ($2.1m - $4.5m),$1.6b,1607.0
1786790,Magical Girl Celesphonia,Kagura Games,JRPG,$1.8m ($1m - $2.7m),$63.4m,1583.0
2582650,Enishia and the Binding Brand,Kagura Games,JRPG,$545.6k ($350.9k - $740.3k),$63.4m,1505.0
1810820,Etrian Odyssey III HD,SEGA,JRPG,$1.3m ($785.1k - $1.8m),$1.6b,1558.0
438490,GOD EATER 2 Rage Burst,BANDAI NAMCO Entertainment,JRPG,$6.1m ($4m - $8.1m),$478.1m,1485.0
574690,Triangle,Red Triangle Games,JRPG,$629 ($315 - $944),$4.8k,1421.0
2310700,Shadow Corridor 2 雨ノ四葩,Space Onigiri Game LLC,JRPG,$359.6k ($236.5k - $482.7k),$679.3k,1414.0
2348120,Kagura Survivors: Endless Night,Kagura Games,JRPG,0,$63.4m,1376.0
601050,Attack on Titan 2 - A.O.T.2,"KOEI TECMO GAMES CO., LTD.",JRPG,$10.8m ($8m - $13.6m),$424.5m,1368.0
351710,Hyperdimension Neptunia Re;Birth2: Sisters Generation,Idea Factory,JRPG,$1.2m ($815.3k - $1.6m),$2.7m,1283.0
1196630,Nexomon: Extinction,PQube,JRPG,$1.4m ($724.1k - $2m),$20.1m,1309.0
1399080,The DioField Chronicle,Square Enix,JRPG,$738.4k ($458.4k - $1m),$1b,1253.0
1402110,Eternights,Studio Sai,JRPG,$1.1m ($814.3k - $1.5m),$1.1m,1238.0
387340,Hyperdimension Neptunia U: Action Unleashed,Idea Factory International,JRPG,$1.6m ($1m - $2.3m),$37.9m,1225.0
931500,Touhou Genso Wanderer -Reloaded-,AQUASTYLE,JRPG,$1.6m ($1m - $2.2m),$1.9m,1178.0
2731870,Ys X: Nordics,"NIS America, Inc.",JRPG,$1.2m ($806.1k - $1.6m),$48m,1135.0
460120,Megadimension Neptunia VII,Idea Factory International,JRPG,$2.3m ($1.5m - $3.1m),$37.9m,1131.0
265610,Epic Battle Fantasy 4,Matt Roszak,JRPG,$778k ($562.6k - $993.3k),$2.6m,1111.0
402940,Dungeons of Betrayal,SA Industry,JRPG,$3.5k ($701 - $6.3k),$4m,1008.0
1105500,Yakuza 4 Remastered,SEGA,JRPG,$2.3m ($1.5m - $3.1m),$1.6b,905.0
470310,TROUBLESHOOTER: Abandoned Children,Dandylion,JRPG,$2.5m ($1.5m - $3.6m),$2.5m,993.0
495280,Disgaea 2 PC,"NIS America, Inc.",JRPG,$827.6k ($543.4k - $1.1m),$48m,896.0
1668520,The Legend of Heroes: Trails to Azure,"NIS America, Inc.",JRPG,$956.6k ($722.5k - $1.1m),$48m,884.0
1998340,Labyrinth of Galleria: The Moon Society,"NIS America, Inc.",JRPG,$845k ($551.2k - $1.1m),$48m,859.0
1252600,ANOTHER EDEN,"WFS, Inc.",JRPG,$2.4m ($1.1m - $3.6m),$45m,804.0
2997980,Natsu no Sagashimono ~What We Found That Summer~,Kagura Games,JRPG,$533.4k ($351.9k - $715k),$63.4m,829.0
1125480,School Years,电钮组,JRPG,$25.1k ($9.9k - $40.4k),$67.3k,795.0
1668510,The Legend of Heroes: Trails from Zero,"NIS America, Inc.",JRPG,$2m ($1.1m - $2.8m),$48m,794.0
983970,Haven,The Game Bakers,JRPG,$2.9m ($1.8m - $3.9m),$9.2m,702.0
1962430,Monochrome Mobius: Rights and Wrongs Forgotten,DMM GAMES,JRPG,$974.1k ($605.5k - $1.3m),$5.3m,702.0
312750,Final Fantasy IV (3D Remake),Square Enix,JRPG,$2.1m ($1.4m - $2.8m),$1b,638.0
1012030,Detective Girl of the Steam City,Kagura Games,JRPG,$756.6k ($492k - $1m),$63.4m,582.0
1284820,Desktop Kanojo,Neko Game,JRPG,$159.7k ($90.5k - $228.9k),$187.5k,574.0
3281300,DUNGEON RAZE,KOTARO YOSHIDA,JRPG,$42.7k ($25.9k - $59.5k),$42.4k,573.0
407330,Sakura Dungeon,Winged Cloud,JRPG,$834.5k ($515.3k - $1.1m),$6.3m,537.0
2903950,Master Detective Archives: RAIN CODE Plus,"Spike Chunsoft Co., Ltd.",JRPG,$1.9m ($1.3m - $2.4m),$94.5m,524.0
990050,Death end re;Quest,Idea Factory International,JRPG,$1.5m ($1m - $2m),$37.9m,516.0
333980,AKIBA'S TRIP: Undead ＆ Undressed,XSEED Games,JRPG,$2.6m ($1.9m - $3.4m),$125.7m,499.0
1405470,Scars of Summer,Kagura Games,JRPG,$768.7k ($534.1k - $1m),$63.4m,497.0
566540,Labyrinth of Refrain: Coven of Dusk,"NIS America, Inc.",JRPG,$1.9m ($1.3m - $2.5m),$48m,490.0
1441840,FALL IN LABYRINTH,OTAKU Plan,JRPG,$268.6k ($165k - $372.2k),$8.4m,470.0
207320,Ys: The Oath in Felghana,XSEED Games,JRPG,$972.9k ($661.6k - $1.2m),$125.7m,438.0
1184890,Fleeting Iris,Kagura Games,JRPG,$252.4k ($159.3k - $345.5k),$63.4m,454.0
249550,NEStalgia,Silk Games,JRPG,$236.4k ($135.5k - $337.3k),$236.4k,451.0
1731200,TRATRITLE,OTAKU Plan,JRPG,$386.4k ($231.8k - $541k),$8.4m,419.0
1599340,Lost Ark,Amazon Games,Massively Multiplayer,$441.1m ($230.5m - $651.6m),$795.5m,1324761.0
552990,World of Warships,Wargaming Group Limited,Massively Multiplayer,$175.2m ($130.3m - $220m),$410.2m,400538.0
230410,Warframe,Digital Extremes,Massively Multiplayer,$905.8m ($589m - $1.2b),$906.3m,181509.0
433850,Z1 Battle Royale,Daybreak Game Company,Massively Multiplayer,$649.2k ($471.7k - $826.7k),$42.3m,150179.0
236390,War Thunder,Gaijin Network Ltd,Massively Multiplayer,$468.1m ($288.8m - $647.3m),$516.7m,121180.0
365590,Tom Clancy’s The Division,Ubisoft,Massively Multiplayer,$100.4m ($65.3m - $135.5m),$2.4b,113877.0
39210,FINAL FANTASY XIV Online,Square Enix,Massively Multiplayer,$96.4m ($47.7m - $145.1m),$1b,95102.0
221100,DayZ,Bohemia Interactive,Massively Multiplayer,$320.5m ($200.6m - $440.4m),$619.3m,78739.0
1151340,Fallout 76,Bethesda Softworks,Massively Multiplayer,$101.3m ($61.6m - $141m),$2.1b,72930.0
304050,Trove,gamigo US Inc.,Massively Multiplayer,$53.2m ($37.1m - $69.4m),$53.8m,58709.0
440900,Conan Exiles,Funcom,Massively Multiplayer,$87.2m ($56.7m - $117.6m),$198.2m,53402.0
