appid,name,publisher_main,Selected_Genre,game_revenue,publisher_revenue
952060,Resident Evil 3,"CAPCOM Co., Ltd.",Survival,$37.2m ($23.9m - $50.6m),$1.8b
823130,Totally Accurate Battlegrounds,Landfall,Survival,$526.9k ($328.8k - $725k),$200.8m
323190,Frostpunk,11 bit studios,Survival,$74.3m ($50.3m - $98.3m),$176.2m
701160,Kingdom Two Crowns,Raw Fury,Survival,$7.3m ($3.8m - $10.7m),$99.5m
389430,Knight Online,NTTGame,Survival,$18.1m ($8.7m - $27.5m),$18.1m
644930,They Are Billions,Numantian Games,Survival,$44.5m ($32.6m - $56.4m),$44.9m
955900,Amazing Cultivation Simulator,GSQ Games,Survival,$15.6m ($10.9m - $20.3m),$15.6m
1433140,The Texas Chain Saw Massacre,Gun Interactive,Survival,$12.3m ($8.1m - $16.6m),$13.2m
747660,Five Nights at Freddy's: Security Breach,ScottGames,Survival,$25.4m ($15.3m - $35.5m),$44.7m
219740,Don't Starve,Klei Entertainment,Survival,$31.3m ($19m - $43.5m),$371.3m
1812450,Bellwright,Donkey Crew,Survival,$14.9m ($10.6m - $19.2m),$25.5m
305620,The Long Dark,Hinterland Studio Inc.,Survival,$52.8m ($37.4m - $68.1m),$52.6m
529180,Dark and Light,Snail Games USA,Survival,$8.4m ($5.8m - $11m),$609.6m
1475810,Ghostwire: Tokyo,Bethesda Softworks,Survival,$22.9m ($14.6m - $31.1m),$2.1b
233860,Kenshi,Lo-Fi Games,Survival,$54.7m ($37.9m - $71.5m),$54.7m
704270,Generation Zero,Avalanche Studios,Survival,$23m ($14.6m - $31.4m),$115.2m
214490,Alien: Isolation,SEGA,Survival,$40.5m ($25.1m - $55.9m),$1.6b
589360,Ni no Kuni II: Revenant Kingdom,BANDAI NAMCO Entertainment,Survival,$16.8m ($11.6m - $22m),$478.1m
454120,Starbase,Frozenbyte,Survival,$2.4m ($1.3m - $3.5m),$30.2m
744900,Dead Frontier 2,Creaky Corpse Ltd,Survival,$8.9m ($6m - $11.8m),$9.2m
1016920,Unrailed!,Daedalic Entertainment,Survival,$18.9m ($10.6m - $27.2m),$159.9m
784150,Workers & Resources: Soviet Republic,Hooded Horse,Survival,$16.9m ($12m - $21.7m),$205m
394510,HELLDIVERS Dive Harder Edition,PlayStation Publishing LLC,Survival,$18.9m ($12.5m - $25.3m),$1.3b
801800,Atomfall,Rebellion,Survival,$5.9m ($4.3m - $7.4m),$225m
1272320,Diplomacy is Not an Option,Door 407,Survival,$13.2m ($8.7m - $17.7m),$13.3m
1121640,The Wandering Village,Stray Fawn Publishing,Survival,$8.5m ($5.3m - $11.8m),$20.1m
335240,Transformice,Atelier 801,Survival,$7m ($4.9m - $9.1m),$7m
859570,Secret Neighbor: Hello Neighbor Multiplayer,tinyBuild,Survival,$8.6m ($5.9m - $11.3m),$179.6m
2141730,Backrooms: Escape Together,Triiodide Studios,Survival,$11.3m ($6.7m - $16m),$11.3m
569480,Kingdoms and Castles,"Lion Shield, LLC",Survival,$13.1m ($9.2m - $16.9m),$13.1m
1850740,Ghost Watchers,Renderise,Survival,$9m ($6m - $12.1m),$9.5m
939850,The Dark Pictures Anthology: Man of Medan,BANDAI NAMCO Entertainment Europe,Survival,$13.3m ($8.5m - $18m),$29.9m
91600,Sanctum,Coffee Stain Publishing,Survival,$365.2k ($171.2k - $559.2k),$592.7m
866800,The Walking Dead: The Final Season,Skybound Games,Survival,$3.8m ($2.2m - $5.3m),$81.1m
1270580,Mind Over Magic,Klei Publishing,Survival,$4.8m ($3.3m - $6.4m),$8.6m
760060,Mutant Year Zero: Road to Eden,Funcom,Survival,$11.2m ($8m - $14.4m),$198.2m
667890,Dead Maze,Atelier 801,Survival,$15.7k ($11.7k - $19.6k),$7m
4500,S.T.A.L.K.E.R.: Shadow of Chernobyl,GSC Game World,Survival,$28.3m ($18.2m - $38.3m),$20.3m
287290,Resident Evil Revelations 2,"CAPCOM Co., Ltd.",Survival,$2.9m ($1.9m - $3.9m),$1.8b
2344320,Legacy: Steel & Sorcery,Notorious Studios,Survival,$2.5m ($1.6m - $3.3m),$2.5m
1732190,FATAL FRAME / PROJECT ZERO: Maiden of Black Water,"KOEI TECMO GAMES CO., LTD.",Survival,$3.1m ($1.9m - $4.3m),$424.5m
513720,Archipelago,Conglomerate 5,Survival,$2.8k ($1.9k - $3.8k),$2.5m
1072420,DRAGON QUEST BUILDERS 2,Square Enix,Survival,$11.3m ($7.6m - $15.1m),$1b
1088090,Day of Dragons,Beawesome Games,Survival,$3.6m ($2.3m - $4.9m),$3.7m
967050,Pacify,Hitchcock Games,Survival,$12.7m ($7.5m - $17.8m),$13.3m
586790,Hold your houses,Conglomerate 5,Survival,$2.9k ($583 - $5.2k),$2.5m
991780,Notes of Soul,（Hong Kong）GKD Game Studio,Survival,$7.4m ($4.7m - $10.1m),$7.4m
2064870,Deceit 2,World Makers,Survival,$1.1m ($707k - $1.6m),$1.1m
333640,Caves of Qud,Kitfox Games,Survival,$6.9m ($5.1m - $8.7m),$39m
536270,Ancestors: The Humankind Odyssey,Private Division,Survival,$10.1m ($6.7m - $13.4m),$141.3m
1101190,Dungeon Defenders: Awakened,Chromatic Games,Survival,$5.1m ($3.5m - $6.7m),$43.2m
951440,Volcanoids,Volcanoid,Survival,$10.8m ($6.9m - $14.6m),$10.7m
2311190,Garten of Banban 3,Euphoric Brothers,Survival,$234.2k ($139.6k - $328.7k),$3.1m
596970,Sunless Skies: Sovereign Edition,Failbetter Games,Survival,$1.7m ($1.1m - $2.2m),$8m
555220,Detention,RedCandleGames,Survival,$3.2m ($2.2m - $4.2m),$18.7m
1534980,Terminus: Zombie Survivors,Longplay Studios,Survival,$1.4m ($1m - $1.8m),$1.4m
222480,Resident Evil Revelations,Capcom,Survival,$11m ($7.2m - $14.9m),$248m
1289380,Sheltered 2,Team17,Survival,$435.6k ($298.4k - $572.8k),$491.6m
812040,Shortest Trip to Earth,Interactive Fate,Survival,$966.5k ($620.5k - $1.3m),$1m
1956040,Kingdom Eighties,Raw Fury,Survival,$916.1k ($709.1k - $1.1m),$99.5m
1579380,Shadow Tactics: Aiko's Choice,Daedalic Entertainment,Survival,$1.6m ($953.1k - $2.2m),$159.9m
564210,Fishermurs,Valkyrie Initiative,Survival,$2.7k ($1.4k - $4k),$2.8m
678800,SAS: Zombie Assault 4,Ninja Kiwi,Survival,$3m ($2.2m - $3.8m),$64.7m
1570330,West Hunt,Wandering Wizard,Survival,$1.9m ($910.6k - $2.9m),$4.4m
509980,BIGFOOT,CyberLight Game Studio,Survival,$13.9m ($10.4m - $17.5m),$13.9m
1108370,Ratropolis,Cassel Games,Survival,$2.7m ($1.8m - $3.6m),$5.7m
47400,Stronghold 3 Gold,Firefly Studios,Survival,$2.8m ($835.4k - $4.7m),$45.4m
2328750,My Little Universe,SayGames,Survival,$1.2m ($796.2k - $1.7m),$1.2m
916840,The Walking Dead: Saints & Sinners,Skydance Interactive,Survival,$19.6m ($12.6m - $26.6m),$21.2m
2963880,Murky Divers,Embers,Survival,$2.9m ($1.7m - $4.1m),$3.1m
383840,Nimbatus - The Space Drone Constructor,Stray Fawn Publishing,Survival,$1.8m ($1.1m - $2.6m),$20.1m
555920,Dark Egypt,GDNomaD,Survival,$2.7k ($552 - $4.9k),$95k
257170,Rebuild 3: Gangs of Deadsville,Northway Games,Survival,$1.3m ($889.5k - $1.7m),$1.8m
860020,EXFIL,MicroProse Software,Survival,$460.9k ($228k - $693.7k),$43.7m
2233120,A Quiet Place: The Road Ahead,Saber Interactive,Survival,$1.7m ($1.2m - $2.2m),$3.1m
314970,Age of Conquest IV,Noble Master LLC,Survival,$8.2k ($5.5k - $10.8k),$17.6k
726110,Overcrowd: A Commute 'Em Up,SquarePlay Games,Survival,$882.2k ($561.8k - $1.2m),$882.1k
757320,Atomicrops,Raw Fury,Survival,$1.6m ($1m - $2.3m),$99.5m
2061440,Oxygen: First Breath,GrabTheGames,Survival,0,$13.7m
434570,Blood and Bacon,Grunge Games LTD,Survival,$1m ($684.6k - $1.4m),$1m
2436570,DRAGON QUEST BUILDERS,Square Enix,Survival,$733.2k ($448.6k - $1m),$1b
407840,Guardians of Orion (Phase 2),DANKIE,Survival,$744.9k ($480.1k - $1m),$2.5m
1150760,Gloomwood,New Blood Interactive,Survival,$2.4m ($1.6m - $3.3m),$67m
1574900,Salt 2: Shores of Gold,Lavaboots Studios,Survival,$870.1k ($546.8k - $1.1m),$2.2m
1253710,Garbage,GrabTheGames,Survival,$255.2k ($155.7k - $354.7k),$13.7m
3123830,Dread Tomb,Gamirror Games,Survival,$26.9k ($15.5k - $38.3k),$118.8m
1402020,SCP: Labrat,Bezbro Games,Survival,0,$7.9k
266430,Anarchy Arcade,Elijah Newman-Gomez,Survival,0,$0 
388550,Galactic Missile Defense,Black Sheep Games,Survival,$1.3k ($693 - $2k),$1.3k
2846060,Subterror,Team Monumental,Survival,$88.5k ($54.6k - $122.5k),$104.2k
2902540,KUNKUN Defender,Seal,Survival,$47.8k ($30.1k - $65.5k),$112.8k
251570,7 Days to Die,The Fun Pimps Entertainment LLC,Tower Defense,$169.3m ($113.7m - $224.8m),$169.1m
960090,Bloons TD 6,Ninja Kiwi,Tower Defense,$54m ($39.9m - $68m),$64.7m
780310,The Riftbreaker,EXOR Studios,Tower Defense,$19.3m ($12.5m - $26m),$19.9m
236110,Dungeon Defenders II,Chromatic Games,Tower Defense,$21.7m ($15.8m - $27.6m),$43.2m
1566690,Outpost: Infinity Siege,Lightning Games,Tower Defense,$5.5m ($3.4m - $7.5m),$85.3m
3590,Plants vs. Zombies GOTY Edition,"PopCap Games, Inc.",Tower Defense,$22m ($14.9m - $29m),$29m
201790,Orcs Must Die! 2,Robot Entertainment,Tower Defense,$4.7m ($992k - $8.4m),$25.8m
210770,Sanctum 2,Coffee Stain Publishing,Tower Defense,$3.1m ($1.5m - $4.7m),$592.7m
65800,Dungeon Defenders,Chromatic Games,Tower Defense,$16.2m ($8.6m - $23.9m),$43.2m
1035510,Ultimate Zombie Defense,Terror Dog Studio,Tower Defense,$437.5k ($223.5k - $651.4k),$752.4k
489520,Minion Masters,BetaDwarf,Tower Defense,$5.9m ($3.7m - $8.2m),$7.4m
2647230,HoloParade,holo Indie,Tower Defense,$406.7k ($236.6k - $576.8k),$1.3m
562730,MechDefender - Tower Defense,Conglomerate 5,Tower Defense,$6.1k ($3.2k - $9k),$2.5m
1202130,Starship Troopers: Terran Command,Slitherine Ltd.,Tower Defense,$9.5m ($6.5m - $12.5m),$97.4m
2453360,Cluckmech Oasis,Mammorize,Tower Defense,$1.5m ($984.3k - $2.1m),$1.5m
1637320,Dome Keeper,Raw Fury,Tower Defense,$13.5m ($8.4m - $18.5m),$99.5m
469600,Legion TD 2 - Multiplayer Tower Defense,AutoAttack Games,Tower Defense,$10.1m ($7.5m - $12.6m),$10.1m
543900,METAL GEAR SURVIVE,KONAMI,Tower Defense,$5m ($3.3m - $6.7m),$639.8m
3226530,Tower Dominion,Parallel 45 Games,Tower Defense,$2.8m ($2m - $3.7m),$2.8m
2273980,Orcs Must Die! Deathtrap,Robot Entertainment,Tower Defense,$2.9m ($2m - $3.8m),$25.8m
2187290,Wall World,Alawar,Tower Defense,$2m ($1.3m - $2.6m),$13.3m
1197260,The Perfect Tower II,Fire Sword Studios,Tower Defense,$1.1k ($821 - $1.4k),$1.1k
1377380,Night of the Dead,Jackto Studios,Tower Defense,$9.3m ($6.7m - $11.9m),$9.3m
1843760,Rogue Tower,Die of Death Games,Tower Defense,$4.8m ($3.2m - $6.5m),$4.8m
1367550,Kingdom Rush Vengeance - Tower Defense,Ironhide Game Studio,Tower Defense,$8.7m ($5.5m - $11.8m),$28.7m
1262240,Plants vs. Zombies: Battle for Neighborville,Electronic Arts,Tower Defense,$9.5m ($6.1m - $12.9m),$4.5b
848480,Creeper World 4,Knuckle Cracker,Tower Defense,$5.6m ($3.3m - $7.9m),$9.1m
496300,Kingdom: New Lands,Raw Fury,Tower Defense,$3.6m ($2.3m - $5m),$99.5m
503770,Elven Assassin,Wenkly Studio Sp. z o.o.,Tower Defense,$275.6k ($151.6k - $399.5k),$580.7k
280220,Creeper World 3: Arc Eternal,Knuckle Cracker,Tower Defense,$2.2m ($1.4m - $3m),$9.1m
537200,Defense Of Greece TD,First Games Interactive,Tower Defense,$9.1k ($1.8k - $16.5k),$53.9k
248390,Craft The World,Dekovir Ltd,Tower Defense,$6.9m ($5m - $8.9m),$6.9m
2346410,Border Pioneer,Yogscast Games,Tower Defense,$1.5m ($945.4k - $2.1m),$37.9m
357780,Defend Your Life: TD,Alda Games,Tower Defense,$72.3k ($41.8k - $102.9k),$975.3k
444640,Bloons TD Battles,Ninja Kiwi,Tower Defense,$1.3m ($973.8k - $1.7m),$64.7m
2821800,Drill Core,tinyBuild,Tower Defense,$2.1m ($1.4m - $2.8m),$179.6m
1197570,Until We Die,Pixeye Games,Tower Defense,$1m ($594.4k - $1.5m),$1m
937310,Infinitode 2 - Infinite Tower Defense,Prineside,Tower Defense,$12.5k ($7.2k - $17.8k),$12.5k
343930,Fort Defense,8Floor,Tower Defense,$10.2k ($6.1k - $14.3k),$3.8m
2277320,Necrosmith 2,Alawar,Tower Defense,$529.6k ($351.8k - $707.4k),$13.3m
2411910,miniBONG,Game Star,Tower Defense,$179.6k ($119.5k - $239.6k),$816.4k
1106530,GemCraft - Frostborn Wrath,Game in a Bottle,Tower Defense,$933k ($578k - $1.2m),$932.7k
371460,Gnumz: Masters of Defense,8Floor,Tower Defense,$7.5k ($4k - $11k),$3.8m
246420,Kingdom Rush  - Tower Defense,Ironhide Game Studio,Tower Defense,$4m ($2.9m - $5.2m),$28.7m
816340,Kingdom Rush Origins - Tower Defense,Ironhide Game Studio,Tower Defense,$4.6m ($2.9m - $6.3m),$28.7m
294750,Anomaly Defenders,11 bit studios,Tower Defense,$74.1k ($41.4k - $106.8k),$176.2m
2224640,Artisan TD,Unexpected,Tower Defense,$788.8k ($554.5k - $1m),$2.7m
91200,Anomaly: Warzone Earth,11 bit studios,Tower Defense,$1.7m ($343.7k - $3m),$176.2m
688420,Bad North: Jotunn Edition,Raw Fury,Tower Defense,$4.7m ($3.1m - $6.3m),$99.5m
450850,Cube Land Arena,SC Jogos,Tower Defense,$4.5k ($2.4k - $6.6k),$762.8k
18500,Defense Grid: The Awakening,Hidden Path Entertainment,Tower Defense,$1.8m ($1.2m - $2.4m),$3.1m
294020,Merchants of Kaidan,Forever Entertainment S. A.,Tower Defense,$346.1k ($172.2k - $519.9k),$4.5m
523660,HYPERCHARGE: Unboxed,Digital Cybercherries,Tower Defense,$5m ($2.9m - $7m),$6.9m
2562730,Samawa Idle,Samharia Studios,Tower Defense,$140.7k ($96.3k - $185.1k),$143.9k
306020,Bloons TD 5,Ninja Kiwi,Tower Defense,$3.3m ($2.3m - $4.3m),$64.7m
296490,GemCraft - Chasing Shadows,Armor Games Studios,Tower Defense,$883.6k ($580.8k - $1.1m),$20.7m
423550,Day D: Tower Rush,8Floor,Tower Defense,$7.3k ($4.4k - $10.3k),$3.8m
618610,Endless Horde,Ominous Entertainment,Tower Defense,$10.6k ($5.7k - $15.5k),$27.3k
227860,Castle Story,Sauropod Studio,Tower Defense,$6m ($4.2m - $7.8m),$6m
1018830,Element TD 2 - Tower Defense,Element Studios,Tower Defense,$2.7m ($1.6m - $3.9m),$3.4m
328080,Rise to Ruins,SixtyGig Games,Tower Defense,$2.3m ($1.7m - $3m),$2.3m
345330,Eden Rising,The Wall Productions Inc.,Tower Defense,$12.1k ($7.1k - $17.1k),$12.1k
2459550,Emberward,Refic Games,Tower Defense,$2.2m ($1.4m - $2.9m),$2.2m
1868000,Resist the succubus—The end of the female Knight,OTAKU Plan,Tower Defense,$568.7k ($397.4k - $739.9k),$8.4m
204530,Infested Planet,Rocket Bear Games,Tower Defense,$868.9k ($558.4k - $1.1m),$869k
1724770,Castle Of Alchemists,Team Machiavelli,Tower Defense,$282.2k ($197.6k - $366.7k),$282.2k
1433420,Love n War: Hero by Chance,Reborn Entertainment,Tower Defense,$32.4k ($18.5k - $46.2k),$779.6k
1482910,Idle Monster TD,Swell Games LLC,Tower Defense,$28.1k ($14.9k - $41.3k),$1.2m
1975520,Astronomics,Numizmatic,Tower Defense,$418.1k ($295.5k - $540.7k),$424.2k
243780,PixelJunk Monsters Ultimate,Double Eleven,Tower Defense,$357k ($145.8k - $568.1k),$684.8k
422900,Particle Fleet: Emergence,Knuckle Cracker,Tower Defense,$717.3k ($482.3k - $952.3k),$9.1m
541230,Alien Shooter TD,Sigma Team Inc.,Tower Defense,$100.2k ($60.2k - $140.2k),$2.4m
454870,Magic Quest,Stereo7 Games,Tower Defense,$4.1k ($2k - $6.2k),$32.4k
315460,Dig or Die,Gaddy Games,Tower Defense,$1.7m ($1.2m - $2.1m),$3.8m
371140,Aegis Defenders,Humble Games,Tower Defense,$825.7k ($357.6k - $1.2m),$202.5m
319760,Oh My Gore!,Daedalic Entertainment,Tower Defense,$22.5k ($12.5k - $32.6k),$159.9m
1983970,Affogato,Spiral Up Games,Tower Defense,$362.1k ($243.2k - $481k),$32.8m
878380,Touhou Big Big Battle,MyACG Studio,Tower Defense,$34.1k ($18.5k - $49.8k),$2.8m
1709900,Tower Tactics: Liberation,asraworks,Tower Defense,$701.3k ($446.6k - $956.1k),$714.7k
1713810,Lumencraft,Star Drifters,Tower Defense,$1.2m ($720.3k - $1.8m),$2.6m
989690,Conan Unconquered,Funcom,Tower Defense,$953.2k ($649.7k - $1.2m),$198.2m
40950,Stronghold HD (2012),Firefly Studios,Tower Defense,$1m ($588.7k - $1.4m),$45.4m
355800,Space Run Galaxy,Focus Entertainment,Tower Defense,$802k ($511.5k - $1m),$728.4m
254200,FortressCraft Evolved!,Digital Tribe,Tower Defense,$796.1k ($548.3k - $1m),$3.3m
249330,Unholy Heights,PLAYISM,Tower Defense,$307.9k ($178.8k - $436.9k),$86.3m
115120,Iron Brigade,Double Fine Productions,Tower Defense,$327.2k ($204k - $450.5k),$21.4m
2186360,IDUN - Frontline Survival,Surefire.Games,Tower Defense,$321.7k ($233.4k - $410k),$27.8m
449710,REDCON,Hexage,Tower Defense,$156.5k ($96.2k - $216.7k),$352.9k
2118250,Kitchen Crisis,Team Samoyed,Tower Defense,$140.8k ($98.8k - $182.9k),$3.2m
215710, Fieldrunners 2,Subatomic Studios LLC,Tower Defense,$111.8k ($72k - $151.5k),$196.7k
2427570,Block Tower TD,MyDreamForever,Tower Defense,$8.5k ($4.7k - $12.4k),$120.7k
538920,Fiery Disaster,Vogelfänger,Tower Defense,$3.2k ($654 - $5.8k),$9k
1946970,Isle of Arrows,Gridpop,Tower Defense,$585k ($356k - $813.9k),$584.7k
2296550,Axon TD: Uprising - Tower Defense,Element Studios,Tower Defense,$680.6k ($438.8k - $922.4k),$3.4m
227220,Sang-Froid - Tales of Werewolves,Artifice Studio,Tower Defense,0,$170.6k
2287970,Dungeon's Legion,Kagura Games,Tower Defense,$391.3k ($252.2k - $530.3k),$63.4m
1671350,Touhou Monster TD ~ 幻想乡妖怪塔防,MyACG Studio,Tower Defense,$322.4k ($227.4k - $417.4k),$2.8m
3133060,Gnomes,DYSTOPIAN,Tower Defense,$392.3k ($270.8k - $513.9k),$392.3k
3054090,Idle Tower Defense,ZNZ Games,Tower Defense,$31.7k ($19.5k - $43.9k),$31.7k
2617400,Minimalist Tower Defense,Happy213,Tower Defense,$250.5k ($167.8k - $333.3k),$250k
1669980,Volcano Princess,养蛋人 Egg Hatcher,Visual Novel,$11.8m ($8m - $15.7m),$11.8m
626690,Sword Art Online: Fatal Bullet,BANDAI NAMCO Entertainment,Visual Novel,$20.3m ($12.8m - $27.8m),$478.1m
2786680,"Knowledge, or know Lady",蒸汽满满工作室,Visual Novel,$2.5m ($1.5m - $3.5m),$2.5m
1449690,The Walking Dead: The Telltale Definitive Series,Skybound Games,Visual Novel,$15.5m ($10.2m - $20.9m),$81.1m
1880330,Sanfu,Gamirror Games,Visual Novel,$2.5m ($1.5m - $3.4m),$118.8m
2593370,The Hungry Lamb: Traveling in the Late Ming Dynasty,零创游戏(ZerocreationGame),Visual Novel,$5.3m ($3.4m - $7.2m),$5.9m
567640,Danganronpa V3: Killing Harmony,"Spike Chunsoft Co., Ltd.",Visual Novel,$15.9m ($10.1m - $21.7m),$94.5m
459820,Crush Crush,Sad Panda Studios,Visual Novel,$26.4m ($16.3m - $36.4m),$35.4m
2401970,Ace Attorney Investigations Collection,"CAPCOM Co., Ltd.",Visual Novel,$3.3m ($2m - $4.5m),$1.8b
994730,Banner of the Maid,2P Games,Visual Novel,$3.3m ($2.1m - $4.4m),$43.1m
1451940,NEEDY STREAMER OVERLOAD,WSS playground,Visual Novel,$16.3m ($11.4m - $21.2m),$24.7m
412830,STEINS;GATE,"Spike Chunsoft Co., Ltd.",Visual Novel,$9.7m ($6.3m - $13.2m),$94.5m
973760,Thronebreaker: The Witcher Tales,CD PROJEKT RED,Visual Novel,$10.9m ($7.4m - $14.4m),$1.1b
1207650,Suzerain,Torpor Games,Visual Novel,$2.5m ($1.3m - $3.7m),$2.5m
2378900,The Coffin of Andy and Leyley,Kit9 Studio,Visual Novel,$3.8m ($2.4m - $5.1m),$3.8m
821880,Idol Manager,PLAYISM,Visual Novel,$2.2m ($1.4m - $2.9m),$86.3m
2190220,Touhou Danmaku Kagura Phantasia Lost,Alliance Arts,Visual Novel,$1.4m ($922k - $1.9m),$19.4m
417860,Emily is Away,Kyle Seeley,Visual Novel,0,$1.6m
251990,Long Live The Queen,Hanako Games,Visual Novel,$2.1m ($1.6m - $2.7m),$3.5m
2865490,恋爱单选题,无忧传媒,Visual Novel,$586.6k ($412.5k - $760.6k),$586.4k
2826180,Chill Pulse,Catos Game,Visual Novel,$567k ($405.3k - $728.8k),$564.7k
498240,Batman - The Telltale Series,Telltale,Visual Novel,$6.8m ($4.8m - $8.7m),$25.7m
331470,Everlasting Summer,Soviet Games,Visual Novel,0,$463.2k
675260,Batman: The Enemy Within - The Telltale Series,Telltale,Visual Novel,$2.6m ($1.8m - $3.4m),$25.7m
2073250,Rift of the NecroDancer,Klei Publishing,Visual Novel,$3.1m ($2.1m - $4.2m),$8.6m
743450,Monster Prom,Xelu,Visual Novel,$3.4m ($2.2m - $4.6m),$3.9m
3433810,咸鱼殿下 / My journey,恭迎皇子驾到工作室,Visual Novel,$469.4k ($313.8k - $624.9k),$469.4k
2457540,Cardfight!! Vanguard Dear Days 2,Bushiroad Inc.,Visual Novel,$1.4m ($951.3k - $1.9m),$6.6m
648100,Raging Loop,KEMCO,Visual Novel,$4.1m ($2.5m - $5.7m),$4.7m
1347430,Cute Honey,Lovely Games Hentai Club,Visual Novel,$470.3k ($149.3k - $791.4k),$1.5m
2097570,StarVaders,Joystick Ventures,Visual Novel,$2m ($1.4m - $2.6m),$6.2m
1003520,Hentai Crush,Mature Games,Visual Novel,$158.7k ($79.3k - $238k),$416.9k
2396980,Fate/stay night REMASTERED,Aniplex Inc.,Visual Novel,$2.8m ($1.9m - $3.7m),$14.6m
1933650,The Imperial Gatekeeper,Kagura Games,Visual Novel,$1.9m ($1m - $2.8m),$63.4m
313730,Sunrider: Mask of Arcadius,Sekai Project,Visual Novel,0,$39.2m
2113920,The Legend of Heroes: Kuro no Kiseki Ⅱ -CRIMSON SiN-	,Clouded Leopard Entertainment,Visual Novel,$836.5k ($574.9k - $1m),$15.3m
2399220,NUKITASHI,Shiravune,Visual Novel,$1.5m ($980.9k - $2m),$15.3m
477740,Zero Escape: The Nonary Games,"Spike Chunsoft Co., Ltd.",Visual Novel,$3.4m ($2.3m - $4.5m),$94.5m
524580,Fairy Fencer F Advent Dark Force,Idea Factory International,Visual Novel,$2.3m ($1.5m - $3m),$37.9m
2011470,大侠请重来,熊窝dodox,Visual Novel,$60.7k ($24.4k - $97k),$628k
1506980,Lay a Beauty to Rest: The Darkness Peach Blossom Spring,零创游戏(ZerocreationGame),Visual Novel,$615k ($301.9k - $928.2k),$5.9m
1920780,Stray Gods: The Roleplaying Musical,Humble Games,Visual Novel,$2.4m ($1.8m - $3.1m),$202.5m
1230140,ATRI -My Dear Moments-,ANIPLEX.EXE,Visual Novel,$5.4m ($3.4m - $7.3m),$6m
2142160,Turlock Holmes,Neverland Entertainment,Visual Novel,$381.9k ($235.9k - $527.8k),$11.2m
1340480,The Cosmic Wheel Sisterhood,Devolver Digital,Visual Novel,$1.5m ($1.1m - $1.9m),$501.4m
1974520,Dusk Pub - Adult Only,YellowDuckWorks,Visual Novel,$1.2m ($794.1k - $1.6m),$1.5m
368370,Her Story,Sam Barlow,Visual Novel,$1.3m ($1m - $1.7m),$1.3m
2734450,Folie Fatale,346lab Localization,Visual Novel,$205.4k ($125.8k - $285k),$819.9k
1662840,PARQUET,NekoNyan Ltd.,Visual Novel,$266.9k ($148.2k - $385.6k),$29.6m
779640,妄想症：Deliver Me,SakuraGame,Visual Novel,$53.5k ($30.2k - $76.8k),$3.9m
833040,Hiveswap Friendsim,Fellow Traveller,Visual Novel,$51.4k ($35.9k - $66.9k),$16.8m
3173890,Half Billion: Love Choice,坤舆科技,Visual Novel,$266.1k ($191.5k - $340.6k),$385.8k
1574820,Until Then,Maximum Entertainment,Visual Novel,$2.1m ($1.3m - $2.8m),$32.3m
1155970,Roadwarden,Assemble Entertainment,Visual Novel,$1.3m ($740k - $1.9m),$24.3m
581130,Metal Waltz: Anime tank girls,WuL Game Studio,Visual Novel,$294.9k ($183k - $406.7k),$294.9k
648580,428: Shibuya Scramble,"Spike Chunsoft Co., Ltd.",Visual Novel,$792.3k ($627.3k - $957.3k),$94.5m
359390,Amnesia: Memories,Idea Factory International,Visual Novel,$708.1k ($502.2k - $914k),$37.9m
1663220,Coffee Talk Episode 2: Hibiscus & Butterfly,Toge Productions,Visual Novel,$982.2k ($658.4k - $1.3m),$7.8m
751440,VR Kanojo / VRカノジョ,ILLUSION,Visual Novel,$3.6m ($2.2m - $5m),$63.7m
2460980,Tide—1927—,咕咕制作组,Visual Novel,$19.6k ($10.1k - $29.1k),$21.1k
333600,NEKOPARA Vol. 1,Sekai Project,Visual Novel,$5.8m ($3.5m - $8.1m),$39.2m
429580,A Wild Catgirl Appears!,NewWestGames,Visual Novel,$43.4k ($8.6k - $78.2k),$94.8k
555950,Danganronpa Another Episode: Ultra Despair Girls,"Spike Chunsoft Co., Ltd.",Visual Novel,$3.1m ($2.1m - $4.1m),$94.5m
2612700,S4U: CITYPUNK 2011 AND LOVE PUNCH,GCORES PUBLISHING,Visual Novel,$510.7k ($337.2k - $684.2k),$1.2m
1044620,Aokana - Four Rhythms Across the Blue,NekoNyan Ltd.,Visual Novel,$1.6m ($954k - $2.2m),$29.6m
695330,SEASON: A letter to the future,Scavengers Studio,Visual Novel,$1.2m ($905k - $1.5m),$1.2m
2781750,Sisters: Last Day of Summer,JAST,Visual Novel,$218.7k ($130.7k - $306.7k),$10.1m
2514640,All in Abyss: Judge the Fake,Alliance Arts,Visual Novel,$146.1k ($98.5k - $193.7k),$19.4m
3068300,Katawa Shoujo,Four Leaf Studios,Visual Novel,0,$0 
264380,Narcissu 1st & 2nd,Sekai Project,Visual Novel,0,$39.2m
2185770,Aonatsu Line,HIKARI FIELD,Visual Novel,$234.4k ($133.6k - $335.1k),$46.9m
