appid,name,publisher_main,Selected_Genre,game_revenue,publisher_revenue
1413870,Shadow Man Remastered,Nightdive Studios,Metroidvania,$399.5k ($298.8k - $500.3k),$20.5m
339200,Oceanhorn: Monster of Uncharted Seas,Cornfox & Brothers Ltd.,Metroidvania,$969.6k ($632.6k - $1.3m),$969.1k
368620,Timespinner,Chucklefish,Metroidvania,$1.3m ($838.3k - $1.7m),$84m
537450,ReCore: Definitive Edition,Xbox Game Studios,Metroidvania,$633.4k ($421.1k - $845.8k),$1.8b
311190,Super Panda Adventures,Paul Schneider,Metroidvania,$143.2k ($50.4k - $236k),$512.2k
2394650,Crypt Custodian,Kyle Thompson,Metroidvania,$639.7k ($435.1k - $844.3k),$680.4k
449610,Monster Boy and the Cursed Kingdom,FDG Entertainment,Metroidvania,$807k ($573.3k - $1m),$1.2m
247240,Volgarr the Viking,Crazy Viking Studios,Metroidvania,$1.2m ($770.7k - $1.7m),$1.2m
361230,Super Daryl Deluxe,Dan & Gary Games,Metroidvania,$243k ($96k - $390k),$243k
277890,Shantae: Risky's Revenge - Director's Cut,WayForward,Metroidvania,$546.7k ($344.7k - $748.6k),$11.9m
1123450,Chicory: A Colorful Tale,Finji,Metroidvania,$1.2m ($927.1k - $1.5m),$24.5m
278360,A Story About My Uncle,Coffee Stain Publishing,Platformer,$2.2m ($1.2m - $3.1m),$592.7m
367520,Hollow Knight,Team Cherry,Platformer,$98.6m ($68.7m - $128.4m),$176.7m
203160,Tomb Raider,Crystal Dynamics,Platformer,$76.5m ($52.3m - $100.7m),$244.2m
424840,Little Nightmares,BANDAI NAMCO Entertainment,Platformer,$22.6m ($13.7m - $31.5m),$478.1m
1253920,Rogue Legacy 2,Cellar Door Games,Platformer,$16.3m ($10.7m - $21.9m),$26.4m
2285150,The Front,Samar Studio,Platformer,$5.1m ($3.4m - $6.7m),$5.1m
1147560,Skul: The Hero Slayer,NEOWIZ,Platformer,$24.2m ($17m - $31.5m),$124.1m
1509960,PICO PARK,TECOPARK,Platformer,$13.5m ($7.7m - $19.3m),$17.3m
2273430,BlazBlue Entropy Effect,91Act,Platformer,$17.4m ($11.6m - $23.2m),$17.4m
339610,Freestyle 2: Street Basketball,JOYCITY,Platformer,$27.5m ($18.7m - $36.4m),$27.7m
860510,Little Nightmares II,BANDAI NAMCO Entertainment,Platformer,$26.6m ($17.9m - $35.4m),$478.1m
1382330,Persona 5 Strikers,SEGA,Platformer,$22.5m ($15m - $29.9m),$1.6b
241600,Rogue Legacy,Cellar Door Games,Platformer,$8.9m ($5.8m - $11.9m),$26.4m
1167630,Teardown,Tuxedo Labs,Platformer,$52.5m ($36.7m - $68.2m),$52.4m
463220,Dungeon of Zolthan,New Reality Games,Platformer,$15.1k ($8.1k - $22.2k),$603.1k
260230,Valiant Hearts: The Great War / Soldats Inconnus : Mémoires de la Grande Guerre,Ubisoft,Platformer,$6m ($3.8m - $8.2m),$2.4b
969990,SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,THQ Nordic,Platformer,$15.2m ($9.6m - $20.7m),$387.4m
788100,Neon Abyss,Team17,Platformer,$27.4m ($16.9m - $37.9m),$491.6m
3261010,East Trade Tycoon: Inheritance,PandaUpStudio,Platformer,$232k ($46.4k - $417.6k),$242k
327030,Worms W.M.D,Team17,Platformer,$5.9m ($3.4m - $8.4m),$491.6m
434530,Flobe,Volens Nolens Games,Platformer,$1.5k ($794 - $2.3k),$658.4k
2525380,Tomb Raider IV-VI Remastered,Aspyr,Platformer,$1.3m ($886.5k - $1.8m),$18m
233980,UnEpic,Unepic Games,Platformer,$4.4m ($2.8m - $6.1m),$5m
953490,CARRION,Devolver Digital,Platformer,$11.1m ($8.2m - $14m),$501.4m
224760,FEZ,Trapdoor,Platformer,$4.7m ($2.7m - $6.7m),$4.7m
1794960,Sonic Origins,SEGA,Platformer,$4.2m ($2.9m - $5.6m),$1.6b
1177980,"Little Kitty, Big City",Double Dagger Studio,Platformer,$6.8m ($4.7m - $9m),$6.8m
1533390,Gorilla Tag,Another Axiom Inc.,Platformer,$26.7m ($16.8m - $36.6m),$26.7m
514360,Freedom Fighter,Volens Nolens Games,Platformer,$1.8k ($376 - $3.3k),$658.4k
487700,Conan the mighty pig,Mihai Morosanu,Platformer,$12.2k ($6.6k - $17.8k),$41.4k
619700,Steel Rats,Tate Multimedia,Platformer,$268.1k ($62.5k - $473.6k),$1.7m
414920,Corgi Warlock,Xander's Corgi Arcade,Platformer,$19.9k ($3.9k - $35.8k),$19.9k
572890,Pikuniku,Devolver Digital,Platformer,$2.9m ($1.7m - $4.1m),$501.4m
1701520,Afterimage,Maximum Entertainment,Platformer,$3.1m ($2.1m - $4.1m),$32.3m
225080,Brothers - A Tale of Two Sons,505 Games,Platformer,$5.5m ($3.4m - $7.6m),$293.6m
1522870,Supraland Six Inches Under,Supra Games,Platformer,$1m ($713.2k - $1.4m),$5.6m
1195290,Moncage,XD,Platformer,$2.6m ($1.7m - $3.6m),$84.3m
641080,Trials Rising,Ubisoft,Platformer,$2.2m ($1.4m - $3m),$2.4b
3218600,Game of Fate 2: A Century's Promise,EpicDream Games,Platformer,$393.6k ($245.4k - $541.7k),$957.3k
421170,Indivisible,505 Games,Platformer,$3.9m ($2.5m - $5.4m),$293.6m
978300,Saints Row: The Third Remastered,Deep Silver,Platformer,$3.9m ($2.1m - $5.7m),$567.3m
1592670,Soda Crisis,bilibili,Platformer,$538.4k ($352.5k - $724.3k),$133.8m
609320,FAR: Lone Sails,Assemble Entertainment,Platformer,$3.1m ($1.9m - $4.2m),$24.3m
2458530,魔女的夜宴,HIKARI FIELD,Platformer,$5.5m ($3.5m - $7.4m),$46.9m
1233570,Mirror's Edge Catalyst,Electronic Arts,Platformer,$4m ($2.6m - $5.4m),$4.5b
1149440,Dragon Marked For Death,"INTI CREATES CO., LTD.",Platformer,$1.2m ($890.8k - $1.6m),$8.5m
219830,King Arthur's Gold,Transhuman Design,Platformer,0,$83.1k
1578860,Billionaire Lovers,Ayacat Games,Platformer,$88.1k ($49.9k - $126.3k),$88.1k
115800,Owlboy,D-Pad Studio,Platformer,$4.9m ($3.4m - $6.5m),$5m
3263320,Carry The Glass,SlugShot Games,Platformer,$1.3m ($769.9k - $1.8m),$1.2m
481510,Night in the Woods,Finji,Platformer,$7.6m ($5.5m - $9.7m),$24.5m
242550,Rayman Legends,Ubisoft,Platformer,$9.3m ($6.4m - $12.1m),$2.4b
611860,Aborigenus,Flying Islands Team,Platformer,$9.2k ($4.6k - $13.9k),$30.6k
435790,10 Second Ninja X,Curve Games,Platformer,$67.1k ($36.5k - $97.8k),$196.4m
720560,Vigil: The Longest Night,Glass Heart Games,Platformer,$1.4m ($992.6k - $1.8m),$1.4m
1306630,Lost Ruins,DANGEN Entertainment,Platformer,$2.5m ($1.7m - $3.3m),$26.4m
95400,ibb & obb,Sparpweed,Platformer,$810.5k ($473.4k - $1.1m),$810.5k
2500750,Only Climb: Better Together,Exbyte Studios,Platformer,$764.3k ($479.3k - $1m),$764k
346120,Boring Man - Online Tactical Stickman Combat,Spasman Games,Platformer,$1.6k ($1.1k - $2k),$1.6k
1333200,Song of Nunu: A League of Legends Story,Riot Forge,Platformer,$1.7m ($1.2m - $2.2m),$15.8m
523670,Adventures Of Fluzz,Volens Nolens Games,Platformer,$923 ($462 - $1.3k),$658.4k
1051200,Trover Saves the Universe,"Squanch Games, Inc.",Platformer,$4.5m ($2.9m - $6.1m),$40.5m
393520,Iconoclasts,Bifrost Entertainment,Platformer,$2m ($1.4m - $2.6m),$2m
2703850,Rooftops & Alleys: The Parkour Game,MLMEDIA,Platformer,$2.6m ($1.9m - $3.3m),$2.6m
1983710,Dungeon Village 2,"Kairosoft Co., Ltd",Platformer,$417.8k ($252.1k - $583.4k),$5.6m
2835110,Sea Fantasy,METASLA,Platformer,$239.4k ($168.3k - $310.5k),$239.4k
1352930,HAAK,OKJOY,Platformer,$670.2k ($361.2k - $979.2k),$1.7m
976890,Hidden Deep,Daedalic Entertainment,Platformer,$2.5m ($1.7m - $3.3m),$159.9m
200010,Quantum Conundrum,Square Enix,Platformer,$675.6k ($443.5k - $907.8k),$1b
457210,SEUM: Speedrunners from Hell,Pine Studio,Platformer,$452.3k ($290.6k - $614.1k),$29m
1203630,Record of Lodoss War-Deedlit in Wonder Labyrinth-,WSS playground,Platformer,$1.3m ($970.5k - $1.8m),$24.7m
217200,Worms Armageddon,Team17 Digital Ltd,Platformer,$4.1m ($2.4m - $5.9m),$25.9m
611350,Evil Tag,HFM Games,Platformer,$45.7k ($9.1k - $82.4k),$3.2m
235210,STRIDER / ストライダー飛竜,Capcom,Platformer,$1.5m ($917.4k - $2.1m),$248m
230700,La-Mulana,PLAYISM,Platformer,$1.2m ($790.7k - $1.6m),$86.3m
218060,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,Gaijin Games,Platformer,$436.3k ($213.5k - $659.2k),$1.9m
2761610,Creator of Another World,kuetaro (くえたろう),Platformer,$186.1k ($129.5k - $242.6k),$186k
2273880,Arms Evolution: ZOMBIE DESTROYER,LP Game,Platformer,$63.6k ($40k - $87.1k),$63.6k
322110,20XX,Batterystaple Games,Platformer,$1.7m ($1.2m - $2.2m),$3m
323320,Grow Home,Atari,Platformer,$2.2m ($1.4m - $3m),$37.7m
264730,Deadly 30,Ignatus Zuk and Gonzalo Villagomez,Platformer,$276.4k ($146.1k - $406.7k),$276.4k
1776970,月に寄りそう乙女の作法,HIKARI FIELD,Platformer,$995.1k ($573.5k - $1.4m),$46.9m
249870,Scribblenauts Unmasked: A DC Comics Adventure,Warner Bros. Interactive Entertainment,Platformer,$2.1m ($1.2m - $3.1m),$446.3m
843200,Alien Hominid Invasion,The Behemoth,Platformer,$1m ($758k - $1.3m),$72.6m
1429500,Frontier Hunter: Erza’s Wheel of Fortune,IceSitruuna,Platformer,$1m ($631.2k - $1.5m),$1.6m
785790,WHAT THE GOLF?,Triband,Platformer,$1.4m ($1m - $1.8m),$1.9m
2717880,The Rogue Prince of Persia,Ubisoft,Platformer,$1m ($717.7k - $1.2m),$2.4b
227600,Castle of Illusion,SEGA,Platformer,$1.4m ($969.9k - $1.9m),$1.6b
71250,Sonic Adventure DX,SEGA,Platformer,$3.5m ($2.4m - $4.5m),$1.6b
242820,140,Carlsen Games,Platformer,$405k ($315.4k - $494.7k),$405k
212800,Super Crate Box,Vlambeer,Platformer,0,$8.5m
230270,N++ (NPLUSPLUS),Metanet Software Inc.,Platformer,$2.3m ($1.5m - $3m),$2.3m
1114940,I Wanna Maker,The Elephant Crew,Platformer,0,$0 
1265780,The Lord of the Rings: Gollum,Daedalic Entertainment,Platformer,$648.8k ($471.6k - $826k),$159.9m
1983260,Dungeons of Hinterberg,Curve Games,Platformer,$1.3m ($953.9k - $1.8m),$196.4m
394970,DEADBOLT,Hopoo Games,Platformer,$1.6m ($991.5k - $2.2m),$1.6m
363440,Mega Man Legacy Collection,Capcom,Platformer,$1.7m ($1m - $2.4m),$248m
2286770,Paper Bride 4 Bound Love,HeartBeat Plus,Platformer,$314.1k ($203.8k - $424.3k),$1.7m
331870,AER Memories of Old,Daedalic Entertainment,Platformer,$942.4k ($587.7k - $1.2m),$159.9m
591420,Zup! 4,Quiet River,Platformer,$160.2k ($98.9k - $221.5k),$2.4m
882790,Fate Seeker,JSL Entertainment,Puzzle,$8.5m ($5.2m - $11.7m),$13m
490220,Prismata,Lunarch Studios,Puzzle,$4.1k ($2.2k - $5.9k),$30.4k
835960,The Talos Principle 2,Devolver Digital,Puzzle,$4.9m ($3.5m - $6.3m),$501.4m
641990,The Escapists 2,Team17,Puzzle,$12.7m ($7.3m - $18m),$491.6m
1127500,Mini Motorways,Dinosaur Polo Club,Puzzle,$10.6m ($6.8m - $14.3m),$18.4m
1289310,Helltaker,vanripper,Puzzle,$50.4k ($29.5k - $71.2k),$83.4k
1097200,Twelve Minutes,Annapurna Interactive,Puzzle,$4m ($2.9m - $5m),$188.4m
1592190,BONELAB,Stress Level Zero,Puzzle,$15m ($9.8m - $20.2m),$49.4m
623940,HIVESWAP: ACT 1,"What Pumpkin Games, Inc.",Puzzle,$800.8k ($518k - $1m),$1.1m
257510,The Talos Principle,Devolver Digital,Puzzle,$14.9m ($11m - $18.8m),$501.4m
320300,Car Mechanic Simulator 2015,PlayWay S.A.,Puzzle,$6.6m ($4.1m - $9m),$275.8m
304430,INSIDE,Playdead,Puzzle,$14.9m ($10.6m - $19.2m),$21.1m
236450,PAC-MAN Championship Edition DX+,BANDAI NAMCO Entertainment,Puzzle,$2m ($1.1m - $3m),$478.1m
2291850,Underground Blossom,Rusty Lake,Puzzle,$856.3k ($548.8k - $1.1m),$9.3m
389270,Through Abandoned: The Underground City,Conglomerate 5,Puzzle,$10.5k ($5.6k - $15.3k),$2.5m
289690,LARA CROFT AND THE TEMPLE OF OSIRIS,Crystal Dynamics,Puzzle,$1m ($634.1k - $1.5m),$244.2m
232790,Broken Age,Double Fine Productions,Puzzle,$4.8m ($3.3m - $6.4m),$21.4m
415960,Energy Cycle,Sometimes You,Puzzle,$17.1k ($7.1k - $27k),$605.9k
1109570,Word Game,Team9,Puzzle,$2.9m ($1.7m - $4.2m),$2.9m
502400,Redactem,Conglomerate 5,Puzzle,$9.6k ($5.4k - $13.9k),$2.5m
2716400,The Rise of the Golden Idol,Playstack,Puzzle,$1.7m ($1.1m - $2.2m),$116.9m
437180,Chill the Piro,Sergey Marchenko,Puzzle,$6.2k ($1.2k - $11.2k),$6.2k
221260,Little Inferno,Tomorrow Corporation,Puzzle,$4.6m ($2.7m - $6.5m),$9.5m
464340,Syberia 3,Microids,Puzzle,$2.9m ($2m - $3.8m),$27.1m
3028500,Cakey's Twisted Bakery,TinyMindz,Puzzle,$403.5k ($80.7k - $726.4k),$403k
1157340,Hentai Killer,PlatSTUDIO,Puzzle,$48.6k ($9.7k - $87.5k),$58.3k
1062160,Poly Bridge 2,Dry Cactus,Puzzle,$7.5m ($4.4m - $10.5m),$12.7m
413420,Danganronpa 2: Goodbye Despair,"Spike Chunsoft Co., Ltd.",Puzzle,$10.4m ($7.5m - $13.3m),$94.5m
653530,Return of the Obra Dinn,3909,Puzzle,$13.1m ($10m - $16.2m),$37.6m
684410,Bridge Constructor Portal,Headup,Puzzle,$904.9k ($541.3k - $1.2m),$14m
321150,Melissa K. and the Heart of Gold Collector's Edition,KISS ltd,Puzzle,$114.8k ($22.9k - $206.7k),$1.3m
2495050,Merge Adventure: Magic Dragons,Neverest Games,Puzzle,$63.4k ($45.7k - $81.1k),$63.4k
1931770,Chants of Sennaar,Focus Entertainment,Puzzle,$6.8m ($4.8m - $8.8m),$728.4m
1436700,Trine 5: A Clockwork Conspiracy,THQ Nordic,Puzzle,$4m ($2.4m - $5.6m),$387.4m
897330,Coloring Pixels,ToastieLabs,Puzzle,$560.7k ($402.9k - $718.5k),$614.1k
34900,Bad Rats: the Rats' Revenge,Strategy First,Puzzle,$176.3k ($87.5k - $265k),$11.8m
736260,Baba Is You,Hempuli Oy,Puzzle,$13.5m ($8.9m - $18.2m),$14m
1624540,Storyteller,Annapurna Interactive,Puzzle,$6m ($3.9m - $8.2m),$188.4m
314660,Oddworld: New 'n' Tasty,"Oddworld Inhabitants, Inc.",Puzzle,$3m ($2m - $4m),$3m
1967430,Ghost Trick: Phantom Detective,"CAPCOM Co., Ltd.",Puzzle,$3.8m ($2.6m - $5m),$1.8b
546050,Puyo PuyoTetris,SEGA,Puzzle,$3.5m ($2.4m - $4.5m),$1.6b
744190,Rusty Lake Paradise,Rusty Lake,Puzzle,$481.9k ($291.8k - $671.9k),$9.3m
948900,macdows 95,Yunus Ayyildiz,Puzzle,$11.2k ($6k - $16.5k),$54.2k
1361320,The Room 4: Old Sins,Fireproof Games,Puzzle,$2.5m ($1.7m - $3.4m),$9.9m
1672670,彷徨之街 The Street of Adrift,LoveStoryProject,Puzzle,$191.1k ($108.7k - $273.6k),$856.9k
502150,Interstellar Logistics Inc,Exalted Guy Interactive,Puzzle,$6.8k ($1.3k - $12.3k),$6.8k
359310,Evoland 2,Shiro Games,Puzzle,$2m ($1.2m - $2.7m),$90.7m
437920,Tricky Towers,WeirdBeard,Puzzle,$2.8m ($1.7m - $3.9m),$2.8m
1791590,Sunset Hills,Cotton Game,Puzzle,$168.8k ($105.6k - $232k),$627.9k
469610,Rick and Morty: Virtual Rick-ality,Adult Swim Games,Puzzle,$6.3m ($4.3m - $8.4m),$7.3m
359810,Hare In The Hat,RunServer,Puzzle,$17.6k ($7.6k - $27.7k),$324.6k
585450,Shadows: Awakening,Kalypso Media,Puzzle,$1.6m ($986.3k - $2.2m),$91.9m
532110,Rusty Lake: Roots,Rusty Lake,Puzzle,$510.3k ($316.7k - $703.9k),$9.3m
1444480,Turing Complete,LevelHead,Puzzle,$3.1m ($1.8m - $4.4m),$3.1m
1262350,SIGNALIS,Humble Games,Puzzle,$9.1m ($6m - $12.2m),$202.5m
1511780,Last Call BBS,Zachtronics,Puzzle,$878.5k ($506.5k - $1.2m),$14.4m
1522160,Disney Epic Mickey: Rebrushed,THQ Nordic,Puzzle,$2.3m ($1.5m - $3.2m),$387.4m
1141580,Taiji,Matthew VanDevander,Puzzle,$523.7k ($368.4k - $679.1k),$524k
1145960,The White Door,Second Maze,Puzzle,$921.1k ($538.6k - $1.3m),$1m
322970,Subject 13,Microids,Puzzle,$166.4k ($33.2k - $299.6k),$27.1m
762830,Telling Lies,Annapurna Interactive,Puzzle,$728.1k ($522.7k - $933.4k),$188.4m
290280,Volt,Quantized Bit,Puzzle,$12.6k ($5.1k - $20.2k),$47.1k
452570,Battle Chef Brigade Deluxe,Trinket Studios,Puzzle,$948.1k ($598.2k - $1.2m),$1m
913550,I wanna be the Creator,HeyBox Games,Puzzle,$684.7k ($420.3k - $949k),$683.7k
850320,PHOGS!,Coatsink,Puzzle,$1.4m ($697.5k - $2.2m),$6.9m
435030,Lost Lands: Mahjong,FIVE-BN GAMES,Puzzle,$52.8k ($29.5k - $76.1k),$714.2k
1608230,Planet of Lana,Thunderful Publishing,Puzzle,$1.5m ($1m - $2m),$28.3m
1138850,Heavenly Bodies,2pt Interactive,Puzzle,$3.3m ($1.7m - $4.9m),$3.3m
878750,Hentai Girl,GirlGames,Puzzle,$207.2k ($60.1k - $354.3k),$1.1m
2264140,How 2 Escape,Maximum Entertainment,Puzzle,$518.5k ($326.8k - $710.2k),$32.3m
848350,Katamari Damacy REROLL,BANDAI NAMCO Entertainment,Puzzle,$6.3m ($3.9m - $8.8m),$478.1m
2232600,Anomaly Exit,ExamlGuy,Puzzle,$303.5k ($193.6k - $413.4k),$303.4k
730820,The Curse of Monkey Island,LucasArts,Puzzle,$611.8k ($358.8k - $864.7k),$124.9m
956030,Creaks,Amanita Design,Puzzle,$1.3m ($829.1k - $1.8m),$11.1m
250460,Bridge Constructor,Headup,Puzzle,$230k ($107.5k - $352.4k),$14m
643270,OLDTV,Creability,Puzzle,0,$0 
1924360,Lil' Guardsman,Versus Evil,Puzzle,$647.5k ($428.3k - $866.6k),$33.5m
959520,Fantasy Blacksmith,GrabTheGames,Puzzle,$114k ($62.1k - $165.9k),$13.7m
2599370,DeathWatchers,Swain Games,Puzzle,$70.6k ($46.6k - $94.6k),$70.6k
1555400,Gomoku Let's Go,indienova,Puzzle,$80.6k ($54.4k - $106.8k),$41.5m
80330,The Blackwell Legacy,Wadjet Eye Games,Puzzle,$240.7k ($129.6k - $351.8k),$3.4m
2631960,14 Minesweeper Variants 2,Artless Games,Puzzle,$79.9k ($49.4k - $110.5k),$504.3k
359510,Tangle Tower,SFB Games,Puzzle,$791.4k ($540.9k - $1m),$3.1m
215160,The Book of Unwritten Tales,THQ Nordic,Puzzle,$1m ($643.1k - $1.4m),$387.4m
1812370,Little Goody Two Shoes,Square Enix,Puzzle,$727.6k ($488.5k - $966.7k),$1b
2506480,Clue/Cluedo,Marmalade Game Studio Ltd,Puzzle,$311.4k ($178.1k - $444.8k),$8m
13600,Prince of Persia: The Sands of Time,Ubisoft,Puzzle,$1.6m ($1m - $2.2m),$2.4b
241240,Contraption Maker,Top Meadow,Puzzle,$137.1k ($68.1k - $206k),$138.4k
384360,Fingered,Edmund McMillen,Puzzle,$157k ($106.3k - $207.6k),$13.1m
1444650,Haydee 2,Haydee Interactive,Puzzle,$706.1k ($473.3k - $938.9k),$3m
757300,Truberbrook / Trüberbrook,Headup,Puzzle,$878.4k ($598.1k - $1.1m),$14m
1432100,The Bookwalker: Thief of Tales,tinyBuild,Puzzle,$941.4k ($577.6k - $1.3m),$179.6m
711660,CHUCHEL,Amanita Design,Puzzle,$718.9k ($504.1k - $933.8k),$11.1m
963690,Hentai Girl Hime,GirlGames,Puzzle,$59.5k ($13k - $106k),$1.1m
99910,Puzzle Pirates,Grey Havens,Puzzle,$3m ($1.9m - $4m),$3m
914020,Gibbous -  A Cthulhu Adventure,Stuck In Attic,Puzzle,$492.1k ($336.7k - $647.4k),$543.6k
308060,Black The Fall,Square Enix,Puzzle,$690.8k ($342.9k - $1m),$1b
1500,Darwinia,Introversion Software,Puzzle,$94.3k ($18.8k - $169.7k),$2m
496890,Replica,Somi,Puzzle,$363k ($237.8k - $488.2k),$1.3m
1949770,Rock Simulator 2,vinoo,Puzzle,$22.8k ($14.9k - $30.7k),$45.5k
285800,Braveland,Tortuga Team,RPG,$339.5k ($154.7k - $524.3k),$1m
424370,Wolcen: Lords of Mayhem,WOLCEN Studio,RPG,$29m ($19.6m - $38.3m),$29m
812140,Assassin's Creed Odyssey,Ubisoft,RPG,$134.8m ($100.9m - $168.7m),$2.4b
2322010,God of War Ragnarök,PlayStation Publishing LLC,RPG,$46.3m ($31.5m - $61.2m),$1.3b
234140,Mad Max,Warner Bros. Games,RPG,$52.7m ($37.6m - $67.8m),$882.3m
2680010,The First Berserker: Khazan,NEXON,RPG,$28.3m ($18.9m - $37.8m),$184.6m
1307550,Craftopia,Pocketpair,RPG,$22.9m ($15.9m - $30m),$438m
386360,SMITE,Hi-Rez Studios,RPG,$131.6m ($90.1m - $173.2m),$199.7m
882100,XCOM: Chimera Squad,2K,RPG,$6.5m ($4.2m - $8.8m),$1.7b
239160,Thief,Eidos Interactive Corp.,RPG,$19.4m ($12.1m - $26.7m),$111.3m
2634950,Tokyo Xtreme Racer,"Genki Co., Ltd.",RPG,$9.5m ($6.6m - $12.3m),$9.5m
979690,The Ascent,Curve Games,RPG,$13.4m ($9m - $17.8m),$196.4m
42910,Magicka,Paradox Interactive,RPG,$16.5m ($8.5m - $24.4m),$1.1b
1898300,ASKA,Thunderful Publishing,RPG,$8.5m ($6.2m - $10.9m),$28.3m
241540,State of Decay,Xbox Game Studios,RPG,0,$1.8b
1902690,Fate/Samurai Remnant,"KOEI TECMO GAMES CO., LTD.",RPG,$9.3m ($6.6m - $12.1m),$424.5m
1900,Earth 2160,Topware Interactive,RPG,$126.3k ($51.5k - $201.1k),$5.4m
2665680,Tower of Babel: Survivors of Chaos,NANOO,RPG,$1.1m ($775.3k - $1.6m),$1.1m
2933130,The Lord of the Rings: Return to Moria,North Beach Games,RPG,$10.2m ($6.8m - $13.5m),$10.1m
1244090,Sea of Stars,Sabotage Studio,RPG,$10.7m ($8.2m - $13.3m),$10.7m
763890,Wildermyth,Worldwalker Games LLC,RPG,$15.4m ($9.8m - $20.9m),$15.4m
3035570,Assassin's Creed Mirage,Ubisoft,RPG,$7.9m ($6m - $9.8m),$2.4b
601840,Griftlands,Klei Entertainment,RPG,$9.4m ($6.1m - $12.6m),$371.3m
1712840,Tiny Tina's Assault on Dragon Keep: A Wonderlands One-shot Adventure,2K,RPG,$839.5k ($378k - $1.3m),$1.7b
272510,NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution,BANDAI NAMCO Entertainment,RPG,$9.1m ($6.8m - $11.4m),$478.1m
610080,Realm Grinder,Kongregate,RPG,$731.1k ($468k - $994.3k),$9.8m
1179580,KAKU: Ancient Seal,BINGOBELL,RPG,$745.9k ($425.4k - $1m),$792.9k
1777620,Soul Hackers 2,SEGA,RPG,$2.7m ($1.7m - $3.6m),$1.6b
1606180,下一站江湖Ⅱ,白玉京工作室,RPG,$3.9m ($2.4m - $5.4m),$3.9m
489240,Exile to Death,Manifestors Games Studio,RPG,$12.6k ($5.7k - $19.6k),$12.6k
1546320,Your Chronicle,Samurai Games,RPG,$453.2k ($233.3k - $673.2k),$456.8k
1958220,WitchSpring R,KIWIWALKS,RPG,$3.9m ($2.9m - $5m),$4.5m
1121560,Atelier Ryza: Ever Darkness & the Secret Hideout,"KOEI TECMO GAMES CO., LTD.",RPG,$16.2m ($9.8m - $22.5m),$424.5m
304650,SUNLESS SEA,Failbetter Games,RPG,$6.1m ($4.4m - $7.9m),$8m
1148650,The Legend of Bum-Bo,Edmund McMillen,RPG,$2.6m ($1.7m - $3.5m),$13.1m
2619650,Cauldron,Caketown Interactive,RPG,$1m ($647.1k - $1.3m),$1m
1621310,Atelier Sophie 2: The Alchemist of the Mysterious Dream,"KOEI TECMO GAMES CO., LTD.",RPG,$4.4m ($2.2m - $6.6m),$424.5m
2400,The Ship: Murder Party,Blazing Griffin,RPG,$529.8k ($264.9k - $794.7k),$3.7m
1432050,Nobody Saves the World,Drinkbox Studios,RPG,$6.4m ($4m - $8.8m),$12.7m
439250,Space Pilgrim Episode III: Delta Pavonis,GrabTheGames,RPG,$12.7k ($6.9k - $18.6k),$13.7m
1868180,Etrian Odyssey HD,SEGA,RPG,$2.5m ($1.5m - $3.6m),$1.6b
1584090,Touhou Mystia's Izakaya,二色幽紫蝶,RPG,$3.7m ($2.2m - $5.1m),$4.2m
553640,ICEY,XD,RPG,$6.1m ($3.8m - $8.5m),$84.3m
24200,DC Universe Online,Daybreak Game Company,RPG,$31.2m ($19.3m - $43.1m),$42.3m
431710,Space Pilgrim Episode II: Epsilon Indi,GrabTheGames,RPG,$15.7k ($8.5k - $22.9k),$13.7m
1830970,The Last Flame,Hotloop,RPG,$2m ($1.4m - $2.6m),$2m
263540,Villagers and Heroes,Mad Otter Games,RPG,$162.8k ($106.6k - $218.9k),$216.1k
341310,Greyfox RPG,Senpai Industrial Studios,RPG,$127.3k ($70k - $184.5k),$1m
1198090,The Legend of Heroes: Trails of Cold Steel IV,"NIS America, Inc.",RPG,$2.3m ($1.4m - $3.2m),$48m
601010,Hotel Anatolia,Elven Workshop,RPG,$7.2k ($4.3k - $10k),$7.2k
677120,Heroes of Hammerwatch,Team17,RPG,$5.7m ($3.6m - $7.8m),$491.6m
22300,Fallout 3,Bethesda Softworks,RPG,$6.6m ($5m - $8.1m),$2.1b
228260,Fallen Enchantress: Legendary Heroes,Stardock Entertainment,RPG,$3.4m ($1.5m - $5.3m),$62.5m
243930,Bound By Flame,Focus Entertainment,RPG,$2.6m ($1.8m - $3.3m),$728.4m
405710,Staxel,Humble Games,RPG,$2.9m ($1.9m - $3.8m),$202.5m
1668540,The Legend of Heroes: Trails into Reverie,"NIS America, Inc.",RPG,$1.3m ($882.9k - $1.7m),$48m
550470,NosTale - Anime MMORPG,Gameforge 4D GmbH,RPG,$16.3m ($9.8m - $22.8m),$17.2m
252470,Space Pirates And Zombies 2,MinMax Games Ltd.,RPG,$2m ($1.4m - $2.6m),$3.2m
449800,Attack on Titan / A.O.T. Wings of Freedom,"KOEI TECMO GAMES CO., LTD.",RPG,$6.2m ($4.2m - $8.2m),$424.5m
12200,Bully: Scholarship Edition,Rockstar Games,RPG,$16.4m ($11.9m - $21m),$770.8m
910320,Three Kingdoms 2019 阿达三国志2019 横版,阿达游戏,RPG,$6.8k ($3.9k - $9.6k),$6.8k
2400510,Dungeons & Degenerate Gamblers,Yogscast Games,RPG,$3m ($1.9m - $4.1m),$37.9m
