appid,name,genres,release_date,is_free,price,developers,publishers,concurrent_players,source,peak_players,is_non_game
716930,The Norwood Suite - Original Soundtrack,"Adventure, Casual, Indie",,,,Cosmo D,Alliance,0.0,steamspy,,True
741060,The Norwood Suite Demo,"Adventure, Casual, Horror, Indie",,,,Cosmo D,Alliance,0.0,steamspy,,True
674070,The Old Empire Demo,"Action, Adventure, Indie",,,,Ivan Crescenti Hernandez,Ivan Crescenti Hernandez,0.0,steamspy,,True
595290,The Only Traitor DLC,"Action, Adventure, Indie",,,,"Oleg Sergeev, Andrey Rumak, Do My Best",tinyBuild,0.0,steamspy,,True
432810,The Order of the Thorne - The King's Challenge Demo,"Adventure, Indie",,,,Infamous Quests,Infamous Quests,0.0,steamspy,,True
921650,The Other Half Demo,"Action, Adventure, Horror, Indie, RPG",,,,Studio Egg Roll,Studio Egg Roll,0.0,steamspy,,True
803970,The Painscreek Killings Demo,"Adventure, Horror, Indie, Puzzle",,,,EQ Studios,EQ Studios,0.0,steamspy,,True
930860,The Party of Demons,Indie,,,,Chensey Game,Chensey Game,0.0,steamspy,,True
27040,The Path - Prologue,"Adventure, Horror, Indie",,,,Tale of Tales,Tale of Tales,0.0,steamspy,,True
5209,The Path Trailer,"Adventure, Horror, Indie",,,,Tale of Tales,Tale of Tales,0.0,steamspy,,True
670860,The Path of Greatest Resistance Demo,Action,,,,RealityRig,RealityRig,0.0,steamspy,,True
823260,The Pirate's Fate - OST,"Adventure, Casual, Indie, RPG",,,,"T.F. Wright, Volkenfox",,0.0,steamspy,,True
1005790,The Pirate's Fate - Prisoner of Destiny Expansion,"Adventure, Casual, Indie, RPG",,,,"T.F. Wright, Volkenfox",,0.0,steamspy,,True
533140,The Planet of the Vicious Creatures Demo,"Action, Adventure, Indie, Platformer",,,,Jorge Giner Cordero,Jorge Giner Cordero,0.0,steamspy,,True
1066590,The Ploshers Demo,"Action, Adventure, Casual",,,,platypurplestudios,platypurplestudios,0.0,steamspy,,True
495380,The Political Machine 2016 - Campaign DLC,"Indie, Strategy",,,,Stardock Entertainment,Stardock Entertainment,0.0,steamspy,,True
67010,The Polynomial - Space of the music Demo,"Action, Casual, Indie",,,,Dmytry Lavrov,Dmytry Lavrov,0.0,steamspy,,True
461470,The Preposterous Awesomeness of Everything Demo,"Adventure, Indie, Puzzle",,,,Joe Richardson,Joe Richardson,0.0,steamspy,,True
1023810,"The Princess, the Stray Cat, and Matters of the Heart Demo","Adventure, Casual, Visual Novel",,,,TOKYOTOON,TOKYOTOON,0.0,steamspy,,True
965530,The Puppet of Tersa Demo,"Adventure, Indie",,,,Madorium,Madorium,0.0,steamspy,,True
425170,The Purring Quest Original Soundtrack,Indie,,,,Valhalla Cats,,0.0,steamspy,,True
430050,The Quest - Soundtrack,"Adventure, Indie, RPG",,,,Redshift,,0.0,steamspy,,True
371270,The Quiet Girl's Guide to Violence,Indie,,,,Five and Four,Devolver Digital Films,0.0,steamspy,,True
529740,The Rabbit Hole Demo,"Adventure, Horror, Indie, Strategy",,,,VRMonkey,VRMonkey,0.0,steamspy,,True
930720,The Rabbit and The Owl Demo,"Casual, Indie, Platformer, Puzzle",,,,"Formal Sheep, LLC","Formal Sheep, LLC",0.0,steamspy,,True
403910,The Red Solstice Soundtrack,"Action, Indie, RPG, Strategy",,,,Ironward,,0.0,steamspy,,True
358770,The Reject Demon: Toko Chapter 0 — Prelude,"Casual, Indie, Visual Novel",,,,Lupiesoft,Lupiesoft,0.0,steamspy,,True
762140,The Reject Demon: Toko ch0 — Voice Acting,"Casual, Indie",,,,Lupiesoft,,0.0,steamspy,,True
369340,The Reject Soundtrack - Prelude,"Casual, Indie",,,,Lupiesoft,Lupiesoft,0.0,steamspy,,True
432220,The Revenant Prince - Demo,"Action, Adventure, Indie, RPG, Strategy",,,,Nomina Games,Nomina Games,0.0,steamspy,,True
536860,The Revenge of Johnny Bonasera Demo,"Adventure, Indie",,,,Rafael García,Rafael García,0.0,steamspy,,True
1146100,The Rising of the Shield Hero : Relive The Animation,"Adventure, Indie, RPG",,,,KADOKAWA CORPORATION,Gotcha Gotcha Games,0.0,steamspy,,True
849570,The Road to Canterbury Demo,"Adventure, Indie, RPG",,,,Choice of Games,Choice of Games,0.0,steamspy,,True
858110,The Rose of Segunda Demo,"Indie, Simulation, Visual Novel",,,,Blackcross & Taylor,Blackcross & Taylor,0.0,steamspy,,True
316850,The Sacred Tears TRUE Demo,"Indie, JRPG, RPG",,,,AlphaNuts,Nyu Media,0.0,steamspy,,True
555770,The Sandbox Evolution - Soundtrack,"Action, Indie, Simulation",,,,PIXOWL INC.,,0.0,steamspy,,True
2123140,The Scarlet Demonslayer,"Adventure, Indie, JRPG, RPG",,,,Nuko Majin,Kagura Games,0.0,steamspy,,True
463330,The Sea Eternal Demo,"Adventure, Indie, RPG",,,,Choice of Games,Choice of Games,0.0,steamspy,,True
720110,The Search Soundtrack,"Adventure, Indie",,,,Jason Godbey,Jason Godbey,0.0,steamspy,1.0,True
650140,"The Seasons, Original Soundtrack",Adventure,,,,Miki Squadron Project,Miki Squadron Project,0.0,steamspy,,True
500250,The Secret Monster Society Soundtrack,"Adventure, Casual, Indie",,,,Deceptive Games Ltd.,Deceptive Games Ltd.,0.0,steamspy,,True
535450,The Secret of Middle City Demo,Adventure,,,,GDG Entertainment,DreamsArtStudio,0.0,steamspy,,True
384171,The Secret of Tremendous Corporation: DLC,"Adventure, Casual, Indie, Puzzle",,,,"Sebastian Krzyszkowiak, Konrad Burandt, Paweł Radej",dosowisko.net,0.0,steamspy,,True
822980,The Secrets of the Forest Demo,"Action, Adventure, Horror, Indie",,,,Guilherme Lolli,Tudo Rip Games,0.0,steamspy,,True
636710,The Sexy Brutale OST,Indie,,,,"Cavalier Game Studios, Tequila Works",,0.0,steamspy,,True
228540,The Showdown Effect Demo,"Action, Indie, Platformer, Shooter",,,,Arrowhead Game Studios,,0.0,steamspy,1224.0,True
675080,The Shrouded Isle Soundtrack,"Indie, Simulation, Strategy",,,,FX Bilodeau,Kitfox Games,0.0,steamspy,,True
493860,The Silver Case Demo,"Adventure, Horror, Indie, Puzzle, Visual Novel",,,,"GRASSHOPPER MANUFACTURE INC., PLAYISM",GRASSHOPPER MANUFACTURE INC.,0.0,steamspy,,True
249181,The Sims 3 - Movie Stuff,Simulation,,,,The Sims Studio,,0.0,steamspy,,True
80572,The Sims 3 Trailer,"Action, Adventure, Casual, RPG, Simulation, Strategy",,,,,,0.0,steamspy,,True
80577,The Sims 3: Fast Lane Trailer,"Action, Adventure, Casual, RPG, Simulation, Strategy",,,,The Sims Studio,Electronic Arts,0.0,steamspy,,True
80576,The Sims 3: High End Loft Trailer,"Action, Adventure, Casual, RPG, Simulation, Strategy",,,,,,0.0,steamspy,,True
80575,The Sims 3: Late Night Trailer,"Action, Adventure, Casual, RPG, Simulation, Strategy",,,,,,0.0,steamspy,,True
80573,The Sims 3: World Adventures Trailer,"Action, Adventure, Casual, RPG, Simulation, Strategy",,,,The Sims Studio,Electronic Arts,0.0,steamspy,,True
456290,The Slaughter: Act One Demo,"Adventure, Horror, Indie",,,,Brainchild,Brainchild,0.0,steamspy,,True
532850,The Solus Project - Official Soundtrack,Indie,,,,"Hourences, Grip Games, Jonas Kjellberg",,0.0,steamspy,,True
384170,The Soundtrack of Tremendous Corporation,"Adventure, Casual, Indie, Puzzle",,,,"Sebastian Krzyszkowiak, Kevin MacLeod, Jakub Marszałkowski, Michał Roszyk",dosowisko.net,0.0,steamspy,,True
1017830,The Spell Demo,"Casual, Indie, Visual Novel",,,,Hangover Cat Purrroduction,Hangover Cat Purrroduction,0.0,steamspy,,True
726240,The Superlatives: Aetherfall Demo,"Adventure, Indie, RPG",,,,Choice of Games,Choice of Games,0.0,steamspy,,True
1050220,The Superlatives: Shattered Worlds Demo,"Adventure, Indie, RPG",,,,Choice of Games,Choice of Games,0.0,steamspy,,True
702990,The Surge - A Walk in the Park DLC,"Action, RPG",,,,Deck13,Focus Entertainment,0.0,steamspy,,True
841250,"The Surge - The Good, the Bad and the Augmented Expansion","Action, RPG",,,,Deck13,Focus Entertainment,0.0,steamspy,,True
646690,The Surge Demo,"Action, Adventure, Horror, RPG",,,,Deck13,Focus Home Interactive,0.0,steamspy,,True
322022,The Talos Principle: Prototype DLC,"Action, Adventure, Indie, Puzzle",,,,Croteam,Devolver Digital,0.0,steamspy,,True
360820,The Talos Principle: Serious DLC,"Action, Adventure, Indie",,,,Croteam,Devolver Digital,0.0,steamspy,,True
322020,The Talos Principle: Soundtrack,"Action, Adventure, Indie",,,,"Damjan Mravunac, Croteam",Devolver Digital,0.0,steamspy,,True
577030,The Tenth Line - Digital Art Book + Soundtrack,"Indie, RPG",,,,Sungazer Software LLC,Sungazer Software LLC,0.0,steamspy,,True
82048,The Testament of Sherlock Holmes Trailer,"Adventure, Puzzle",,,,,,0.0,steamspy,,True
1029810,The Textorcist - Soundtrack,"Action, Indie",,,,MorbidWare,Headup Publishing,0.0,steamspy,,True
1029590,The Textorcist: The Story of Ray Bibbia Demo,"Action, Indie",,,,MorbidWare,Headup,0.0,steamspy,,True
96010,The Tiny Bang Story Demo,"Adventure, Casual, Indie, Puzzle",,,,Colibri Games,Colibri Games,0.0,steamspy,,True
80791,The Tiny Bang Story Trailer,"Adventure, Casual, Indie, Puzzle",,,,Colibri Games,Colibri Games,0.0,steamspy,,True
1436870,The Tool,"Casual, Indie, Puzzle, Simulation",,,,Mikhail Maksimov,Garage Digital,0.0,steamspy,,True
908650,The Tower of Beatrice Demo,"Adventure, Indie, Puzzle",,,,Fairy Forest,Fairy Forest,0.0,steamspy,,True
1040330,The Tower of Beatrice OST,"Adventure, Indie",,,,Fairy Forest,,0.0,steamspy,,True
638800,The Trap 2: Mindlock (beta),"Action, Horror, Puzzle",,,,Reaktor,Reaktor,0.0,steamspy,,True
772250,The Treasure Seekers of Lady Luck Demo,"Adventure, Indie, RPG",,,,Choice of Games,Choice of Games,0.0,steamspy,,True
259210,The Typing of The Dead: Overkill - Shakespeare DLC,Action,,,,,,0.0,steamspy,,True
286920,The Typing of the Dead: Overkill - Dancing with the Dead DLC,Action,,,,Modern Dream,SEGA,0.0,steamspy,,True
278131,The Typing of the Dead: Overkill - Love at First Bite DLC,"Action, Horror",,,,Modern Dream,SEGA,0.0,steamspy,,True
282520,The Typing of the Dead: Overkill - Silver Screen DLC,Action,,,,Modern Dream,SEGA,0.0,steamspy,,True
833880,The Unbreakable Gumball Demo,"Action, Indie",,,,New Game+,New Game+,0.0,steamspy,,True
547610,The Uncertain: Episode 1 - The Last Quiet Day Demo,"Adventure, Indie, Puzzle",,,,ComonGames,ComonGames,0.0,steamspy,,True
564030,The Uncertain: Last Quiet Day Soundtrack and Artbook,"Adventure, Indie",,,,ComonGames,,0.0,steamspy,,True
661850,The Unclogging: An Unsanitary Saga Demo,RPG,,,,DLHB Studios,DLHB Studios,0.0,steamspy,1.0,True
523590,The Underground Man - Soundtracks pack,"Adventure, Indie",,,,Mehsoft,Mehsoft,0.0,steamspy,,True
1419100,The Unexpected Quest Prologue,"Action, Adventure, City Builder, Indie, Simulation, Strategy",,,,Rionix,PQube,0.0,steamspy,15.0,True
819170,The Unknown City (Horror Begins Now.....Episode 1) Demo,Action,,,,Yash Future Tech Solutions Pvt Ltd,Yash Future Tech Solutions Pvt Ltd,0.0,steamspy,,True
691970,The Unwelcomed Demo,"Casual, Horror, Indie, Puzzle, Simulation",,,,The Unwelcomed Studios,The Unwelcomed Studios,0.0,steamspy,,True
2091960,The Utility Room,"Action, Adventure, Horror, Indie",,,,Lionel Marsden,Lionel Marsden,0.0,steamspy,,True
888360,The Vagrant Artbook,"Action, Adventure, Indie, RPG",,,,O.T.K Games,SakuraGame,0.0,steamspy,,True
81806,The Walking Dead Episode 2 Trailer,"Action, Adventure, Horror, Survival",,,,,,0.0,steamspy,,True
81627,The Walking Dead Story Trailer,"Action, Adventure, Horror, Survival",,,,,,0.0,steamspy,,True
81580,The Walking Dead Trailer,"Action, Adventure, Horror, Survival",,,,,,0.0,steamspy,1.0,True
911540,The Walking Dead: The Final Season Demo,"Action, Adventure, Horror, Survival",,,,Telltale Games,Telltale Games,0.0,steamspy,,True
618810,The Watchmaker Demo,"Action, Adventure, Indie, Platformer, Puzzle",,,,Micropsia Games,1C Company,0.0,steamspy,,True
363640,The Way - Soundtrack,"Action, Adventure, Indie",,,,Puzzling Dream,PlayWay S.A.,0.0,steamspy,,True
359110,The Way We ALL GO Demo,"Indie, Visual Novel",,,,ebi-hime,ebi-hime,0.0,steamspy,,True
803240,The Way of Life DEFINITIVE EDITION: Soundtrack and Artbook,Indie,,,,CyberCoconut,CyberCoconut,0.0,steamspy,,True
344000,The Weaponographist Demo,"Action, Indie, RPG",,,,Puuba,Puuba,0.0,steamspy,,True
213530,The White Laboratory Demo,"Indie, Tower Defense",,,,TAO,TAO,0.0,steamspy,,True
81727,The White Laboratory Trailer,"Indie, Tower Defense",,,,TAO,TAO,0.0,steamspy,,True
1040220,The Wild Age Demo,"Casual, Indie, Simulation, Strategy, Survival, Tower Defense",,,,McMagic Productions,McMagic Productions,0.0,steamspy,,True
590360,The Wild Eight – Soundtrack,"Action, Adventure, Indie, RPG, Simulation",,,,HypeTrain Digital,HypeTrain Digital,0.0,steamspy,,True
653200,The Wild Eternal - Original Soundtrack,Adventure,,,,"Jonas Kjellberg, Ilsanjo",,0.0,steamspy,,True
2716270,The Witch's Cauldron Prologue,"Casual, Indie, Puzzle, Simulation",,,,Harvey games,Harvey games,0.0,steamspy,,True
80879,The Witcher 2 Hope Trailer,"Action, Adventure, RPG",,,,CD Projekt RED,CD Projekt RED,0.0,steamspy,,True
80447,The Witcher 2: Assassins of Kings Trailer,"Action, Adventure, RPG",,,,CD Projekt RED,"CD Projekt RED, Atari, Namco Bandai Games, 1C/Snowball",0.0,steamspy,,True
355880,The Witcher 3: Wild Hunt - Expansion Pass,"Action, Adventure, RPG",,,,CD PROJEKT RED,CD PROJEKT RED,0.0,steamspy,,True
378646,The Witcher 3: Wild Hunt - New Finisher Animations,RPG,,,,CD PROJEKT RED,,0.0,steamspy,,True
5089,The Witcher: Enhanced Edition Trailer,"Action, Adventure, RPG",,,,,,0.0,steamspy,,True
1005960,The Witches' Tea Party Demo,"Adventure, Casual, Indie",,,,"Rabbiton, StarAura",Rabbiton,0.0,steamspy,,True
678270,The Witches' Tea Party Soundtrack,"Adventure, Casual, Indie",,,,"Rabbiton, StarAura",Rabbiton,0.0,steamspy,,True
3582,The Wizard's Pen Free Demo,"Casual, Puzzle",,,,"PopCap Games, Inc.","PopCap Games, Inc.",0.0,steamspy,,True
15510,The Wonderful End of the World Demo,"Action, Casual, Indie, Puzzle",,,,"Dejobaan Games, LLC","Dejobaan Games, LLC",0.0,steamspy,,True
961590,The logic of the miniature garden Artbook,"Adventure, Indie, RPG",,,,Cabbit,SakuraGame,0.0,steamspy,,True
828430,The m0rg VS keys - Soundtrack,"Casual, Indie",,,,Gamesforgames,Gamesforgames,0.0,steamspy,,True
779750,The spy who shot me Demo,"Action, Adventure, Indie",,,,Retro Army Limited,Retro Army Limited,0.0,steamspy,,True
1098020,Thea 2: The Shattering Demo,"4X, Card & Board, Indie, RPG, Strategy, Survival",,,,"MuHa Games, Eerie Forest Studio",MuHa Games,0.0,steamspy,,True
924240,Them and Us Demo,"Action, Horror, Indie, Survival",,,,TendoGames,TendoGames,0.0,steamspy,,True
425500,Theme Song OST - Cinderella feat. Meilun,Indie,,,,LeeTingChou,Hajime Doujin Circle,0.0,steamspy,,True
1100130,They Are Billions - Soundtrack & Art Book,Strategy,,,,Numantian Games,Numantian Games,0.0,steamspy,,True
211262,They Bleed Pixels Soundtrack,Indie,,,,Spooky Squid Games Inc.,Spooky Squid Games Inc.,0.0,steamspy,,True
81971,They Bleed Pixels Trailer,"Action, Horror, Indie, Platformer",,,,Spooky Squid Games Inc.,Spooky Squid Games Inc.,0.0,steamspy,,True
526770,Thick Air Demo,"Indie, Racing, Simulation",,,,People Gotta Play,People Gotta Play,0.0,steamspy,,True
710750,Think of the Children Beta,Action,,,,,,0.0,steamspy,,True
81956,Thirty Flights of Loving Trailer,"Adventure, Casual, Indie",,,,Blendo Games,,0.0,steamspy,,True
725310,This Grand Life Demo,"Indie, RPG, Simulation",,,,Poking Water Games,Poking Water Games,0.0,steamspy,,True
917080,This Is the Police 2 - Soundtrack,"Adventure, Indie, Strategy",,,,Weappy Studio,THQ Nordic,0.0,steamspy,,True
366820,This Starry Midnight We Make Demo,"Indie, Puzzle, Simulation",,,,Cavyhouse,Carpe Fulgur LLC,0.0,steamspy,,True
750031,This War of Mine: Stories - Season Pass,"Adventure, Indie, Simulation",,,,11 bit studios,11 bit studios,0.0,steamspy,,True
530840,This World Unknown Demo,"Adventure, Casual, Indie, Visual Novel",,,,ebi-hime,ebi-hime,0.0,steamspy,,True
2730,ThreadSpace: Hyperbol Demo,"Action, Indie, Strategy",,,,Iocaine Studios,Atari,0.0,steamspy,,True
977,ThreadSpace: Hyperbol Trailer,"Action, Indie, Strategy",,,,Iocaine Studios,Atari,0.0,steamspy,,True
3130980,Three Alpha One Nine,"Adventure, Casual, Platformer",,,,BlackLP,BlackLP,0.0,steamspy,,True
394400,Three Digits - Soundtrack,"Casual, Indie",,,,Cleverweek,,0.0,steamspy,,True
518080,Through Abandoned 2. The Forest soundtrack,"Adventure, Indie",,,,Solved,,0.0,steamspy,,True
635270,Through The Dark: Prologue,"Action, Adventure, Indie, RPG, Strategy",,,,6waves,6waves,0.0,steamspy,,True
544671,Through the Woods - Artbook,"Adventure, Horror, Indie",,,,Antagonist,Fulqrum Publishing,0.0,steamspy,,True
544670,Through the Woods - Soundtrack,"Adventure, Indie",,,,Antagonist,Fulqrum Publishing,0.0,steamspy,,True
541800,Thumper Soundtrack,"Action, Indie",,,,Drool,,0.0,steamspy,,True
81728,Thunder Wheels Trailer,"Casual, Indie, Racing, Sports",,,,G-Boot Games,G-Boot Games,0.0,steamspy,,True
213550,ThunderWheels Demo,"Casual, Indie, Racing, Sports",,,,G-Boot Games,G-Boot Games,0.0,steamspy,,True
418840,Tick Tock Isle Demo,"Adventure, Casual, Indie",,,,Squiddershins,Squiddershins,0.0,steamspy,,True
427750,Tick Tock Isle Soundtrack,"Adventure, Casual, Indie",,,,Kevin Carville,Squiddershins,0.0,steamspy,,True
608720,Ticket OST,"Action, Adventure, Indie",,,,magicdweedoo,"magicdweedoo, Nonsense Machine",0.0,steamspy,,True
81675,Ticket to Ride Trailer DE,"Card & Board, Casual, Indie, Strategy",,,,Days of Wonder,Days of Wonder,0.0,steamspy,,True
81674,Ticket to Ride Trailer EN,"Card & Board, Casual, Indie, Strategy",,,,Days of Wonder,Days of Wonder,0.0,steamspy,,True
81676,Ticket to Ride Trailer FR,"Card & Board, Casual, Indie, Strategy",,,,Days of Wonder,Days of Wonder,0.0,steamspy,,True
398280,Tidal Affair: Before The Storm Demo,"Action, Adventure, Indie, Strategy",,,,NoDev,NoPub,0.0,steamspy,,True
40430,Tidalis Demo,"Casual, Indie, Puzzle",,,,"Arcen Games, LLC","Arcen Games, LLC",0.0,steamspy,,True
5824,Tidalis Extended Trailer,"Casual, Indie, Puzzle",,,,"Arcen Games, LLC","Arcen Games, LLC",0.0,steamspy,,True
5823,Tidalis Launch Trailer,"Casual, Indie, Puzzle",,,,"Arcen Games, LLC","Arcen Games, LLC",0.0,steamspy,,True
667480,Tilted Mind Demo,Indie,,,,Paul Svelmoe,Paul Svelmoe,0.0,steamspy,,True
2826910,Time Escape : A Prototype,Action,,,,Zachary R Kwiatkowski,Zachary R Kwiatkowski,0.0,steamspy,,True
37410,"Time Gentlemen, Please! Demo","Adventure, Indie, Puzzle",,,,Zombie Cow Studios,Zombie Cow Studios,0.0,steamspy,,True
694210,Time Recoil - Original Soundtrack,"Action, Adventure, Indie, Sports",,,,10tons Ltd,10tons Ltd,0.0,steamspy,,True
348110,Time Rifters Demo,"Action, Casual, Indie",,,,Proton Studio Inc,,0.0,steamspy,,True
560990,Time Tenshi 2: Special Edition (DLC),"Adventure, Indie, Simulation",,,,Silver Cow Studio,Silver Cow Studio,0.0,steamspy,,True
271710,Tiny Brains Demo,"Action, Adventure, Casual, Indie, Puzzle",,,,Spearhead Games,505 Games,0.0,steamspy,,True
686880,Tiny Echo Soundtrack,"Adventure, Casual, Indie",,,,Might and Delight,,0.0,steamspy,,True
1008300,Tiny Snow - Original Soundtrack,"Adventure, Casual, Indie",,,,#workshop,"#workshop, NVLMaker",0.0,steamspy,,True
81984,Tiny Troopers Trailer,"Action, Indie, Shooter, Strategy",,,,Kukouri,Iceberg Interactive,0.0,steamspy,,True
82152,Tiny Troopers Zombie Trailer,"Action, Indie, Shooter, Strategy",,,,Kukouri,Iceberg Interactive,0.0,steamspy,,True
81768,Tiny and Big Trailer 3,"Action, Adventure, Indie, Platformer, Puzzle",,,,Black Pants Game Studio,,0.0,steamspy,,True
81769,Tiny and Big Trailer 4,"Action, Adventure, Indie, Platformer, Puzzle",,,,Black Pants Game Studio,,0.0,steamspy,,True
81608,Tiny and Big in Grandpas Leftovers Trailer,"Action, Adventure, Indie, Platformer, Puzzle",,,,Black Pants Game Studio,,0.0,steamspy,,True
81701,Tiny and Big in Grandpas Leftovers Trailer 2,"Action, Adventure, Indie, Platformer, Puzzle",,,,Black Pants Game Studio,,0.0,steamspy,,True
214090,Tiny and Big: Grandpa's Leftovers Demo,"Action, Adventure, Indie, Platformer, Puzzle",,,,Black Pants Game Studio,,0.0,steamspy,,True
926460,Tiny-Tasy Town Demo,"Adventure, Casual, Indie, RPG, Simulation",,,,Rabbiroo,INDIECN,0.0,steamspy,,True
344530,TinyKeep Original Soundtrack,"Action, Adventure, Indie, RPG",,,,Phigames,Digital Tribe,0.0,steamspy,,True
81369,Titan Attacks Launch Trailer,"Action, Casual, Indie, Shooter",,,,Puppygames,,0.0,steamspy,,True
4590,Titan Quest Demo,"Action, Adventure, RPG",,,,Iron Lore Entertainment,Nordic Games,0.0,steamspy,,True
359950,Titan Souls Demo,"Action, Adventure, Casual, Indie, Puzzle, Strategy",,,,Acid Nerve,Devolver Digital,0.0,steamspy,,True
337710,Tkl Online Demo,"Action, Indie, Massively Multiplayer, RPG",,,,KURONEKO SOFT,KURONEKO SOFT,0.0,steamspy,68.0,True
81592,To The Moon Trailer,"Adventure, Casual, Indie, RPG",,,,Freebird Games,Freebird Games,0.0,steamspy,,True
972130,To Trust an Incubus Demo,"Simulation, Visual Novel",,,,Y Press Games,Y Press Games,0.0,steamspy,,True
772310,To the City of the Clouds Demo,"Adventure, Indie, RPG",,,,Choice of Games,Choice of Games,0.0,steamspy,,True
206450,To the Moon Soundtrack,Indie,,,,Freebird Games,Freebird Games,0.0,steamspy,,True
373350,Tobari and the Night of the Curious Moon Demo,"Adventure, Casual, Indie",,,,desunoya,Sekai Project,0.0,steamspy,,True
105710,Tobe's Vertical Adventure Demo,"Action, Adventure, Indie, Platformer",,,,Secret Base,Secret Base,0.0,steamspy,,True
80947,Tobe's Vertical Adventure Trailer,"Action, Adventure, Indie, Platformer",,,,Secret Base,Secret Base,0.0,steamspy,,True
1087290,ToeJam & Earl: Back in the Groove! Soundtrack,"Adventure, Casual, Indie",,,,HumaNature Studios,,0.0,steamspy,,True
868170,Together VR - PC Edition DLC,"Adventure, Casual, Indie, Simulation",,,,AURORA Games,AURORA Games,0.0,steamspy,,True
81507,Toki Tori 2 Teaser Trailer,"Action, Adventure, Casual, Indie, Metroidvania, Platformer, Puzzle",,,,,,0.0,steamspy,,True
38710,Toki Tori Demo,"Action, Adventure, Casual, Indie, Platformer, Puzzle",,,,Two Tribes,Two Tribes,0.0,steamspy,,True
5581,Toki Tori Trailer,"Action, Adventure, Casual, Indie, Platformer, Puzzle",,,,Two Tribes,Two Tribes,0.0,steamspy,,True
1381590,Tokyo Re:Connect Prologue,"Casual, RPG, Visual Novel",,,,KONEKO,KONEKO,0.0,steamspy,,True
374880,Tokyo School Life - Original Soundtrack,Adventure,,,,"M2 Co., LTD",Dogenzaka Lab,0.0,steamspy,,True
1055220,Tokyo Warfare Turbo - Skin Editor,"Action, Indie, Simulation",,,,Pablo Vidaurre Sanz,,0.0,steamspy,,True
1032330,Tokyo Warfare Turbo - Tank expansion pack,"Action, Indie, Simulation",,,,Pablo Vidaurre Sanz,Pablo Vidaurre Sanz,0.0,steamspy,,True
605010,ToledoVR Demo,"Action, Strategy",,,,SomeDudes,SomeDudes,0.0,steamspy,,True
5195,Tom Clancy's EndWar HD Launch Trailer,Strategy,,,,Ubisoft  Shanghaï,Ubisoft,0.0,steamspy,,True
5193,Tom Clancy's EndWar HD Trailer,Strategy,,,,,,0.0,steamspy,,True
417462,Tom Clancy's Rainbow Six Siege - Amethyst Weapon Skin,Action,,,,Ubisoft Montreal,,0.0,steamspy,,True
417464,Tom Clancy's Rainbow Six Siege - Cobalt Weapon Skin,Action,,,,Ubisoft Montreal,,0.0,steamspy,,True
455572,Tom Clancy's Rainbow Six Siege - Cyan Weapon Skin,Action,,,,Ubisoft Montreal,,0.0,steamspy,,True
417463,Tom Clancy's Rainbow Six Siege - Emerald Weapon Skin,Action,,,,Ubisoft Montreal,,0.0,steamspy,,True
512340,Tom Clancy's Rainbow Six Siege - Kapkan Assassin's Creed Skin,Action,,,,Ubisoft Montreal,,0.0,steamspy,,True
417465,Tom Clancy's Rainbow Six Siege - Platinum Weapon Skin,Action,,,,Ubisoft Montreal,Ubisoft,0.0,steamspy,,True
450790,Tom Clancy's Rainbow Six Siege - Ruby Weapon Skin,Action,,,,Ubisoft Montreal,,0.0,steamspy,,True
455570,Tom Clancy's Rainbow Six Siege - Topaz Weapon Skin,Action,,,,Ubisoft Montreal,,0.0,steamspy,,True
5024,Tom Clancy's Rainbow Six Vegas 2 Trailer,"Action, Adventure, Shooter, Strategy",,,,,,0.0,steamspy,,True
437700,Tom Clancy's The Division - Season Pass,"Action, Adventure, RPG, Shooter",,,,Massive Entertainment,,0.0,steamspy,,True
588220,Tom Clancy's The Division Demo,"Action, Adventure, Massively Multiplayer, RPG, Shooter, Survival",,,,Massive Entertainment,Ubisoft,0.0,steamspy,,True
573830,Tom Clancy’s Ghost Recon Wildlands - Season Pass Year 1,"Action, Adventure",,,,"Ubisoft Paris, Ubisoft Annecy, Ubisoft Bucharest, Ubisoft Montpellier, Ubisoft Milan, Reflections",Ubisoft,0.0,steamspy,,True
804790,Tomato Jones - Episode 3 Demo,"Action, Adventure, Casual, Indie",,,,HA Studio Ltd.,HA Studio Ltd.,0.0,steamspy,,True
693220,Tomato Jones 2 Demo,"Action, Adventure, Casual, Indie, Simulation",,,,HA Studio Ltd.,HA Studio Ltd.,0.0,steamspy,,True
5670,Tomb Raider Legend Trailer,"Action, Adventure, Platformer, Puzzle, Shooter",,,,,,0.0,steamspy,,True
208807,Tomb Raider: Aviatrix Skin,"Action, Adventure",,,,"Crystal Dynamics, Eidos-Montréal, Feral Interactive (Mac), Feral Interactive (Linux)","Crystal Dynamics, Feral Interactive (Mac), Feral Interactive (Linux)",0.0,steamspy,,True
208817,Tomb Raider: Demolition Skin,"Action, Adventure",,,,"Crystal Dynamics, Eidos-Montréal, Feral Interactive (Mac), Feral Interactive (Linux)","Crystal Dynamics, Feral Interactive (Mac), Feral Interactive (Linux)",0.0,steamspy,,True
208808,Tomb Raider: Guerilla Skin,"Action, Adventure",,,,"Crystal Dynamics, Eidos-Montréal, Feral Interactive (Mac), Feral Interactive (Linux)","Crystal Dynamics, Feral Interactive (Mac), Feral Interactive (Linux)",0.0,steamspy,,True
