appid,name,genres,release_date,is_free,price,developers,publishers,concurrent_players,source,peak_players,is_non_game
81849,MMH6_DLC1_Trailer,"RPG, Strategy",,,,Blackhole,,0.0,steamspy,,True
625210,MMM: Murder Most Misfortunate Demo,"Adventure, Casual, Indie, Visual Novel",,,,Foolish Mortals Games,Foolish Mortals Games,0.0,steamspy,,True
366680,MOAI 2: Path to Another World Demo,"Adventure, Casual, Indie, Simulation, Strategy",,,,"Toyman Interactive, Alawar Entertainment",Buka Entertainment,0.0,steamspy,,True
381600,MOAI: Build Your Dream Demo,"Casual, Indie, Simulation, Strategy",,,,"Alawar, Toyman Interactive",Buka Entertainment,0.0,steamspy,,True
911020,MODSORK Open Alpha Weekend,"Action, Indie, Shooter",,,,Cinnoman Games,Cinnoman Games,0.0,steamspy,4.0,True
1548870,MOENTO - Modular Environment Toolkit,"Casual, City Builder, Simulation",,,,Jonas Oppliger,Voronoi Studios,0.0,steamspy,,True
5822,MOH - E3 Trailer,"Action, Shooter",,,,,,0.0,steamspy,,True
935390,MOMO.EXE - Official Soundtrack DLC,"Action, Adventure, Indie",,,,Dymchick1,Dymchick1,0.0,steamspy,,True
586370,MORTEM Demo,"Action, Adventure, Horror, Indie",,,,Nighthood Games,Nighthood Games,0.0,steamspy,,True
924210,MOTHERGUNSHIP OST,"Action, Indie",,,,"Terrible Posture Games, Grip Digital",Terrible Posture Games,0.0,steamspy,,True
923850,MU Legend - OST Part 1,"Action, Adventure, Massively Multiplayer, RPG",,,,WEBZEN,,0.0,steamspy,,True
923851,MU Legend - OST Part 2,"Action, Adventure, Massively Multiplayer, RPG",,,,WEBZEN,,0.0,steamspy,,True
436810,MURI Demo,"Action, Indie, Metroidvania, Platformer",,,,"Ludosity, Remar Games",Ludosity,0.0,steamspy,,True
82002,MW3 Collection 3 Trailer,"Action, Shooter",,,,"Infinity Ward, Sledgehammer, Raven Software",,0.0,steamspy,,True
5984,MX vs ATV Reflex Trailer,"Action, Racing, Simulation, Sports",,,,"Double Helix Games, Rainbow",THQ,0.0,steamspy,,True
445200,MXGP2 - Season Pass,"Racing, Simulation, Sports",,,,Milestone S.r.l.,Milestone S.r.l.,0.0,steamspy,,True
81574,MacGuffins Curse Trailer ,"Adventure, Casual, Indie, Puzzle",,,,Brawsome,Brawsome,0.0,steamspy,,True
58240,Macguffin's Curse Demo,"Adventure, Casual, Indie, Puzzle",,,,Brawsome,Brawsome,0.0,steamspy,,True
40710,Machinarium Demo,"Adventure, Casual, Indie, Puzzle",,,,Amanita Design,Amanita Design,0.0,steamspy,,True
40703,Machinarium Soundtrack + Art Book,"Adventure, Indie",,,,Amanita Design,Amanita Design,0.0,steamspy,,True
517250,Machinations: Fog of War Demo,"Adventure, Indie, RPG",,,,Hosted Games,Hosted Games,0.0,steamspy,,True
946750,Mad Digger - Wallpapers,"Casual, Indie, Simulation",,,,КиКо,КиКо,0.0,steamspy,,True
768160,Mad Farm Demo,"Action, Casual, Indie",,,,Happy Bat,Happy Bat,0.0,steamspy,,True
417520,Mad Nords: Probably an Epic Quest Demo,"Adventure, Indie, RPG",,,,Dragon's Games,Dragon's Games,0.0,steamspy,,True
25762,Madballs BDI Evolution Skin Rollup,Indie,,,,Playbrains,,0.0,steamspy,,True
25710,Madballs Demo,"Action, Indie, Shooter",,,,Playbrains,Playbrains,0.0,steamspy,3.0,True
25764,Madballs Holiday Skin Rollup,Indie,,,,Playbrains,,0.0,steamspy,,True
25763,Madballs Scorched Evolution Skin Rollup,Indie,,,,Playbrains,,0.0,steamspy,,True
701500,Madcap Castle Demo,"Indie, Platformer, Puzzle",,,,Diel Mormac Games,"Diel Mormac Games, IDJ Games",0.0,steamspy,,True
547630,Madness^3 OST,"Action, Adventure, Indie, Massively Multiplayer, Simulation",,,,nobodyshot,,0.0,steamspy,,True
5838,Mafia II - E3 Trailer,"Action, Adventure, Shooter",,,,2K Czech,2K Games,0.0,steamspy,,True
50280,Mafia II Demo,"Action, Adventure, Shooter",,,,2K Czech,2K Games,0.0,steamspy,,True
600160,Mafia III Demo,"Action, Adventure, Shooter",,,,Hangar 13,2K,0.0,steamspy,293.0,True
456120,Magdalena Soundtrack,"Adventure, Indie",,,,"RCG, Band ""МусТ""",,0.0,steamspy,,True
587200,Mages of Mystralia - Original Soundtrack,"Action, Adventure, Indie",,,,Borealys Games,Borealys Games,0.0,steamspy,,True
691580,"Maggie's Movies - Camera, Action!","Adventure, Casual, Indie, Simulation",,,,"World-Loom, GameHouse",GameHouse,0.0,steamspy,,True
1263630,Maggie's Movies - Second Shot,"Adventure, Casual, Indie, Puzzle, Simulation, Strategy",,,,Space Fox Games,Jujubee S.A.,0.0,steamspy,,True
549112,Magi Trials - Avatars,"Adventure, Casual, Indie",,,,Dharker Studios,Dharker Studios,0.0,steamspy,,True
549110,Magi Trials - Soundtrack,"Adventure, Casual, Indie",,,,Dharker Studios,Dharker Studios,0.0,steamspy,,True
549111,Magi Trials - Wallpapers,"Adventure, Casual, Indie",,,,Dharker Studios,Dharker Studios,0.0,steamspy,,True
708350,MagiCat Demo,"Action, Adventure, Indie, Platformer, Puzzle",,,,Kucing Rembes,Toge Productions,0.0,steamspy,,True
658900,MagiCat Original Soundtrack,"Action, Adventure, Indie",,,,Kucing Rembes,Toge Productions,0.0,steamspy,,True
2661490,Magia y Demonios,"Action, Adventure, RPG",,,,anyeos,anyeos,0.0,steamspy,,True
213870,Magic 2014: Duels of the Planeswalkers Demo,"Card & Board, Strategy",,,,Stainless Games,,0.0,steamspy,,True
255440,Magic 2015 Demo,"Adventure, Card & Board, Strategy",,,,Stainless Games,Wizards of the Coast,0.0,steamspy,,True
1099650,Magic Siege - Defender Demo,"Casual, Indie, Simulation, Strategy, Survival, Tower Defense",,,,Oriplay,Oriplay,0.0,steamspy,,True
49480,Magic the Gathering: Duels of the Planeswalkers 2012 Demo,"Card & Board, Strategy",,,,Stainless Games Ltd,Wizards of the Coast LLC,0.0,steamspy,,True
97340,Magic: The Gathering - Duels of the Planeswalkers 2013 Demo,"Card & Board, Strategy",,,,Stainless Games,Wizards of the Coast,0.0,steamspy,,True
212140,Magical Diary Demo,"Adventure, Indie, Puzzle, RPG, Simulation, Visual Novel",,,,Hanako Games,,0.0,steamspy,,True
81641,Magical Diary Trailer,"Adventure, Indie, Puzzle, RPG, Simulation, Visual Novel",,,,Hanako Games,,0.0,steamspy,,True
226140,Magical Drop V Demo,"Casual, Indie, Puzzle",,,,Golgoth Studio,,0.0,steamspy,,True
952630,Magical Monster Land Demo,"Action, Casual, Indie, Platformer",,,,RAVENGROUNDS LIMITED,RAVENGROUNDS LIMITED,0.0,steamspy,,True
786430,Magical Star Pillars Demo,"Action, Adventure, Casual, Indie",,,,Toolkitz Games,Toolkitz Games,0.0,steamspy,,True
1448520,Magicians' Legacy: Prologue,"Adventure, RPG, Strategy",,,,Greenolor Studio,Kaser Studio,0.0,steamspy,,True
73050,Magicka Demo,"Action, Adventure, Indie, RPG",,,,Arrowhead Game Studios,Paradox Interactive,0.0,steamspy,,True
80918,Magicka PVP Trailer,"Action, Adventure, Indie, RPG",,,,,,0.0,steamspy,,True
80567,Magicka Trailer,"Action, Adventure, Indie, RPG, Strategy",,,,Arrowhead Game Studios,Paradox Interactive,0.0,steamspy,,True
81304,Magicka: The Stars Are Left Trailer,"Action, RPG",,,,Arrowhead Game Studios,,0.0,steamspy,,True
80761,Magicka: Vietnam Trailer,"Action, RPG",,,,Arrowhead Game Studios,Paradox Interactive,0.0,steamspy,,True
349370,Magicmaker - Soundtrack,"Action, Adventure, Indie, RPG",,,,Tasty Stewdios LLC,,0.0,steamspy,,True
324460,Magicmaker Demo,"Action, Adventure, Indie, RPG",,,,Tasty Stewdios LLC,Tasty Stewdios LLC,0.0,steamspy,,True
800040,Magikiras Demo,"Adventure, Indie, RPG",,,,Hosted Games,Hosted Games,0.0,steamspy,,True
559690,Magma Chamber Demo,"Action, Adventure, Casual, Indie, Puzzle, Strategy",,,,IndieKeep Games,IndieKeep Games,0.0,steamspy,,True
397010,Magnetic: Cage Closed - Challenge Map Pack DLC,"Action, Adventure, Indie",,,,Guru Games,Good Shepherd Entertainment,0.0,steamspy,,True
37510,Magnetis Demo,"Casual, Indie, Puzzle",,,,Yullaby,Yullaby,0.0,steamspy,,True
503480,Mahluk:Dark Demon,"Action, Adventure, Casual, Indie, Metroidvania, Platformer, Puzzle, RPG",,,,Serkan Bakar,Serkan Bakar,0.0,steamspy,,True
514331,Mai Shiranui Debut Costume Set,Action,,,,"Team NINJA, KOEI TECMO GAMES CO., LTD.",,0.0,steamspy,,True
1597790,Mainframe Defenders: Meltdown - Prologue,"JRPG, RPG, Strategy",,,,Synthetic Domain,Synthetic Domain,0.0,steamspy,,True
579100,Mainlining - Soundtrack,"Adventure, Indie, Simulation",,,,Rebelephant,,0.0,steamspy,,True
454980,Mainlining Demo,"Adventure, Indie, Puzzle, Simulation",,,,Rebelephant,Merge Games,0.0,steamspy,,True
559950,Maize Original Soundtrack,"Adventure, Indie",,,,Finish Line Games,Finish Line Games,0.0,steamspy,,True
322670,Majestic Nights Demo,"Action, Adventure, Indie, RPG",,,,Epiphany Games,Epiphany Games,0.0,steamspy,,True
80790,Majesty 2 Collection Trailer,"Simulation, Strategy",,,,1C:InoCo,Paradox Interactive,0.0,steamspy,,True
80638,Majesty 2: Battles of Ardania Trailer,"Simulation, Strategy",,,,,,0.0,steamspy,,True
80629,Majesty 2: Monster Kingdom Trailer,"Simulation, Strategy",,,,,,0.0,steamspy,,True
608620,Majotori Soundtrack,"Adventure, Casual, Indie",,,,Majorariatto,Majorariatto,0.0,steamspy,,True
811230,Make Sail - Soundtrack,"Action, Adventure, Indie, Simulation",,,,"Popcannibal, LLC",,0.0,steamspy,,True
6260,Making History Demo,"Action, Strategy",,,,Muzzy Lane,Strategy First,0.0,steamspy,,True
67100,Making History II: War of the World Demo,"Indie, Simulation, Strategy",,,,Muzzy Lane Software,,0.0,steamspy,,True
373250,Making History: The Calm and the Storm Gold Edition Demo,"Simulation, Strategy",,,,Muzzy Lane Software,Factus Games,0.0,steamspy,,True
332470,Making History: The Great War Demo,Strategy,,,,"Muzzy Lane Software, Factus Games",Factus Games,0.0,steamspy,21.0,True
3319330,Makis Adventure: Level Editor,"Action, Adventure, Casual, Indie, Metroidvania, Platformer",,,,Zoroarts,Zoroarts,0.0,steamspy,,True
559890,Malavision: The Beginning - Soundtrack,"Adventure, Indie",,,,Ismael Pozzo,Ismael Pozzo,0.0,steamspy,,True
689220,Malfunction Demo,"Action, Adventure, Indie, Puzzle",,,,Barlock Games,Barlock Games,0.0,steamspy,,True
2497610,Mandemon,"Adventure, Horror, JRPG, RPG, Visual Novel",,,,致意,致意,0.0,steamspy,60.0,True
625260,Manipulated Demo,"Action, Indie, Platformer, Puzzle",,,,Wolfray Entertainment,Wolfray Entertainment,0.0,steamspy,,True
81943,Mann vs Machine_Trailer,"Action, Shooter",,,,Valve,,0.0,steamspy,,True
1648080,Manual Intervention VR,"Action, Casual, Indie",,,,Spannerworx,Spannerworx,0.0,steamspy,,True
2315080,Manual Overcycle,"Action, Indie, Simulation, Sports",,,,Fallen Few Studios,Fallen Few Studios,0.0,steamspy,,True
573512,MapleStory Cosmetic Pack,"Casual, Massively Multiplayer, RPG",,,,Nexon,Nexon America Inc.,0.0,steamspy,,True
991690,MarZ: Tactical Base Defense Demo,"Indie, Strategy, Tower Defense",,,,doorfortyfour,doorfortyfour,0.0,steamspy,56.0,True
355870,Marble Age Demo,"Simulation, Strategy",,,,Clarus Victoria,Clarus Victoria,0.0,steamspy,,True
996410,Marble Combat Demo,"Action, Casual, Indie",,,,Phantom8 Studio,Alternative Software Ltd,0.0,steamspy,,True
702920,Marblesared Demo,Casual,,,,PCAndVR,PCAndVR,0.0,steamspy,,True
233030,March of the Eagles Demo,"Simulation, Strategy",,,,,,0.0,steamspy,,True
5114,Mare Nostrum Trailer,Action,,,,Sandstorm Productions,Thinking Studios,0.0,steamspy,,True
855020,Marie's Room - Soundtrack,"Adventure, Casual, Indie",,,,,,0.0,steamspy,,True
239570,Mark of the Ninja: Special Edition DLC,"Action, Adventure, Indie, Platformer",,,,Klei Entertainment,,0.0,steamspy,,True
551900,Marlene Demo,"Action, Adventure, Casual, Horror, Indie, Puzzle",,,,Scott Wilson,Uzi Games,0.0,steamspy,,True
674000,Marooners Deluxe DLC,"Action, Casual, Indie",,,,M2H,M2H,0.0,steamspy,,True
721149,Marvel vs. Capcom: Infinite - Arthur Fallen Angel Armor Costume,Action,,,,Capcom,Capcom,0.0,steamspy,,True
721106,Marvel vs. Capcom: Infinite - Captain Marvel Warbird Costume,Action,,,,Capcom,Capcom,0.0,steamspy,,True
721141,Marvel vs. Capcom: Infinite - Chun-Li Casual Costume,Action,,,,Capcom,,0.0,steamspy,,True
721132,Marvel vs. Capcom: Infinite - Dante Nephilim Costume,Action,,,,Capcom,Capcom,0.0,steamspy,,True
721112,Marvel vs. Capcom: Infinite - Doctor Strange Illuminati Costume,Action,,,,Capcom,Capcom,0.0,steamspy,,True
721133,Marvel vs. Capcom: Infinite - Morrigan Night Warrior Costume,Action,,,,Capcom,Capcom,0.0,steamspy,,True
721114,Marvel vs. Capcom: Infinite - Nova Prime Costume,Action,,,,Capcom,Capcom,0.0,steamspy,,True
721150,Marvel vs. Capcom: Infinite - Special X Costume,Action,,,,Capcom,Capcom,0.0,steamspy,,True
721145,Marvel vs. Capcom: Infinite - Special Zero Costume,Action,,,,Capcom,Capcom,0.0,steamspy,,True
721110,Marvel vs. Capcom: Infinite - Superior Iron Man Costume,Action,,,,Capcom,Capcom,0.0,steamspy,,True
721107,Marvel vs. Capcom: Infinite - Superior Spider-Man  Costume,Action,,,,Capcom,Capcom,0.0,steamspy,,True
721119,Marvel vs. Capcom: Infinite - Ultron Conquest Costume,Action,,,,Capcom,Capcom,0.0,steamspy,,True
335520,Marvin's Mittens Official Soundtrack,"Adventure, Casual, Indie",,,,Mike Keogh,,0.0,steamspy,,True
655000,Masked Forces 2: Mystic Demons,"Action, Adventure, Horror, Indie, Roguelike, Shooter, Survival",,,,FreezeNova,FreezeNova,0.0,steamspy,,True
777120,Masked Forces 2: Mystic Demons - Multiplayer,"Action, Indie, Shooter, Survival",,,,Freeze Nova,Freeze Nova,0.0,steamspy,,True
913620,Masked Forces Demo,"Action, Indie, Shooter",,,,FreezeNova,FreezeNova,0.0,steamspy,,True
434760,Masked Shooters 2 Demo,"Action, Indie, Shooter",,,,Freeze Nova,Freeze Nova,0.0,steamspy,,True
461330,Masquerada: Songs and Shadows Demo,"Indie, RPG",,,,Witching Hour Studios,Ysbryd Games,0.0,steamspy,,True
450510,Masquerade: The Baubles of Doom Demo,"Action, Adventure, Casual, Indie",,,,Big Ant Studios,Big Ant Studios,0.0,steamspy,,True
5579,Mass Effect 2 Launch Trailer,"Action, Adventure, RPG, Shooter",,,,,,0.0,steamspy,,True
5518,Mass Effect 2 Trailer,"Action, Adventure, RPG, Shooter",,,,BioWare,Electronic Arts,0.0,steamspy,,True
5159,Mass Effect HD Trailer,"Action, Adventure, RPG, Shooter",,,,BioWare,Electronic Arts,0.0,steamspy,,True
5456,Massive Assault: Phantom Renaissance Trailer,Strategy,,,,Wargaming.net,Wargaming.net,0.0,steamspy,,True
912970,Master Pyrox Wizard Smackdown Demo,"Action, Casual, Indie, Sports",,,,Denis Comtesse,Dropped Monocle Games,0.0,steamspy,,True
271100,Master Reboot Art Book and Soundtrack,"Action, Adventure, Indie",,,,Wales Interactive,Wales Interactive,0.0,steamspy,,True
395020,Master Spy OST,"Action, Indie",,,,TURBOGUN,,0.0,steamspy,,True
602390,Master of Mayhem Soundtrack,"Action, Indie",,,,Lapovich Team,Lapovich Team,0.0,steamspy,,True
890240,Math Fun Demo,"Casual, Horror, Indie, Strategy",,,,Yash Future Tech Solutions Pvt Ltd,Yash Future Tech Solutions Pvt Ltd,0.0,steamspy,,True
1278930,Math Puzzle Alpha Challenge,"Casual, Indie, Puzzle, Strategy",,,,Orlando Santos de Oliveira,Orlando Santos de Oliveira,0.0,steamspy,,True
81721,Max Payne 3 Launch Trailer,"Action, Adventure, Shooter",,,,,,0.0,steamspy,,True
81383,Max Payne 3 Trailer,"Action, Adventure, Shooter",,,,Rockstar Studios,,0.0,steamspy,,True
81430,Max Payne 3 Trailer 2,"Action, Adventure, Shooter",,,,,,0.0,steamspy,,True
5698,Max and the Magic Marker Trailer 1,Indie,,,,Press Play,The Games Company,0.0,steamspy,,True
618180,"Max, an Autistic Journey - Max's Birthday DLC","Indie, RPG",,,,Professional Imagination,GPAC,0.0,steamspy,,True
272390,Max: The Curse of Brotherhood Demo,"Action, Adventure, Platformer, Puzzle",,,,Press Play,Xbox Game Studios,0.0,steamspy,,True
861120,May: Original Soundtrack,"Casual, Indie",,,,Team Spieluhr,,0.0,steamspy,,True
18610,Mayhem Intergalactic Demo,"Indie, Strategy",,,,Inventive Dingo,Inventive Dingo,0.0,steamspy,,True
939340,Maze Of Adventures Demo,"Adventure, Casual, Indie, Puzzle",,,,"OCP, Yuri Chuchmay",OCP,0.0,steamspy,,True
504590,Maze Roller Demo,"Adventure, Casual, Indie, Puzzle",,,,Meerkat Gaming,Meerkat Gaming,0.0,steamspy,,True
82062,McPixel Trailer,"Action, Adventure, Casual, Indie, Puzzle",,,,Sos,,0.0,steamspy,,True
506080,Meadow Soundtrack,"Adventure, Indie, Massively Multiplayer",,,,Might and Delight,Might and Delight,0.0,steamspy,,True
1046370,Meaty McSkinBones,Indie,"15 Jul, 2019",True,,Triplot Studio,Triplot Studio,0.0,appdetails,,True
1485350,Mech Mechanic Simulator: Prologue,"Casual, Indie, Simulation",,,,Polyslash,Valkyrie Initiative,0.0,steamspy,,True
318340,Mecha Ace Demo,"Indie, RPG",,,,Choice of Games,Choice of Games,0.0,steamspy,,True
470870,Mecha Ritz: Steel Rondo OST,"Action, Indie",,,,HEY,,0.0,steamspy,,True
551540,Mechatroniks Attack Demo,"Action, Adventure, Indie",,,,Ludax174,Ludax174,0.0,steamspy,,True
809910,Mechs V Kaijus Demo,"Action, Indie, Strategy, Survival, Tower Defense",,,,Doble Punch Games,Doble Punch Games,0.0,steamspy,,True
5416,Medal of Honor: Airborne Trailer,"Action, Shooter",,,,,,0.0,steamspy,,True
341845,Medic Savior Skin Pack,Action,,,,Turtle Rock Studios,2K,0.0,steamspy,,True
552020,Medieval Defenders - Soundtrack,"Casual, Strategy",,,,Creobit,8Floor,0.0,steamspy,,True
4710,Medieval II: Total War Demo,"Action, Simulation, Strategy",,,,The Creative Assembly,SEGA,0.0,steamspy,,True
708690,Medieval Steve Demo,"Action, Adventure, Casual, Indie",,,,JForth Designs,JForth Designs,0.0,steamspy,,True
1118370,Meegah Mem 2 Demo,"Action, Indie",,,,Crapcom,Crapcom,0.0,steamspy,,True
1994300,Mega Demon Blaster,"Action, Casual, Roguelike, Shooter",,,,Alfalou,Alfalou,0.0,steamspy,,True
1001110,Mega Man 11 Original Soundtrack,Action,,,,"CAPCOM CO., LTD.","CAPCOM CO., LTD.",0.0,steamspy,,True
906630,Mega Man X Legacy Collection Soundtrack,Action,,,,"CAPCOM CO., LTD","CAPCOM CO., LTD",0.0,steamspy,,True
633830,Mega Overload Demo,"Action, Shooter",,,,Subdream Studios,Subdream Studios,0.0,steamspy,,True
393730,MegaSphere Demo,"Action, Adventure, Indie",,,,AKGames,AKGames,0.0,steamspy,,True
847420,Megadimension Neptunia VIIR - Inventory Expansion 1,"Action, RPG",,,,"IDEA FACTORY, COMPILE HEART","Idea Factory International, Inc.",0.0,steamspy,,True
847421,Megadimension Neptunia VIIR - Inventory Expansion 2,"Action, RPG",,,,"IDEA FACTORY, COMPILE HEART","Idea Factory International, Inc.",0.0,steamspy,,True
847422,Megadimension Neptunia VIIR - Inventory Expansion 3,"Action, RPG",,,,"IDEA FACTORY, COMPILE HEART","Idea Factory International, Inc.",0.0,steamspy,,True
491600,Megapolis Demo,"Casual, Indie, Simulation, Strategy",,,,Lonely Troops,Lonely Troops,0.0,steamspy,,True
552850,Mekazoo Original Soundtrack,Indie,,,,The Good Mood Creators,The Good Mood Creators,0.0,steamspy,,True
884700,Melody of Iris-虹色旋律- Original Sound Track,"Adventure, Casual, Indie, Simulation",,,,Gloria Works,Gloria Works,0.0,steamspy,,True
990100,Melordandek Demo,"Indie, Puzzle, Visual Novel",,,,Hanged Bunny Studio,Hanged Bunny Studio,0.0,steamspy,,True
81256,Memoir '44 Online Trailer,"Card & Board, Casual, Simulation, Strategy",,,,Days of Wonder,,0.0,steamspy,,True
81184,Memoir '44 Online Trailer Eng,"Card & Board, Casual, Simulation, Strategy",,,,Days of Wonder,,0.0,steamspy,,True
81185,Memoir '44 Online Trailer French,"Card & Board, Casual, Simulation, Strategy",,,,,,0.0,steamspy,,True
558210,Memoria Soundtrack,"Adventure, Indie",,,,Daedalic Entertainment,Daedalic Entertainment,0.0,steamspy,,True
689690,Memories Demo,Adventure,,,,Revoked Studio,Revoked Studio,0.0,steamspy,,True
500850,Memory Oblivion Box - Original Soundtrack,"Adventure, Casual, Indie",,,,DreaMory,NVLMaker,0.0,steamspy,,True
570800,Memory's Dogma CODE:01 - Original Soundtrack,"Adventure, Casual, Indie",,,,Liz-Arts,Sekai Project,0.0,steamspy,,True
539230,Memory's Dogma CODE:01 Demo,"Adventure, Casual, Indie, Visual Novel",,,,Liz-Arts,Sekai Project,0.0,steamspy,9.0,True
5468,Men of War Red Tide Trailer,Strategy,,,,1C Company,"1C Company, 1C-SoftClub",0.0,steamspy,,True
64005,Men of War: Assault Squad - MP Supply Pack Alpha,Strategy,,,,Digitalmindsoft,Fulqrum Publishing,0.0,steamspy,,True
81189,Men of War: Assault Squad Launch Trailer,"Action, Simulation, Strategy",,,,,,0.0,steamspy,,True
1035870,Mercenary Leto Demo,"Action, Indie",,,,dragonGlitch Games LLC,Sllef Published,0.0,steamspy,,True
948360,Merchant - All Skins & Themes,"RPG, Simulation",,,,Retora Games,Retora Games,0.0,steamspy,,True
331270,Merchants of Kaidan Demo,"Adventure, Indie, RPG, Simulation, Strategy",,,,Forever Entertainment S. A.,Forever Entertainment S. A.,0.0,steamspy,,True
1458900,Meridian 157: Prologue,"Action, Adventure, Horror, Indie, Puzzle",,,,NovaSoft Interactive Ltd.,NovaSoft Interactive Ltd.,0.0,steamspy,16.0,True
312330,Meridian: New World Demo,"Indie, Strategy",,,,Elder Games,"Merge Games, Headup Games",0.0,steamspy,,True
288240,Meridian: New World Video and Soundtrack,"Indie, Strategy",,,,Elder Games,Headup,0.0,steamspy,,True
859600,Merry Glade. Original Soundtrack.,"Adventure, Casual, Indie",,,,Anatoliy Loginovskikh,Anatoliy Loginovskikh,0.0,steamspy,,True
501240,Mervils: A VR Adventure Demo,"Adventure, Platformer, Puzzle, RPG",,,,VitruviusVR,VitruviusVR,0.0,steamspy,,True
421920,Message Quest: Original Soundtrack,Adventure,,,,Royal Troupe,,0.0,steamspy,,True
426340,MetaHuman Inc. Demo,"Indie, RPG",,,,Choice of Games,Choice of Games,0.0,steamspy,,True
1194740,MetaWare High School (Demo),"Adventure, Casual, Horror, Visual Novel",,,,Not Fun Games,Not Fun Games,0.0,steamspy,,True
687550,Metagalactic Blitz Demo,"Action, Fighting, Indie",,,,Pixelvex LLC,Pixelvex LLC,0.0,steamspy,,True
566840,Metal Carnage Demo,"Action, Indie, Massively Multiplayer, Racing, Shooter",,,,Playvision,Playvision,0.0,steamspy,4.0,True
32210,Metal Drift Demo,"Action, Indie, Racing, Sports",,,,Black Jacket Studios,Black Jacket Studios,0.0,steamspy,,True
80967,Metal Drift Game Play Trailer,"Action, Indie, Racing, Sports",,,,Black Jacket Studios,Black Jacket Studios,0.0,steamspy,,True
5424,Metal Drift Trailer,"Action, Indie, Racing, Sports",,,,Black Jacket Studios,Black Jacket Studios,0.0,steamspy,,True
1026570,Metaverse Keeper Demo,"Action, Adventure, Casual, Indie, RPG",,,,Sparks Games,Sparks Games,0.0,steamspy,,True
1690040,Metavusking,"Action, Casual, Indie, Simulation",,,,innoVENTOR Inc.,innoVENTOR Inc.,0.0,steamspy,,True
754420,Metro Conflict: The Origin Demo,"Action, Adventure, Casual, Massively Multiplayer, Shooter",,,,"RED DUCK, INC.","RED DUCK, INC.",0.0,steamspy,165.0,True
924220,Metro Exodus Expansion Pass,Action,,,,4A Games,Deep Silver,0.0,steamspy,,True
738120,Metropolis: Lux Obscura Demo,"Casual, Indie",,,,Ktulhu Solutions,Ktulhu Solutions,0.0,steamspy,,True
27610,Mevo and The Grooveriders Demo,"Casual, Indie",,,,Red Rocket Games,Red Rocket Games,0.0,steamspy,,True
805970,Mhakna Gramura and Fairy Bell - Original Soundtrack,"Casual, Indie",,,,ALICE IN DISSONANCE,ALICE IN DISSONANCE,0.0,steamspy,,True
520260,Miaou Moon Demo,"Action, Casual, Indie, Platformer, Puzzle, Survival",,,,"Stephane Valverde, Leslie Valverde",Agent Mega,0.0,steamspy,,True
509050,Mibibli's Quest - Official Soundtrack,Indie,,,,resnijars,resnijars,0.0,steamspy,,True
