Selected_Genre,appid,name,genres,release_date,is_free,price,developers,publishers,concurrent_players,source,peak_players,is_non_game
Sports,1453850,Pro Cycling Manager 2021,"4X, Casual, Racing, Simulation, Sports, Strategy",,,,Cyanide Studio,Nacon,7.0,steamspy,2288.0,False
Sports,1477590,EZ2ON REBOOT : R,"Action, Casual, Sports",,,,"Neonovice Co., Ltd., SQUARE PIXELS","Neonovice Co., Ltd.",50.0,steamspy,2243.0,False
Sports,376300,GUILTY GEAR Xrd -SIGN-,"Action, Fighting, Sports, Visual Novel",,,,Arc System Works,Arc System Works,3.0,steamspy,1954.0,False
Sports,1263860,Football Manager 2021 Touch,"Simulation, Sports",,,,Sports Interactive,SEGA,57.0,steamspy,1951.0,False
Sports,681280,Descenders,"Action, Racing, Simulation, Sports",,,,RageSquid,No More Robots,151.0,steamspy,1942.0,False
Sports,2395210,Tony Hawk's Pro Skater 1 + 2,Sports,,,,"Vicarious Visions, Iron Galaxy Studios",Activision,30.0,steamspy,1791.0,False
Sports,365960,rFactor 2,"Racing, Simulation, Sports",,,,Studio 397,Studio 397,135.0,steamspy,1758.0,False
Sports,219600,NBA 2K13,"Simulation, Sports",,,,Visual Concepts,2K Games,5.0,steamspy,1753.0,False
Sports,1566200,Tape to Tape,"Action, RPG, Sports",,,,Excellent Rectangle,Excellent Rectangle,82.0,steamspy,1651.0,False
Sports,624120,Football Manager Touch 2018,"Simulation, Sports",,,,Sports Interactive,SEGA,10.0,steamspy,1618.0,False
Sports,1161490,MotoGP20,"Racing, Simulation, Sports",,,,Milestone S.r.l.,Milestone S.r.l.,10.0,steamspy,1598.0,False
Sports,496240,Onward,"Action, Indie, Shooter, Simulation, Sports",,,,Downpour Interactive,Downpour Interactive,24.0,steamspy,1576.0,False
Sports,360620,Spellsworn,"Action, Indie, RPG, Sports, Strategy",,,,Frogsong Studios,Frogsong Studios,5.0,steamspy,1506.0,False
Sports,871540,BMX Streets,"Casual, Indie, Simulation, Sports",,,,Mash Games,Mash Games,306.0,steamspy,1486.0,False
Sports,1677350,EA SPORTS PGA TOUR,"RPG, Sports",,,,Electronic Arts - Tiburon,Electronic Arts,129.0,steamspy,1363.0,False
Sports,1307090,Barro Racing,"Card & Board, Casual, Indie, Racing, Simulation, Sports",,,,SC Jogos,SC Jogos,2.0,steamspy,1355.0,False
Sports,1953520,WRC Generations – The FIA WRC Official Game,"Racing, Simulation, Sports",,,,KT Racing,Nacon,48.0,steamspy,1236.0,False
Sports,1029550,Torque Drift,"Racing, Sports",,,,Grease Monkey Games,Grease Monkey Games,52.0,steamspy,1202.0,False
Sports,1990740,Barro GT,"Casual, Indie, Racing, Simulation, Sports",,,,SC Jogos,SC Jogos,39.0,steamspy,1147.0,False
Sports,759740,RIDE 3,"Racing, Simulation, Sports",,,,Milestone S.r.l.,Milestone S.r.l.,6.0,steamspy,1030.0,False
Sports,1451810,LEGO 2K Drive,"Racing, Sports",,,,Visual Concepts,2K,13.0,steamspy,1004.0,False
Sports,2581700,MotoGP24,"Racing, Simulation, Sports",,,,Milestone S.r.l.,Milestone S.r.l.,33.0,steamspy,995.0,False
Sports,301120,Eastside Hockey Manager,"Simulation, Sports, Strategy",,,,Sports Interactive,SEGA,125.0,steamspy,964.0,False
Sports,1136380,Ultimate Fishing Simulator 2,"Action, Adventure, Casual, Indie, Simulation, Sports",,,,"Silent Bear Studio, SHINING GAMES",Ultimate Games S.A.,11.0,steamspy,924.0,False
Sports,656200,电竞俱乐部/ESports Club,"Indie, Simulation, Sports, Strategy",,,,"Hangzhou Xinlan Network Technology Co., Ltd.","Hangzhou Xinlan Network Technology Co., Ltd.",4.0,steamspy,888.0,False
Sports,508530,HackyZack,"Action, Indie, Platformer, Puzzle, Sports",,,,Spaceboy Games,Spaceboy Games,0.0,steamspy,833.0,False
Sports,1650010,RIDE 5,"Racing, Simulation, Sports",,,,Milestone S.r.l.,Milestone S.r.l.,195.0,steamspy,817.0,False
Sports,2360210,Rune Coliseum,"Action, Card & Board, Fighting, RPG, Sports, Strategy",,,,Rafale Software,Rafale Software,2.0,steamspy,766.0,False
Sports,1462810,WRC 10 FIA World Rally Championship,"Racing, Simulation, Sports",,,,KT Racing,Nacon,52.0,steamspy,766.0,False
Sports,228760,TrackMania² Canyon,"Action, Racing, Sports",,,,Nadeo,Ubisoft,4.0,steamspy,730.0,False
Sports,1166860,Rival Stars Horse Racing: Desktop Edition,"Casual, Racing, Simulation, Sports",,,,PikPok,PikPok,179.0,steamspy,680.0,False
Sports,988910,Super Mega Baseball 3,"Action, Simulation, Sports",,,,Metalhead Software Inc.,Electronic Arts,33.0,steamspy,680.0,False
Sports,1151050,Golf Gang,"Action, Casual, Indie, Racing, Sports",,,,Lazy Monday Games,Curve Games,7.0,steamspy,664.0,False
Sports,477770,Ride 2,"Action, Racing, Simulation, Sports",,,,Milestone S.r.l.,Milestone S.r.l.,3.0,steamspy,626.0,False
Sports,1864950,Beastieball,"Adventure, JRPG, RPG, Sports",,,,Wishes Ultd.,Klei Publishing,44.0,steamspy,564.0,False
Sports,1304340,Monster Energy Supercross - The Official Videogame 4,"Racing, Simulation, Sports",,,,Milestone S.r.l.,Milestone S.r.l.,6.0,steamspy,561.0,False
Sports,1487210,Super Mega Baseball 4,"Simulation, Sports",,,,Metalhead Software Inc.,Electronic Arts,226.0,steamspy,509.0,False
Sports,207210,Tony Hawks Pro Skater HD,"Action, Simulation, Sports",,,,Robomodo,Activision,2.0,steamspy,480.0,False
Sports,1205970,MX vs ATV Legends,"Racing, Sports",,,,Rainbow Studios,THQ Nordic,134.0,steamspy,460.0,False
Sports,518030,Aim Hero,"Action, Casual, Shooter, Simulation, Sports",,,,ProGames Studio,ProGames Studio,7.0,steamspy,455.0,False
Sports,626610,TT Isle of Man: Ride on the Edge,"Action, Racing, Simulation, Sports",,,,KT Racing,Nacon,4.0,steamspy,425.0,False
Sports,550320,art of rally,"Action, Indie, Racing, Simulation, Sports",,,,Funselektor Labs Inc.,Funselektor Labs Inc.,44.0,steamspy,421.0,False
Sports,429780,Bunny Hop League,"Indie, Sports",,,,PolyDigital,PolyDigital,1.0,steamspy,421.0,False
Sports,815780,PIPE by BMX Streets,"Indie, Simulation, Sports",,,,Mash Games,Mash Games,8.0,steamspy,420.0,False
Sports,1262600,Need for Speed Rivals,"Action, Adventure, Horror, Racing, Sports",,,,Criterion Games,Electronic Arts,29.0,steamspy,415.0,False
Sports,399820,Kopanito All-Stars Soccer,"Action, Indie, Sports",,,,Merixgames,Merixgames,0.0,steamspy,413.0,False
Sports,55140,MX vs. ATV Reflex,"Action, Racing, Simulation, Sports",,,,"Rainbow Studios, THQ Nordic",THQ Nordic,26.0,steamspy,408.0,False
Sports,1182020,WGT Golf,"Indie, Simulation, Sports, Strategy",,,,"World Golf Tour, LLC","World Golf Tour, LLC",193.0,steamspy,401.0,False
Sports,2494340,Tour de France 2024,"Casual, Racing, Simulation, Sports, Strategy",,,,Cyanide Studio,Nacon,1.0,steamspy,395.0,False
Sports,1089830,Monster Energy Supercross - The Official Videogame 3,"Racing, Simulation, Sports",,,,Milestone S.r.l.,Milestone S.r.l.,10.0,steamspy,392.0,False
Sports,442500,Age of Gladiators,"Casual, Indie, RPG, Simulation, Sports, Strategy","25 Feb, 2016",False,"₩ 10,500",Creative Storm Entertainment,"Creative Storm Entertainment, Vincennes Group",1.0,appdetails,373.0,False
Sports,1511630,TrackDayR,"Indie, Massively Multiplayer, Racing, Simulation, Sports",,,,MadCow S.r.l.,MadCow S.r.l.,72.0,steamspy,344.0,False
Sports,505740,Eximius: Seize the Frontline,"Action, Shooter, Sports, Strategy",,,,Ammobox Studios,Ammobox Studios,2.0,steamspy,320.0,False
Sports,1682050,PropHunter,"Casual, RPG, Sports",,,,Alone Fox Games,Alone Fox Games,3.0,steamspy,318.0,False
Sports,661990,Arcana Heart 3 LOVEMAX SIXSTARS!!!!!! XTEND,"Action, Fighting, Sports",,,,Team Arcana,Arc System Works,2.0,steamspy,315.0,False
Sports,1058830,Spin Rhythm XD,"Action, Casual, Indie, Sports",,,,Super Spin Digital,Super Spin Digital,17.0,steamspy,309.0,False
Sports,526980,Handball 17,Sports,,,,Eko Software,Nacon,1.0,steamspy,306.0,False
Sports,336250,Monster Jam Battlegrounds,"Action, Racing, Sports",,,,Team6 game studios B.V.,GameMill Entertainment,0.0,steamspy,298.0,False
Sports,692030,Tennis World Tour,"Simulation, Sports",,,,Breakpoint,Nacon,1.0,steamspy,289.0,False
Sports,2052040,Golden Lap,"Casual, Indie, Racing, Simulation, Sports, Strategy",,,,"Funselektor Labs Inc., Strelka Games",Funselektor Labs Inc.,13.0,steamspy,286.0,False
Sports,216260,Don Bradman Cricket 14,"Indie, Simulation, Sports",,,,Big Ant Studios,Big Ant Studios,4.0,steamspy,278.0,False
Sports,3549220,Tennis Manager 25,"Indie, RPG, Simulation, Sports, Strategy",,,,Rebound CG,Rebound CG,11.0,steamspy,268.0,False
Sports,2545360,Lonely Mountains: Snow Riders,"Racing, Sports",,,,Megagon Industries,Megagon Industries,22.0,steamspy,265.0,False
Sports,1213750,Fight Crab,"Action, Sports",,,,Calappa Games,PLAYISM,0.0,steamspy,257.0,False
Sports,240600,MotoGP13,"Action, Racing, Simulation, Sports",,,,Milestone S.r.l.,"Plug In Digital, Milestone S.r.l.",3.0,steamspy,255.0,False
Sports,2337630,AFL 23,"Horror, Simulation, Sports",,,,Big Ant Studios,Nacon,2.0,steamspy,254.0,False
Sports,522230,The Fishing Club 3D: Co-op Sport Angling,"Indie, Simulation, Sports",,,,Robot Riot UG (haftungsbeschränkt),Robot Riot UG (haftungsbeschränkt),29.0,steamspy,254.0,False
Sports,3468640,AFL 26,"Simulation, Sports",,,,Big Ant Studios,Nacon,14.0,steamspy,250.0,False
Sports,1345870,Franchise Hockey Manager 7,"Simulation, Sports, Strategy",,,,"Out of the Park Developments, Minos Games",Out of the Park Developments,2.0,steamspy,246.0,False
Sports,464850,Don Bradman Cricket 17,"Simulation, Sports",,,,Big Ant Studios,Big Ant Studios,0.0,steamspy,232.0,False
Sports,2084720,Home Run High,"Action, Adventure, Casual, City Builder, Indie, Simulation, Sports, Strategy",,,,"Kairosoft Co., Ltd","Kairosoft Co., Ltd",3.0,steamspy,229.0,False
Sports,2581370,Monster Energy Supercross 25 - The Official Video Game,"Racing, Sports",,,,Milestone S.r.l.,Milestone S.r.l.,19.0,steamspy,228.0,False
Sports,890550,RUMBLE,"Action, Fighting, Sports",,,,Buckethead Entertainment,Buckethead Entertainment,15.0,steamspy,228.0,False
Sports,1184480,Inertial Drift,"Casual, Indie, Racing, Sports",,,,Level 91 Entertainment,PQube,8.0,steamspy,226.0,False
Sports,415600,Kart Racing Pro,"Racing, Simulation, Sports",,,,PiBoSo,PiBoSo,56.0,steamspy,226.0,False
Sports,1259800,MXGP 2020 - The Official Motocross Videogame,"Racing, Simulation, Sports",,,,Milestone S.r.l.,Milestone S.r.l.,5.0,steamspy,225.0,False
Sports,458770,WRC 6 FIA World Rally Championship,"Racing, Simulation, Sports",,,,KT Racing,Nacon,8.0,steamspy,220.0,False
Sports,1918530,Pocket Stables,"Casual, Indie, Racing, Simulation, Sports, Strategy",,,,"Kairosoft Co., Ltd","Kairosoft Co., Ltd",6.0,steamspy,219.0,False
Sports,462700,Cricket Captain 2016,"Simulation, Sports",,,,Childish Things,KISS ltd,1.0,steamspy,217.0,False
Sports,395200,Ben and Ed,"Action, Adventure, Horror, Indie, Platformer, Sports",,,,Sluggerfly,Sluggerfly,9.0,steamspy,207.0,False
Sports,2870110,Tennis Manager 2024,"Action, Indie, RPG, Simulation, Sports, Strategy",,,,Rebound CG,Rebound CG,1.0,steamspy,205.0,False
Sports,884830,Football Manager 2019: The Hashtag United Challenge,"Simulation, Sports",,,,Sports Interactive,SEGA,0.0,steamspy,205.0,False
Sports,887800,Snooker 19,"Indie, Simulation, Sports",,,,Lab42,Ripstone,17.0,steamspy,202.0,False
Sports,1157700,Pro Wrestling Sim,"Simulation, Sports, Strategy",,,,Pro Wrestling Sim,Pro Wrestling Sim,115.0,steamspy,196.0,False
Sports,1100990,Aimbeast,"Action, Indie, Shooter, Simulation, Sports",,,,Focusd IO,Focusd IO,30.0,steamspy,190.0,False
Sports,760640,Tennis Elbow 4,"Indie, Simulation, Sports",,,,Mana Games,Mana Games,68.0,steamspy,186.0,False
Sports,441010,Mount Your Friends 3D: A Hard Man is Good to Climb,"Action, Indie, Simulation, Sports","23 Feb, 2018",False,"₩ 7,800",Stegersaurus Software Inc.,Stegersaurus Software Inc.,0.0,appdetails,185.0,False
Sports,595420,Franchise Hockey Manager 4,"Indie, Simulation, Sports, Strategy",,,,"Out of the Park Developments, Minos Games",Out of the Park Developments,0.0,steamspy,183.0,False
Sports,362930,Garfield Kart,"Action, Casual, Platformer, Racing, Sports",,,,Artefacts Studio,Microids,31.0,steamspy,182.0,False
Sports,1488560,Football Simulator,"Simulation, Sports",,,,Refactor Games,Refactor Games,33.0,steamspy,181.0,False
Sports,2340870,Rugby 25,Sports,,,,Big Ant Studios,Nacon,5.0,steamspy,181.0,False
Sports,518060,Chess Ultra,"Card & Board, Casual, Horror, Indie, Simulation, Sports, Strategy",,,,Ripstone,Ripstone,20.0,steamspy,179.0,False
Sports,922500,KILL la KILL -IF,"Action, Fighting, Sports",,,,"Arc System Works, APLUS Co., Ltd.",Arc System Works,1.0,steamspy,175.0,False
Sports,1579020,Golfie,"Action, Card & Board, Casual, Platformer, Puzzle, Sports, Strategy",,,,Triheart Studio,Yogscast Games,5.0,steamspy,163.0,False
Sports,671620,Beast Battle Simulator,"Action, Casual, Indie, Simulation, Sports, Strategy",,,,DOG HOGGLER,DOG HOGGLER,0.0,steamspy,137.0,False
Sports,1187510,Rock Simulator,"Casual, Horror, Indie, Platformer, Puzzle, Simulation, Sports",,,,vinoo,vinoo,26.0,steamspy,136.0,False
Sports,783590,Age of Gladiators II: Rome,"Indie, RPG, Simulation, Sports, Strategy",,,,Creative Storm Entertainment,"Creative Storm Entertainment, Vincennes Group",2.0,steamspy,133.0,False
Sports,1785910,SBK22,"Racing, Simulation, Sports",,,,Milestone S.r.l.,Milestone S.r.l.,4.0,steamspy,133.0,False
Sports,1975570,Cricket Captain 2022,"Simulation, Sports, Strategy, Tower Defense",,,,Childish Things Ltd,Childish Things Ltd,7.0,steamspy,128.0,False
Sports,444880,Death Stair,"Action, Casual, Indie, Racing, Sports",,,,Fun Sponge Games,Missing Link Games,0.0,steamspy,128.0,False
Sports,1995890,Aerofly FS 4 Flight Simulator,"Action, Indie, Racing, Simulation, Sports",,,,IPACS,IPACS,39.0,steamspy,123.0,False
Sports,940580,FIA European Truck Racing Championship,"Racing, Simulation, Sports",,,,N-RACING,Nacon,3.0,steamspy,115.0,False
Sports,754050,Bomb Bots Arena,"Action, Horror, Indie, Sports, Survival",,,,Tiny Roar,Tiny Roar,1.0,steamspy,108.0,False
Sports,377060,On a Roll,"Action, Indie, Simulation, Sports",,,,Creative Concepts,Creative Concepts,1.0,steamspy,107.0,False
Sports,1193090,Bus World,"Adventure, Casual, Indie, Racing, Simulation, Sports",,,,KishMish Games,KishMish Games,2.0,steamspy,100.0,False
Strategy,65980,Sid Meier's Civilization: Beyond Earth,"4X, Action, Adventure, Simulation, Strategy",,,,"Firaxis Games, Aspyr (Mac), Aspyr (Linux)","2K, Aspyr (Mac), Aspyr (Linux)",277.0,steamspy,86747.0,False
Strategy,1084160,Jagged Alliance 3,"Action, RPG, Strategy",,,,Haemimont Games,THQ Nordic,326.0,steamspy,25332.0,False
Strategy,1044720,Farthest Frontier,"4X, Action, City Builder, Simulation, Strategy, Survival",,,,Crate Entertainment,Crate Entertainment,3356.0,steamspy,24874.0,False
Strategy,1874880,Arma Reforger,"Action, Shooter, Simulation, Strategy",,,,Bohemia Interactive,Bohemia Interactive,7249.0,steamspy,22789.0,False
Strategy,313160,Farming Simulator 15,"Simulation, Strategy",,,,Giants Software,Giants Software,47.0,steamspy,18658.0,False
Strategy,244160,Homeworld Remastered Collection,"4X, Action, Adventure, Simulation, Strategy",,,,"Gearbox Software, Aspyr (Mac)","Gearbox Publishing, Aspyr (Mac)",90.0,steamspy,17778.0,False
Strategy,728880,Overcooked! 2,"Action, Casual, Indie, Simulation, Strategy",,,,"Ghost Town Games Ltd., Team17",Team17,1165.0,steamspy,15004.0,False
Strategy,245620,Tropico 5,"Adventure, City Builder, RPG, Simulation, Strategy",,,,Haemimont Games,Kalypso Media Digital,78.0,steamspy,13445.0,False
Strategy,1336490,Against the Storm,"City Builder, Simulation, Strategy, Survival",,,,Eremite Games,Hooded Horse,931.0,steamspy,12832.0,False
Strategy,489630,"Warhammer 40,000: Gladius - Relics of War","4X, Strategy",,,,Proxy Studios,Slitherine Ltd.,563.0,steamspy,11117.0,False
Strategy,266840,Age of Mythology: Extended Edition,"Action, Adventure, Simulation, Strategy",,,,"SkyBox Labs, Ensemble Studios, Forgotten Empires",Xbox Game Studios,614.0,steamspy,11010.0,False
Strategy,1162520,Richman10,"Card & Board, Casual, Strategy",,,,"Softstar Technology (Beijing) Co., Ltd",SOFTSTAR ENTERTAINMENT,144.0,steamspy,10761.0,False
Strategy,718850,Age of Wonders: Planetfall,"4X, City Builder, Strategy",,,,Triumph Studios,Paradox Interactive,83.0,steamspy,10346.0,False
Strategy,400750,Call to Arms - Gates of Hell: Ostfront,"Shooter, Strategy",,,,"Barbedwire Studios, Digitalmindsoft",Digitalmindsoft,2268.0,steamspy,8889.0,False
Strategy,2067920,Rogue: Genesia,"Action, Casual, RPG, Roguelike, Shooter, Strategy",,,,Ouadi Huard,"Ouadi Huard, Gamersky Games",82.0,steamspy,8490.0,False
Strategy,604540,Empire of Sin,"Action, RPG, Simulation, Strategy",,,,Romero Games,Paradox Interactive,63.0,steamspy,7728.0,False
Strategy,375450,NOBUNAGA'S AMBITION: Sphere of Influence - Ascension,"RPG, Simulation, Strategy",,,,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",164.0,steamspy,7454.0,False
Strategy,2617700,Tinkerlands,"Action, Adventure, Indie, RPG, Strategy, Survival",,,,"CodeManu, Endless Coffee",HypeTrain Digital,93.0,steamspy,6806.0,False
Strategy,2239150,Thronefall,"Action, City Builder, Indie, Strategy, Tower Defense",,,,GrizzlyGames,GrizzlyGames,194.0,steamspy,6723.0,False
Strategy,1000010,Crown Trick,"Action, Adventure, RPG, Strategy",,,,NEXT Studios,"Team17, NEXT Studios",7.0,steamspy,6590.0,False
Strategy,1426450,Age of Darkness: Final Stand,"Action, Strategy, Survival, Tower Defense",,,,PlaySide,PlaySide,105.0,steamspy,6458.0,False
Strategy,232890,Stronghold Crusader 2,"Action, Adventure, City Builder, Simulation, Strategy, Survival",,,,Firefly Studios,Firefly Studios,115.0,steamspy,5698.0,False
Strategy,1473350,(the) Gnorp Apologue,"Casual, Indie, Simulation, Strategy",,,,Myco,(Myco),193.0,steamspy,5395.0,False
Strategy,40400,AI War: Fleet Command,"4X, Indie, Simulation, Strategy, Tower Defense",,,,Arcen Games,Arcen Games,3.0,steamspy,5028.0,False
Strategy,551170,Onmyoji,"Adventure, JRPG, Massively Multiplayer, RPG, Strategy",,,,NetEase Games,NetEase Games,541.0,steamspy,4965.0,False
Strategy,1222690,Dragon Age Inquisition,"Action, Adventure, RPG, Strategy",,,,BioWare,Electronic Arts,425.0,steamspy,4937.0,False
Strategy,2503770,House of Legacy,"Adventure, City Builder, RPG, Simulation, Strategy",,,,S3 Studio,Thermite Games,276.0,steamspy,4934.0,False
Strategy,102600,Orcs Must Die!,"Action, Adventure, Indie, RPG, Shooter, Strategy, Tower Defense",,,,Robot Entertainment,Robot Entertainment,11.0,steamspy,4548.0,False
Strategy,1656780,Hero's Hour,"4X, RPG, Strategy",,,,"Benjamin ""ThingOnItsOwn"" Hauer","Goblinz Publishing, Maple Whispering Limited",51.0,steamspy,4170.0,False
Strategy,2421410,Cyber Manhunt 2: New World - The Hacking Simulator,"Casual, Indie, Puzzle, RPG, Simulation, Strategy",,,,Aluba Van+,Spiral Up Games,35.0,steamspy,3561.0,False
Strategy,688470,Han Xiongnu Wars,"Action, Adventure, Indie, RPG, Strategy",,,,Shangshi Studio,Shangshi Studio,42.0,steamspy,3469.0,False
Strategy,1072040,Panzer Corps 2,"Simulation, Strategy",,,,Flashback Games,Slitherine Ltd.,298.0,steamspy,3459.0,False
Strategy,1658150,Moonstone Island,"Action, Adventure, Card & Board, RPG, Simulation, Strategy",,,,Studio Supersoft,Raw Fury,283.0,steamspy,3436.0,False
Strategy,1341200,DYNASTY WARRIORS 9 Empires,"Action, Simulation, Strategy",,,,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",30.0,steamspy,3104.0,False
Strategy,1879330,WARRIORS OROCHI 3 Ultimate Definitive Edition,"Action, Adventure, Strategy",,,,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",53.0,steamspy,2969.0,False
Strategy,300550,Shadowrun: Dragonfall - Director's Cut,"Adventure, Indie, RPG, Strategy","18 Sep, 2014",False,"₩ 17,000",Harebrained Schemes,Paradox Interactive,24.0,appdetails,2665.0,False
Strategy,983380,Car Manufacture,"Simulation, Strategy",,,,STEREO GAMES S.A.,PlayWay S.A.,8.0,steamspy,2536.0,False
Strategy,666150,Prehistoric Kingdom,"Adventure, Indie, Simulation, Strategy",,,,Blue Meridian,Crytivo,119.0,steamspy,2520.0,False
Strategy,1404850,Luck be a Landlord,"Casual, Indie, Roguelike, Simulation, Strategy",,,,TrampolineTales,TrampolineTales,149.0,steamspy,2447.0,False
Strategy,523150,Mahjong World Contest (麻将),"Card & Board, Casual, Indie, Puzzle, Sports, Strategy",,,,Creobit,8Floor,1.0,steamspy,2231.0,False
Strategy,950740,China: Mao's legacy,"Adventure, Indie, RPG, Simulation, Strategy",,,,Nostalgames,Nostalgames,3.0,steamspy,2222.0,False
Strategy,919370,Overdungeon,"Action, Adventure, Casual, Indie, RPG, Strategy","22 Aug, 2019",False,"₩ 16,500",Pocketpair,Pocketpair,4.0,appdetails,2205.0,False
Strategy,581980,Candy Machine,"Casual, Indie, Puzzle, Simulation, Strategy",,,,Colossal Wreck,Colossal Wreck,0.0,steamspy,2176.0,False
Strategy,287980,Mini Metro,"Casual, Indie, Puzzle, Simulation, Strategy",,,,Dinosaur Polo Club,Dinosaur Polo Club,138.0,steamspy,2101.0,False
Strategy,1191840,Legend Creatures(传奇生物),"4X, Adventure, Indie, RPG, Strategy",,,,HideChara,HideChara,8.0,steamspy,2079.0,False
Strategy,22000,World of Goo,"Casual, Indie, Puzzle, Strategy",,,,2D BOY,2D BOY,9.0,steamspy,2045.0,False
Strategy,224500,Gnomoria,"City Builder, Indie, Simulation, Strategy, Survival",,,,Robotronic Games,Robotronic Games,5.0,steamspy,2040.0,False
Strategy,1260590,Hadean Tactics,"Card & Board, Indie, RPG, Roguelike, Strategy",,,,Emberfish Games,Emberfish Games,5.0,steamspy,1986.0,False
Strategy,2144740,Ghostrunner 2,"Action, Adventure, Fighting, Strategy",,,,One More Level,505 Games,50.0,steamspy,1969.0,False
Strategy,2078230,"Badlands Crew - Drive, Command, Conquer","Action, Adventure, Indie, Simulation, Strategy",,,,Runner Duck,Curve Games,23.0,steamspy,1959.0,False
Strategy,2334220,Home Sweet Home : Online,"Action, Horror, Indie, Sports, Strategy, Survival",,,,YGGDRAZIL GROUP PUBLIC COMPANY LIMITED,Shift Now,0.0,steamspy,1926.0,False
Strategy,1726130,Pathless Woods,"Adventure, City Builder, Indie, RPG, Simulation, Strategy, Survival",,,,AniYa Games Studio,AniYa Games Studio,2.0,steamspy,1857.0,False
Strategy,3168260,Blackthorn Arena: Reforged,"City Builder, RPG, Simulation, Strategy",,,,PersonaeGame Studio,Light Up Games,13.0,steamspy,1762.0,False
Strategy,2085000,SaGa Emerald Beyond ,"Action, Adventure, JRPG, RPG, Strategy",,,,Square Enix,Square Enix,21.0,steamspy,1689.0,False
Strategy,1434950,HighFleet,"Action, Adventure, Indie, RPG, Roguelike, Simulation, Strategy",,,,Konstantin Koshutin,MicroProse Software,61.0,steamspy,1683.0,False
Strategy,2179850,Cobalt Core,"Card & Board, RPG, Roguelike, Strategy",,,,Rocket Rat Games,Brace Yourself Games,48.0,steamspy,1649.0,False
Strategy,257730,Infinity Wars: Animated Trading Card Game,"Card & Board, Strategy",,,,Lightmare Studios,Lightmare Studios,5.0,steamspy,1604.0,False
Strategy,247020,"Cook, Serve, Delicious!","Indie, Simulation, Strategy",,,,Vertigo Gaming Inc.,Vertigo Gaming Inc.,20.0,steamspy,1538.0,False
Strategy,567210,Bunnyrama,"Adventure, Casual, Indie, Platformer, Puzzle, Strategy",,,,Starwind Games,Starwind Games,0.0,steamspy,1461.0,False
Strategy,2338140,Dokapon Kingdom: Connect,"Card & Board, Casual, RPG, Strategy",,,,"Idea Factory, Compile Heart, Sting",Idea Factory International,72.0,steamspy,1439.0,False
Strategy,341000,Mad Games Tycoon,"Casual, Simulation, Strategy",,,,Eggcode,Eggcode,6.0,steamspy,1423.0,False
Strategy,3183310,Forgotten Journey,"Action, Adventure, Casual, Indie, Massively Multiplayer, RPG, Racing, Simulation, Strategy","20 Aug, 2025",True,,FJ-Studio,FJ-Studio,11.0,appdetails,1402.0,False
Strategy,814370,Monster Sanctuary,"Adventure, Indie, JRPG, Metroidvania, Platformer, RPG, Strategy",,,,moi rai games,Team17,137.0,steamspy,1376.0,False
Strategy,544870,Blood Ties,"Adventure, Casual, Indie, RPG, Strategy",,,,Warfare Studios,Warfare Studios,0.0,steamspy,1327.0,False
Strategy,484950,恶魔迷宫 | Evil Maze,"Action, JRPG, RPG, Shooter, Strategy",,,,ZOV GAME STUDIO,ZOV GAME STUDIO,0.0,steamspy,1284.0,False
Strategy,289520,King's Bounty: Dark Side,"Adventure, RPG, Strategy",,,,Fulqrum Publishing,Fulqrum Publishing,34.0,steamspy,1271.0,False
Strategy,218450,Jagged Alliance Online - Steam Edition,"Massively Multiplayer, RPG, Strategy",,,,Cliffhanger Productions,Cliffhanger Productions,0.0,steamspy,1270.0,False
Strategy,1305420,Agrou,"Card & Board, Casual, Indie, Strategy",,,,Osmose Studio,Wankil Studio,0.0,steamspy,1257.0,False
Strategy,911430,Good Company,"City Builder, Simulation, Strategy",,,,Chasing Carrots,Chasing Carrots,10.0,steamspy,1222.0,False
Strategy,1150640,Yu-Gi-Oh! Legacy of the Duelist : Link Evolution,"Card & Board, Puzzle, Simulation, Strategy",,,,Other Ocean Emeryville,KONAMI,122.0,steamspy,1219.0,False
Strategy,512250,Oh...Sir!! The Insult Simulator,"Casual, Fighting, Indie, Simulation, Strategy",,,,Vile Monarch,Good Shepherd Entertainment,2.0,steamspy,1181.0,False
Strategy,1618380,Spellmasons,Strategy,,,,Octavia Blue,Octavia Blue,121.0,steamspy,1160.0,False
Strategy,1863750,挂机神话,"Casual, RPG, Strategy",,,,摸鱼猫工作室,摸鱼猫工作室,28.0,steamspy,1139.0,False
Strategy,2257010,Creeper World IXE,"Action, Casual, Indie, Simulation, Strategy","12 Dec, 2024",False,"₩ 21,500",Knuckle Cracker,Knuckle Cracker,29.0,appdetails,1106.0,False
Strategy,968250,King of Retail,"Casual, Indie, Simulation, Strategy",,,,Freaking Games,Iceberg Interactive,7.0,steamspy,1079.0,False
Strategy,1570070,Beholder 3,"Adventure, Indie, Simulation, Strategy",,,,Paintbucket Games,Alawar,8.0,steamspy,1020.0,False
Strategy,329130,Reassembly,"Action, Adventure, Indie, Shooter, Simulation, Strategy",,,,Anisoptera Games,Indie Voyage,24.0,steamspy,998.0,False
