Selected_Genre,appid,name,genres,release_date,is_free,price,developers,publishers,concurrent_players,source,peak_players,is_non_game
RPG,812140,Assassin's Creed Odyssey,"Action, Adventure, RPG",,,,"Ubisoft Quebec, Ubisoft Montreal, Ubisoft Bucharest, Ubisoft Singapore, Ubisoft Montpellier, Ubisoft Kiev, Ubisoft Shanghai",Ubisoft,2461.0,steamspy,61984.0,False
RPG,2322010,God of War Ragnarök,"Action, Adventure, RPG",,,,"Santa Monica Studio, Jetpack Interactive",PlayStation Publishing LLC,1848.0,steamspy,35565.0,False
RPG,234140,Mad Max,"Action, Adventure, RPG, Racing, Shooter, Survival",,,,Avalanche Studios,"Warner Bros. Games, Warner Bros. Interactive Entertainment",600.0,steamspy,33356.0,False
RPG,2680010,The First Berserker: Khazan,"Action, Adventure, RPG",,,,Neople,NEXON,574.0,steamspy,32871.0,False
RPG,386360,SMITE,"Action, Adventure, Casual, Massively Multiplayer, RPG, Sports, Strategy",,,,Titan Forge Games,Hi-Rez Studios,1805.0,steamspy,31169.0,False
RPG,1307550,Craftopia,"Action, Adventure, Indie, RPG, Survival",,,,Pocketpair,Pocketpair,140.0,steamspy,26449.0,False
RPG,882100,XCOM: Chimera Squad,"Action, RPG, Strategy",,,,Firaxis Games,2K,84.0,steamspy,20701.0,False
RPG,239160,Thief,"Action, Adventure, Horror, RPG",,,,"Eidos-Montréal, Feral Interactive (Mac)","Eidos Interactive Corp., Feral Interactive (Mac)",67.0,steamspy,18247.0,False
RPG,2634950,Tokyo Xtreme Racer,"Platformer, RPG, Racing",,,,"Genki Co., Ltd.","Genki Co., Ltd.",589.0,steamspy,15655.0,False
RPG,979690,The Ascent,"Action, Adventure, Indie, RPG, Shooter",,,,Neon Giant,Curve Games,117.0,steamspy,13930.0,False
RPG,42910,Magicka,"Action, Adventure, Indie, RPG, Strategy",,,,Arrowhead Game Studios,Paradox Interactive,13.0,steamspy,11717.0,False
RPG,1898300,ASKA,"Action, Adventure, RPG, Simulation, Survival",,,,Sand Sailor Studio,Thunderful Publishing,3217.0,steamspy,10637.0,False
RPG,241540,State of Decay,"Action, Adventure, Horror, Indie, RPG, Shooter, Simulation, Survival",,,,Undead Labs,Xbox Game Studios,7.0,steamspy,10035.0,False
RPG,1900,Earth 2160,"Action, RPG, Simulation, Strategy",,,,Reality Pump Studios,"Topware Interactive, ACE",4.0,steamspy,9947.0,False
RPG,1902690,Fate/Samurai Remnant,"Action, JRPG, RPG, Visual Novel",,,,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",41.0,steamspy,9254.0,False
RPG,2665680,Tower of Babel: Survivors of Chaos,"Action, RPG, Roguelike",,,,NANOO,NANOO,432.0,steamspy,9005.0,False
RPG,2933130,The Lord of the Rings: Return to Moria,"Action, Adventure, RPG, Survival",,,,Free Range Games,North Beach Games,584.0,steamspy,8735.0,False
RPG,1244090,Sea of Stars,"Adventure, Indie, JRPG, RPG",,,,Sabotage Studio,Sabotage Studio,174.0,steamspy,8597.0,False
RPG,763890,Wildermyth,"Indie, RPG, Strategy",,,,Worldwalker Games LLC,"Worldwalker Games LLC, WhisperGames",217.0,steamspy,8091.0,False
RPG,3035570,Assassin's Creed Mirage,"Action, Adventure, RPG",,,,Ubisoft Bordeaux,Ubisoft,259.0,steamspy,7837.0,False
RPG,601840,Griftlands,"Adventure, Card & Board, RPG, Roguelike, Strategy",,,,Klei Entertainment,Klei Entertainment,59.0,steamspy,7545.0,False
RPG,1712840,Tiny Tina's Assault on Dragon Keep: A Wonderlands One-shot Adventure,"Action, Adventure, RPG, Shooter",,,,"Gearbox Software, Stray Kite Studios",2K,9.0,steamspy,7196.0,False
RPG,272510,NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution,"Action, Adventure, Fighting, RPG",,,,"CyberConnect2 Co., Ltd.",BANDAI NAMCO Entertainment,7.0,steamspy,6782.0,False
RPG,610080,Realm Grinder,"Adventure, Casual, City Builder, Indie, RPG, Simulation, Strategy",,,,Divine Games,Kongregate,482.0,steamspy,6247.0,False
RPG,1777620,Soul Hackers 2,"JRPG, RPG, Visual Novel",,,,ATLUS,SEGA,12.0,steamspy,5685.0,False
RPG,1179580,KAKU: Ancient Seal,"Action, Adventure, Platformer, Puzzle, RPG",,,,BINGOBELL,BINGOBELL,11.0,steamspy,5001.0,False
RPG,1606180,下一站江湖Ⅱ,"Action, Adventure, City Builder, Indie, RPG, Strategy, Survival",,,,白玉京工作室,白玉京工作室,128.0,steamspy,4637.0,False
RPG,489240,Exile to Death,"Action, Adventure, Indie, Massively Multiplayer, RPG, Survival",,,,Aleksei Milchakov,Manifestors Games Studio,0.0,steamspy,4343.0,False
RPG,1546320,Your Chronicle,"Adventure, RPG",,,,Samurai Games,Samurai Games,3241.0,steamspy,4107.0,False
RPG,1958220,WitchSpring R,"Adventure, Indie, JRPG, RPG, Strategy",,,,KIWIWALKS,KIWIWALKS,47.0,steamspy,4059.0,False
RPG,1121560,Atelier Ryza: Ever Darkness & the Secret Hideout,"Action, Adventure, Casual, JRPG, RPG, Simulation",,,,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",24.0,steamspy,4058.0,False
RPG,304650,SUNLESS SEA,"Adventure, Horror, Indie, RPG, Survival",,,,Failbetter Games,Failbetter Games,61.0,steamspy,4030.0,False
RPG,1148650,The Legend of Bum-Bo,"Adventure, Card & Board, Casual, Indie, Puzzle, RPG, Strategy",,,,"Edmund McMillen, James Interactive, Ridiculon",Edmund McMillen,8.0,steamspy,3861.0,False
RPG,2619650,Cauldron,"Adventure, Casual, RPG, Simulation, Strategy",,,,SleepyDad Games,Caketown Interactive,341.0,steamspy,3834.0,False
RPG,1621310,Atelier Sophie 2: The Alchemist of the Mysterious Dream,"Adventure, Casual, JRPG, RPG, Simulation",,,,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",28.0,steamspy,3604.0,False
RPG,2400,The Ship: Murder Party,"Action, Adventure, Indie, RPG, Shooter, Simulation, Strategy, Survival",,,,Outerlight Ltd.,Blazing Griffin,1.0,steamspy,3571.0,False
RPG,1432050,Nobody Saves the World,"Action, Adventure, Indie, RPG",,,,Drinkbox Studios,Drinkbox Studios,40.0,steamspy,3489.0,False
RPG,1868180,Etrian Odyssey HD,"Adventure, JRPG, RPG",,,,ATLUS,SEGA,87.0,steamspy,3283.0,False
RPG,439250,Space Pilgrim Episode III: Delta Pavonis,"Action, Adventure, Casual, Indie, JRPG, RPG",,,,"Pilgrim Adventures, GrabTheGames Studios","GrabTheGames, TheGamesFortress",161.0,steamspy,3180.0,False
RPG,553640,ICEY,"Action, Adventure, Indie, Metroidvania, Platformer, RPG",,,,FantaBlade Network,XD,4.0,steamspy,3173.0,False
RPG,1584090,Touhou Mystia's Izakaya,"Casual, JRPG, RPG, Simulation",,,,"二色幽紫蝶, Re零同人社","二色幽紫蝶, Re零同人社",259.0,steamspy,3170.0,False
RPG,24200,DC Universe Online,"Action, Adventure, Fighting, Massively Multiplayer, RPG",,,,Dimensional Ink Games,Daybreak Game Company,441.0,steamspy,3112.0,False
RPG,431710,Space Pilgrim Episode II: Epsilon Indi,"Adventure, Casual, Indie, JRPG, RPG",,,,"Pilgrim Adventures, GrabTheGames Studios","GrabTheGames, TheGamesFortress",15.0,steamspy,3094.0,False
RPG,1830970,The Last Flame,"Adventure, Indie, RPG, Strategy, Survival",,,,Hotloop,"Hotloop, Surefire.Games",25.0,steamspy,3059.0,False
RPG,263540,Villagers and Heroes,"Action, Adventure, Casual, Indie, Massively Multiplayer, RPG, Shooter, Survival",,,,Mad Otter Games,Mad Otter Games,32.0,steamspy,2898.0,False
RPG,341310,Greyfox RPG,"Adventure, Casual, Indie, JRPG, Puzzle, RPG",,,,Lesley Dodd,Senpai Industrial Studios,1.0,steamspy,2871.0,False
RPG,601010,Hotel Anatolia,"Adventure, Casual, Horror, Indie, RPG",,,,Elven Workshop,Elven Workshop,0.0,steamspy,2810.0,False
RPG,1198090,The Legend of Heroes: Trails of Cold Steel IV,"Adventure, JRPG, RPG",,,,"Nihon Falcom, Engine Software BV, PH3 GmbH","NIS America, Inc.",94.0,steamspy,2736.0,False
RPG,677120,Heroes of Hammerwatch,"Action, Adventure, Indie, RPG, Roguelike",,,,Crackshell,Team17,68.0,steamspy,2654.0,False
RPG,22300,Fallout 3,"Action, Adventure, Horror, RPG, Shooter",,,,Bethesda Game Studios,Bethesda Softworks,36.0,steamspy,2653.0,False
RPG,228260,Fallen Enchantress: Legendary Heroes,"4X, City Builder, RPG, Strategy",,,,Stardock Entertainment,Stardock Entertainment,34.0,steamspy,2627.0,False
RPG,243930,Bound By Flame,"Action, Adventure, RPG",,,,Spiders,Focus Entertainment,4.0,steamspy,2599.0,False
RPG,405710,Staxel,"Adventure, Casual, RPG, Simulation, Survival",,,,Plukit,Humble Games,8.0,steamspy,2598.0,False
RPG,1668540,The Legend of Heroes: Trails into Reverie,"JRPG, RPG",,,,"Nihon Falcom, PH3 GmbH","NIS America, Inc.",79.0,steamspy,2257.0,False
RPG,252470,Space Pirates And Zombies 2,"Action, Adventure, Indie, RPG, Simulation, Strategy, Survival",,,,MinMax Games Ltd.,MinMax Games Ltd.,4.0,steamspy,2245.0,False
RPG,550470,NosTale - Anime MMORPG,"Action, Adventure, Massively Multiplayer, RPG, Survival",,,,"Entwell Co., Ltd.",Gameforge 4D GmbH,110.0,steamspy,2203.0,False
RPG,449800,Attack on Titan / A.O.T. Wings of Freedom,"Action, Adventure, Horror, RPG",,,,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",5.0,steamspy,2177.0,False
RPG,12200,Bully: Scholarship Edition,"Action, Adventure, RPG, Simulation",,,,Rockstar New England,Rockstar Games,444.0,steamspy,1978.0,False
RPG,910320,Three Kingdoms 2019 阿达三国志2019 横版,"Casual, Massively Multiplayer, RPG, Simulation, Strategy",,,,阿达游戏,阿达游戏,4.0,steamspy,1861.0,False
RPG,2400510,Dungeons & Degenerate Gamblers,"Card & Board, Casual, RPG, Roguelike, Strategy",,,,Purple Moss Collectors,Yogscast Games,92.0,steamspy,1825.0,False
RPG,1745510,Lunacid,"Action, Horror, Indie, Metroidvania, RPG",,,,KIRA LLC,"KIRA LLC, CRITICAL REFLEX",47.0,steamspy,1814.0,False
RPG,928960,Godfall Ultimate Edition,"Action, Adventure, RPG",,,,Counterplay Games Inc,Gearbox Publishing,10.0,steamspy,1762.0,False
RPG,1160750,Grim Clicker,"Action, Casual, Indie, RPG, Strategy",,,,EvilCharm Games,"EvilCharm Games, Aleksandr Golovkin",175.0,steamspy,1647.0,False
RPG,474750,Reigns,"Adventure, Card & Board, Casual, Indie, RPG, Simulation, Strategy",,,,Nerial,Devolver Digital,15.0,steamspy,1607.0,False
RPG,1437820,Heroes of the Three Kingdoms,"Action, RPG, Simulation, Strategy",,,,"USERJOY Technology Co., Ltd.","USERJOY Technology Co., Ltd., Phoenix Game",94.0,steamspy,1557.0,False
RPG,1283410,Tails of Iron,"Action, Adventure, Metroidvania, RPG",,,,Odd Bug Studio,United Label,91.0,steamspy,1537.0,False
RPG,1729410,Earthling's Undertaking,"Adventure, Casual, RPG, Simulation, Strategy",,,,MassesGame,MassesGame,8.0,steamspy,1399.0,False
RPG,648410,Colony Ship: A Post-Earth Role Playing Game,"RPG, Strategy",,,,Iron Tower Studio,Iron Tower Studio,33.0,steamspy,1381.0,False
RPG,2464530,VOIN,"Action, Adventure, Indie, RPG, Roguelike, Shooter",,,,Nikita Sozidar,tinyBuild,145.0,steamspy,1354.0,False
RPG,968970,Lumberjack's Dynasty,"Adventure, Casual, RPG, Simulation",,,,UMEO Studios,Toplitz Productions,19.0,steamspy,1348.0,False
RPG,1716120,Monster Rancher 1 & 2 DX,"JRPG, RPG, Simulation",,,,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",47.0,steamspy,1293.0,False
RPG,2059170,Quasimorph,"RPG, Shooter, Simulation, Strategy",,,,Magnum Scriptum,HypeTrain Digital,350.0,steamspy,1248.0,False
RPG,404680,Hob,"Action, Adventure, Indie, Metroidvania, Platformer, Puzzle, RPG",,,,Runic Games,Arc Games,5.0,steamspy,1168.0,False
RPG,335670,LISA: The Painful,"Adventure, Horror, Indie, JRPG, RPG",,,,Dingaling Productions,Serenity Forge,22.0,steamspy,1157.0,False
RPG,798460,Ni no Kuni Wrath of the White Witch Remastered,"Action, Adventure, JRPG, RPG",,,,"LEVEL5 Inc., QLOC",BANDAI NAMCO Entertainment,71.0,steamspy,1155.0,False
RPG,3521320,Magicbook AutoBattler: Contract,"Adventure, Casual, RPG, Strategy",,,,JXGS,JXGS,3.0,steamspy,1130.0,False
RPG,502800,SENRAN KAGURA ESTIVAL VERSUS,"Action, Fighting, JRPG, RPG",,,,Tamsoft,"XSEED Games, Marvelous USA, Inc., Marvelous",12.0,steamspy,1088.0,False
RPG,1416260,SpellForce 3: Versus Edition,"Action, RPG, Strategy",,,,Grimlore Games,THQ Nordic,56.0,steamspy,1027.0,False
RPG,593150,Ooblets,"Card & Board, Casual, RPG",,,,Glumberland,Glumberland,18.0,steamspy,1014.0,False
RPG,461370,Midnight's Blessing 2,"Adventure, Casual, Indie, RPG, Simulation, Strategy",,,,Warfare Studios,Warfare Studios,0.0,steamspy,999.0,False
RPG,218170,Age of Conan: Unchained - US version,"Action, Adventure, Massively Multiplayer, RPG",,,,Funcom,Funcom,2.0,steamspy,947.0,False
RPG,2414270,Sunderfolk,"Adventure, RPG, Strategy",,,,Secret Door,Dreamhaven,144.0,steamspy,873.0,False
RPG,2181720,Scarlet Tower,"Action, Casual, RPG, Roguelike, Survival",,,,Pyxeralia LLC,Pyxeralia LLC,9.0,steamspy,859.0,False
RPG,574050,DRAGON QUEST HEROES II,"Action, Adventure, JRPG, RPG",,,,"Square Enix, KOEI TECMO GAMES CO., LTD.",Square Enix,3.0,steamspy,847.0,False
RPG,1418020,Tavern of Gods,"Action, Adventure, Card & Board, Casual, Indie, RPG, Roguelike, Strategy",,,,Element Studio,Element Studio,1.0,steamspy,790.0,False
RPG,239120,Final Fantasy III (3D Remake),"Adventure, JRPG, RPG, Strategy",,,,Square Enix,Square Enix,35.0,steamspy,785.0,False
RPG,2055050,Cavalry Girls,"JRPG, RPG, Shooter, Strategy, Tower Defense",,,,中子星游戏研究所,OKJOY,79.0,steamspy,751.0,False
RPG,1108590,Eldest Souls,"Action, Adventure, Indie, RPG",,,,Fallen Flag Studio,"United Label, CI Games",7.0,steamspy,719.0,False
RPG,2513240,Hero Tale,"Indie, RPG, Strategy",,,,Weird Johnny Studio,Weird Johnny Studio,42.0,steamspy,684.0,False
RPG,1930640,Lost2,"Casual, Indie, Puzzle, RPG, Strategy",,,,DSGame,DSGame,1.0,steamspy,679.0,False
RPG,2374000,Insects Awaken,"Adventure, Casual, Indie, RPG, Visual Novel",,,,HelloMeow,HelloMeow,6.0,steamspy,675.0,False
RPG,804010,SteamWorld Quest: Hand of Gilgamech,"Adventure, Card & Board, Casual, Indie, RPG",,,,Image & Form Games,Thunderful Publishing,10.0,steamspy,667.0,False
RPG,2704110,Aliya: Timelink,"Indie, RPG, Visual Novel",,,,TDGame Studio,AnotherIndie,44.0,steamspy,613.0,False
RPG,1233880,Disgaea 4 Complete+,"JRPG, RPG, Strategy",,,,"Nippon Ichi Software, Inc.","NIS America, Inc.",37.0,steamspy,592.0,False
RPG,1934080,Floating Life2,"Adventure, Indie, Puzzle, RPG, Strategy",,,,心流工作室（Heart Stream Studio）,心流工作室（Heart Stream Studio）,1.0,steamspy,555.0,False
RPG,1368870,Field of Glory II: Medieval,"RPG, Simulation, Strategy",,,,Byzantine Games,Slitherine Ltd.,61.0,steamspy,537.0,False
RPG,1155330,Showgunners,"Action, RPG, Strategy",,,,Artificer,Good Shepherd Entertainment,6.0,steamspy,530.0,False
RPG,849740,Love Esquire - RPG/Dating Sim/Visual Novel,"Adventure, Indie, RPG, Simulation, Visual Novel",,,,Yangyang Mobile,Yangyang Mobile,3.0,steamspy,528.0,False
RPG,266130,Breach & Clear,"Action, Indie, RPG, Shooter, Simulation, Strategy",,,,"Mighty Rabbit Studios, Gun Interactive",Gun Interactive,0.0,steamspy,508.0,False
RPG,3074110,The Rangers In The South,"Action, Indie, JRPG, RPG, Roguelike",,,,DPA Studios,DPA Studios,3.0,steamspy,487.0,False
RPG,1049320,River City Girls,"Action, Adventure, Indie, RPG",,,,WayForward,"WayForward, Arc System Works",8.0,steamspy,476.0,False
RPG,2942780,Bloobs Adventure Idle,"Adventure, Casual, RPG",,,,Bloobs_Dev,Bloobs_Dev,279.0,steamspy,469.0,False
RPG,733790,Not Tonight,"Adventure, Casual, Indie, RPG, Simulation",,,,PanicBarn,No More Robots,16.0,steamspy,468.0,False
RPG,1456650,Pascal's Wager: Definitive Edition,"Action, Adventure, RPG",,,,TipsWorks,Giant Global,5.0,steamspy,467.0,False
RPG,2525810,Witch and Lilies,"Adventure, Indie, RPG","23 May, 2024",False,"₩ 32,000","Stromatosoft Inc., 株式会社タストα",Stromatosoft Inc.,1.0,appdetails,464.0,False
RPG,1621760,Decision: Red Daze,"Action, Indie, RPG, Shooter, Strategy, Survival, Tower Defense",,,,FlyAnvil,Nordcurrent Labs,5.0,steamspy,446.0,False
RPG,1477950,Lazy Galaxy 2,"Casual, Indie, RPG, Strategy",,,,Coldwild Games,Coldwild Games,8.0,steamspy,440.0,False
RPG,914320,Swarm Simulator: Evolution,"Casual, Indie, RPG, Simulation",,,,Scary Bee LLC,Scary Bee LLC,15.0,steamspy,427.0,False
RPG,252630,Eldritch,"Action, Adventure, Horror, Indie, RPG, Roguelike",,,,Minor Key Games,Minor Key Games,0.0,steamspy,424.0,False
RPG,1042670,Orangeblood,"Indie, JRPG, RPG",,,,Grayfax Software,PLAYISM,1.0,steamspy,385.0,False
RPG,403940,Dungelot: Shattered Lands,"Action, Indie, Puzzle, RPG, Roguelike, Strategy",,,,Red Winter Software,tinyBuild,0.0,steamspy,379.0,False
RPG,685340,Delivery from the Pain:Survival / 末日方舟:生存,"Action, Adventure, Horror, Indie, RPG, Simulation, Strategy, Survival",,,,HuaYiTianXin,DigiPotato,4.0,steamspy,368.0,False
RPG,1062140,Garden Story,"Action, Adventure, JRPG, RPG",,,,Picogram,Rose City Games,15.0,steamspy,344.0,False
RPG,2897560,刷啊刷,"Adventure, Casual, Indie, Platformer, RPG, Strategy",,,,天才灵魂,天才灵魂,23.0,steamspy,322.0,False
RPG,2788310,Twilight Survivors,"Action, Adventure, Casual, Indie, RPG, Roguelike",,,,DORIDORI STUDIO,DORIDORI STUDIO,15.0,steamspy,320.0,False
RPG,926140,CHANGE: A Homeless Survival Experience,"Adventure, RPG, Strategy, Survival",,,,Delve Interactive,Delve Interactive,18.0,steamspy,315.0,False
RPG,3469850,Cradle of Nightmare : Flowers to you,"Adventure, JRPG, RPG, Strategy",,,,红锈雨,红锈雨,1.0,steamspy,279.0,False
RPG,898720,Kubifaktorium,"City Builder, RPG, Simulation, Strategy",,,,Neomateria Games GmbH,Neomateria Games GmbH,0.0,steamspy,275.0,False
RPG,2318310,Class of '09: The Re-Up,"Adventure, Casual, RPG, Simulation, Visual Novel",,,,SBN3,"SBN3, Wrath Club",27.0,steamspy,269.0,False
RPG,1592520,WitchSpring3 Re:Fine - The Story of Eirudy -,"Casual, Indie, JRPG, RPG",,,,"KIWIWALKS, IKINAGAMES",KIWIWALKS,4.0,steamspy,252.0,False
RPG,397350,Lords of the Realm II,"RPG, Strategy",,,,Impressions Games,Rebellion,140.0,steamspy,241.0,False
RPG,3101770,Wander Hero,"Card & Board, Indie, RPG, Roguelike, Strategy",,,,Dimension Travler,Dimension Travler,6.0,steamspy,220.0,False
RPG,887490,Burden of Command,"Card & Board, Indie, RPG, Strategy",,,,Green Tree Games LLC,Green Tree Games LLC,4.0,steamspy,214.0,False
RPG,433300,Marvel: Ultimate Alliance,"Action, Adventure, RPG",,,,Zoë Mode,Activision,1.0,steamspy,211.0,False
RPG,3060630,Immortal Farmer: System’s Mandate,"Casual, Indie, RPG, Simulation, Survival",,,,oyogame,oyogame,5.0,steamspy,206.0,False
RPG,1639080,Sandwalkers,"Card & Board, RPG, Strategy, Survival",,,,Goblinz Studio,"Goblinz Publishing, H2 Interactive Co., Ltd.",3.0,steamspy,198.0,False
RPG,2251620,Sunrider 4: The Captain's Return,"Action, RPG, Strategy, Visual Novel",,,,Love in Space,Sekai Project,3.0,steamspy,197.0,False
RPG,664830,Zombotron,"Action, Adventure, Indie, Platformer, RPG, Shooter",,,,Ant.Karlov Games,Ant.Karlov Games,4.0,steamspy,195.0,False
RPG,732240,SpaceBourne,"Indie, RPG, Simulation",,,,Burak Dabak,Burak Dabak,3.0,steamspy,192.0,False
RPG,12320,Sacred Gold,"Action, Adventure, RPG",,,,Studio II,THQ Nordic,26.0,steamspy,192.0,False
RPG,724250,Princess Maker 5,"RPG, Simulation, Visual Novel",,,,"CFK Co., Ltd.",Bliss Brain,12.0,steamspy,184.0,False
RPG,1279630,Vampire: The Masquerade - Shadows of New York,"Horror, Indie, RPG, Visual Novel",,,,Draw Distance,Dear Villagers,1.0,steamspy,181.0,False
RPG,2956820,近畿霊務局 - Kinki Spiritual Affairs Bureau,"Action, Horror, Platformer, RPG, Shooter",,,,Noto Muteki,Noto Muteki,0.0,steamspy,175.0,False
RPG,1734320,Brutal Orchestra,"Indie, RPG, Strategy",,,,"Talia bob Mair, Nicolás Delgado",Hellbent Games,19.0,steamspy,170.0,False
RPG,39520,The Guild Gold Edition,"RPG, Simulation, Strategy",,,,4HEAD Studios,THQ Nordic,3.0,steamspy,169.0,False
RPG,1437860,Heroes of the Three Kingdoms 5,"Action, RPG, Simulation, Strategy",,,,"USERJOY Technology Co., Ltd.","USERJOY Technology Co., Ltd., Phoenix Game",39.0,steamspy,164.0,False
RPG,1214670,Mr. Sun's Hatbox,"Action, Adventure, Metroidvania, Platformer, RPG, Shooter",,,,Kenny Sun,Raw Fury,0.0,steamspy,160.0,False
RPG,2776940,Echoes of Yi : Samsara,"Action, Adventure, RPG, Roguelike",,,,Runmeng,Runmeng,1.0,steamspy,159.0,False
RPG,2945100,Idle Taoist Mage Warrior 2,"Indie, RPG, Strategy",,,,okyakusama,okyakusama,7.0,steamspy,149.0,False
RPG,433280,Warlords Battlecry III,"RPG, Strategy",,,,Infinite Interactive,"Retroism, Enlight Software Limited",17.0,steamspy,145.0,False
RPG,2120310,Sagres,"Action, Adventure, Indie, JRPG, Puzzle, RPG, Simulation",,,,ooze,Kakehashi Games,1.0,steamspy,145.0,False
RPG,591630,Candleman: The Complete Journey,"Action, Adventure, Horror, Indie, Platformer, Puzzle, RPG",,,,Candleman Games,Candleman Games,2.0,steamspy,127.0,False
RPG,2341920,三國立志傳2,"RPG, Strategy",,,,"T-Time Technology CO., LTD.","T-Time Technology CO., LTD.",3.0,steamspy,126.0,False
RPG,502750,Quest for Glory 1-5,"Adventure, RPG",,,,Sierra,Activision,14.0,steamspy,123.0,False
RPG,468070,90 Minute Fever - Football (Soccer) Manager MMO,"Casual, Indie, Massively Multiplayer, RPG, Simulation, Sports, Strategy",,,,Isokron,Isokron,8.0,steamspy,121.0,False
RPG,506870,Unexplored,"Action, Adventure, Indie, RPG, Roguelike",,,,Ludomotion,Ludomotion,4.0,steamspy,115.0,False
RPG,927310,巴伦西亚传说：索菲亚的重生 Valencia Saga:Sophia's rebirth,"RPG, Simulation, Strategy",,,,清之鸣,清之鸣,1.0,steamspy,115.0,False
RPG,1154360,For Inco,"Action, Indie, RPG, Strategy",,,,MoonlightGames,MoonlightGames,2.0,steamspy,109.0,False
Racing,271590,Grand Theft Auto V Legacy,"Action, Adventure, Racing, Shooter",,,,Rockstar North,Rockstar Games,30143.0,steamspy,360761.0,False
Racing,252950,Rocket League,"Action, Casual, Indie, Racing, Sports",,,,Psyonix LLC,Psyonix LLC,15303.0,steamspy,146902.0,False
Racing,1551360,Forza Horizon 5,"Action, Adventure, Racing, Simulation, Sports",,,,Playground Games,Xbox Game Studios,5264.0,steamspy,80745.0,False
